date,T-Mobile,isPartial
2012-01-26,61,False
2012-01-27,62,False
2012-01-28,56,False
2012-01-29,58,False
2012-01-30,60,False
2012-01-31,64,False
2012-02-01,61,False
2012-02-02,58,False
2012-02-03,60,False
2012-02-04,51,False
2012-02-05,53,False
2012-02-06,61,False
2012-02-07,60,False
2012-02-08,64,False
2012-02-09,58,False
2012-02-10,66,False
2012-02-11,62,False
2012-02-12,54,False
2012-02-13,57,False
2012-02-14,58,False
2012-02-15,60,False
2012-02-16,58,False
2012-02-17,56,False
2012-02-18,53,False
2012-02-19,56,False
2012-02-20,64,False
2012-02-21,63,False
2012-02-22,60,False
2012-02-23,60,False
2012-02-24,60,False
2012-02-25,55,False
2012-02-26,55,False
2012-02-27,59,False
2012-02-28,64,False
2012-02-29,62,False
2012-03-01,58,False
2012-03-02,64,False
2012-03-03,58,False
2012-03-04,54,False
2012-03-05,57,False
2012-03-06,59,False
2012-03-07,59,False
2012-03-08,60,False
2012-03-09,57,False
2012-03-10,52,False
2012-03-11,58,False
2012-03-12,57,False
2012-03-13,56,False
2012-03-14,58,False
2012-03-15,51,False
2012-03-16,50,False
2012-03-17,47,False
2012-03-18,54,False
2012-03-19,56,False
2012-03-20,54,False
2012-03-21,55,False
2012-03-22,56,False
2012-03-23,54,False
2012-03-24,50,False
2012-03-25,46,False
2012-03-26,57,False
2012-03-27,56,False
2012-03-28,58,False
2012-03-29,58,False
2012-03-30,61,False
2012-03-31,57,False
2012-04-01,57,False
2012-04-02,60,False
2012-04-03,60,False
2012-04-04,55,False
2012-04-05,61,False
2012-04-06,61,False
2012-04-07,53,False
2012-04-08,46,False
2012-04-09,47,False
2012-04-10,58,False
2012-04-11,57,False
2012-04-12,56,False
2012-04-13,60,False
2012-04-14,50,False
2012-04-15,51,False
2012-04-16,56,False
2012-04-17,57,False
2012-04-18,57,False
2012-04-19,61,False
2012-04-20,55,False
2012-04-21,52,False
2012-04-22,54,False
2012-04-23,55,False
2012-04-24,56,False
2012-04-25,58,False
2012-04-26,54,False
2012-04-27,56,False
2012-04-28,52,False
2012-04-29,46,False
2012-04-30,52,False
2012-05-01,49,False
2012-05-02,54,False
2012-05-03,52,False
2012-05-04,62,False
2012-05-05,47,False
2012-05-06,52,False
2012-05-07,60,False
2012-05-08,57,False
2012-05-09,62,False
2012-05-10,59,False
2012-05-11,55,False
2012-05-12,52,False
2012-05-13,54,False
2012-05-14,60,False
2012-05-15,60,False
2012-05-16,62,False
2012-05-17,53,False
2012-05-18,52,False
2012-05-19,48,False
2012-05-20,49,False
2012-05-21,56,False
2012-05-22,56,False
2012-05-23,54,False
2012-05-24,55,False
2012-05-25,62,False
2012-05-26,45,False
2012-05-27,48,False
2012-05-28,52,False
2012-05-29,61,False
2012-05-30,63,False
2012-05-31,60,False
2012-06-01,63,False
2012-06-02,51,False
2012-06-03,57,False
2012-06-04,65,False
2012-06-05,62,False
2012-06-06,60,False
2012-06-07,56,False
2012-06-08,57,False
2012-06-09,53,False
2012-06-10,53,False
2012-06-11,66,False
2012-06-12,63,False
2012-06-13,64,False
2012-06-14,64,False
2012-06-15,62,False
2012-06-16,65,False
2012-06-17,54,False
2012-06-18,67,False
2012-06-19,61,False
2012-06-20,59,False
2012-06-21,63,False
2012-06-22,60,False
2012-06-23,54,False
2012-06-24,59,False
2012-06-25,69,False
2012-06-26,65,False
2012-06-27,65,False
2012-06-28,62,False
2012-06-29,59,False
2012-06-30,54,False
2012-07-01,62,False
2012-07-02,68,False
2012-07-03,73,False
2012-07-04,62,False
2012-07-05,61,False
2012-07-06,62,False
2012-07-07,58,False
2012-07-08,54,False
2012-07-09,69,False
2012-07-10,65,False
2012-07-11,68,False
2012-07-12,62,False
2012-07-13,60,False
2012-07-14,53,False
2012-07-15,61,False
2012-07-16,69,False
2012-07-17,68,False
2012-07-18,65,False
2012-07-19,64,False
2012-07-20,62,False
2012-07-21,61,False
2012-07-22,55,False
2012-07-23,65,False
2012-07-24,62,False
2012-07-25,58,False
2012-07-26,61,False
2012-07-27,57,False
2012-07-28,53,False
2012-07-29,52,False
2012-07-30,64,False
2012-07-31,61,False
2012-08-01,58,False
2012-08-02,60,False
2012-08-03,56,False
2012-08-04,54,False
2012-08-05,54,False
2012-08-06,59,False
2012-08-07,64,False
2012-08-08,64,False
2012-08-09,58,False
2012-08-10,59,False
2012-08-11,56,False
2012-08-12,56,False
2012-08-13,65,False
2012-08-14,64,False
2012-08-15,63,False
