date,T-Mobile,isPartial
2012-10-12,84,False
2012-10-13,81,False
2012-10-14,77,False
2012-10-15,83,False
2012-10-16,84,False
2012-10-17,82,False
2012-10-18,85,False
2012-10-19,82,False
2012-10-20,72,False
2012-10-21,74,False
2012-10-22,83,False
2012-10-23,83,False
2012-10-24,85,False
2012-10-25,85,False
2012-10-26,82,False
2012-10-27,78,False
2012-10-28,79,False
2012-10-29,87,False
2012-10-30,88,False
2012-10-31,89,False
2012-11-01,88,False
2012-11-02,89,False
2012-11-03,81,False
2012-11-04,83,False
2012-11-05,90,False
2012-11-06,87,False
2012-11-07,80,False
2012-11-08,83,False
2012-11-09,84,False
2012-11-10,70,False
2012-11-11,75,False
2012-11-12,87,False
2012-11-13,91,False
2012-11-14,91,False
2012-11-15,95,False
2012-11-16,97,False
2012-11-17,90,False
2012-11-18,89,False
2012-11-19,94,False
2012-11-20,92,False
2012-11-21,88,False
2012-11-22,84,False
2012-11-23,94,False
2012-11-24,88,False
2012-11-25,87,False
2012-11-26,100,False
2012-11-27,93,False
2012-11-28,86,False
2012-11-29,86,False
2012-11-30,92,False
2012-12-01,87,False
2012-12-02,83,False
2012-12-03,93,False
2012-12-04,85,False
2012-12-05,87,False
2012-12-06,91,False
2012-12-07,91,False
2012-12-08,85,False
2012-12-09,84,False
2012-12-10,94,False
2012-12-11,90,False
2012-12-12,86,False
2012-12-13,84,False
2012-12-14,85,False
2012-12-15,78,False
2012-12-16,80,False
2012-12-17,87,False
2012-12-18,82,False
2012-12-19,82,False
2012-12-20,82,False
2012-12-21,82,False
2012-12-22,79,False
2012-12-23,78,False
2012-12-24,79,False
2012-12-25,79,False
2012-12-26,79,False
2012-12-27,98,False
2012-12-28,93,False
2012-12-29,80,False
2012-12-30,72,False
2012-12-31,74,False
2013-01-01,74,False
2013-01-02,98,False
2013-01-03,92,False
2013-01-04,93,False
2013-01-05,77,False
2013-01-06,76,False
2013-01-07,81,False
2013-01-08,82,False
2013-01-09,87,False
2013-01-10,80,False
2013-01-11,75,False
2013-01-12,71,False
2013-01-13,74,False
2013-01-14,80,False
2013-01-15,75,False
2013-01-16,80,False
2013-01-17,78,False
2013-01-18,72,False
2013-01-19,67,False
2013-01-20,68,False
2013-01-21,76,False
2013-01-22,75,False
2013-01-23,72,False
2013-01-24,71,False
2013-01-25,74,False
2013-01-26,69,False
2013-01-27,70,False
2013-01-28,78,False
2013-01-29,76,False
2013-01-30,78,False
2013-01-31,76,False
2013-02-01,78,False
2013-02-02,69,False
2013-02-03,68,False
2013-02-04,75,False
2013-02-05,75,False
2013-02-06,80,False
2013-02-07,73,False
2013-02-08,75,False
2013-02-09,64,False
2013-02-10,67,False
2013-02-11,76,False
2013-02-12,74,False
2013-02-13,72,False
2013-02-14,71,False
2013-02-15,71,False
2013-02-16,68,False
2013-02-17,67,False
2013-02-18,73,False
2013-02-19,75,False
2013-02-20,72,False
2013-02-21,76,False
2013-02-22,76,False
2013-02-23,68,False
2013-02-24,64,False
2013-02-25,77,False
2013-02-26,75,False
2013-02-27,66,False
2013-02-28,77,False
2013-03-01,76,False
2013-03-02,64,False
2013-03-03,63,False
2013-03-04,75,False
2013-03-05,72,False
2013-03-06,72,False
2013-03-07,71,False
2013-03-08,70,False
2013-03-09,66,False
2013-03-10,69,False
2013-03-11,74,False
2013-03-12,71,False
2013-03-13,68,False
2013-03-14,70,False
2013-03-15,76,False
2013-03-16,69,False
2013-03-17,65,False
2013-03-18,76,False
2013-03-19,70,False
2013-03-20,74,False
2013-03-21,72,False
2013-03-22,70,False
2013-03-23,67,False
2013-03-24,66,False
2013-03-25,76,False
2013-03-26,100,False
2013-03-27,93,False
2013-03-28,79,False
2013-03-29,76,False
2013-03-30,67,False
2013-03-31,61,False
2013-04-01,62,False
2013-04-02,82,False
2013-04-03,78,False
2013-04-04,78,False
2013-04-05,80,False
2013-04-06,72,False
2013-04-07,68,False
2013-04-08,75,False
2013-04-09,75,False
2013-04-10,78,False
2013-04-11,78,False
2013-04-12,85,False
2013-04-13,78,False
2013-04-14,68,False
2013-04-15,79,False
2013-04-16,76,False
2013-04-17,72,False
2013-04-18,73,False
2013-04-19,70,False
2013-04-20,67,False
2013-04-21,65,False
2013-04-22,77,False
2013-04-23,77,False
2013-04-24,74,False
2013-04-25,73,False
2013-04-26,71,False
2013-04-27,69,False
2013-04-28,66,False
2013-04-29,80,False
2013-04-30,70,False
2013-05-01,76,False
2013-05-02,77,False
2013-05-03,74,False
2013-05-04,64,False
2013-05-05,66,False
2013-05-06,79,False
2013-05-07,73,False
2013-05-08,71,False
2013-05-09,70,False
2013-05-10,73,False
2013-05-11,65,False
2013-05-12,69,False
2013-05-13,79,False
2013-05-14,78,False
2013-05-15,75,False
2013-05-16,72,False
2013-05-17,75,False
2013-05-18,66,False
2013-05-19,61,False
2013-05-20,76,False
2013-05-21,75,False
2013-05-22,79,False
2013-05-23,77,False
2013-05-24,76,False
2013-05-25,66,False
2013-05-26,64,False
2013-05-27,70,False
2013-05-28,73,False
2013-05-29,68,False
2013-05-30,73,False
2013-05-31,78,False
2013-06-01,67,False
2013-06-02,64,False
2013-06-03,79,False
2013-06-04,72,False
2013-06-05,71,False
2013-06-06,69,False
2013-06-07,67,False
2013-06-08,60,False
2013-06-09,64,False
2013-06-10,74,False
2013-06-11,72,False
2013-06-12,71,False
2013-06-13,71,False
2013-06-14,70,False
2013-06-15,61,False
2013-06-16,62,False
2013-06-17,77,False
2013-06-18,69,False
2013-06-19,66,False
2013-06-20,70,False
2013-06-21,71,False
2013-06-22,62,False
2013-06-23,64,False
2013-06-24,76,False
2013-06-25,76,False
2013-06-26,74,False
2013-06-27,70,False
2013-06-28,73,False
2013-06-29,63,False
