date,T-Mobile,isPartial
2013-02-19,80,False
2013-02-20,80,False
2013-02-21,80,False
2013-02-22,77,False
2013-02-23,72,False
2013-02-24,67,False
2013-02-25,80,False
2013-02-26,77,False
2013-02-27,72,False
2013-02-28,76,False
2013-03-01,77,False
2013-03-02,70,False
2013-03-03,65,False
2013-03-04,79,False
2013-03-05,75,False
2013-03-06,76,False
2013-03-07,75,False
2013-03-08,73,False
2013-03-09,73,False
2013-03-10,70,False
2013-03-11,80,False
2013-03-12,77,False
2013-03-13,76,False
2013-03-14,77,False
2013-03-15,80,False
2013-03-16,72,False
2013-03-17,68,False
2013-03-18,80,False
2013-03-19,77,False
2013-03-20,80,False
2013-03-21,77,False
2013-03-22,74,False
2013-03-23,69,False
2013-03-24,72,False
2013-03-25,80,False
2013-03-26,99,False
2013-03-27,100,False
2013-03-28,85,False
2013-03-29,83,False
2013-03-30,74,False
2013-03-31,65,False
2013-04-01,70,False
2013-04-02,85,False
2013-04-03,86,False
2013-04-04,87,False
2013-04-05,84,False
2013-04-06,75,False
2013-04-07,73,False
2013-04-08,79,False
2013-04-09,80,False
2013-04-10,82,False
2013-04-11,83,False
2013-04-12,88,False
2013-04-13,85,False
2013-04-14,71,False
2013-04-15,84,False
2013-04-16,77,False
2013-04-17,80,False
2013-04-18,74,False
2013-04-19,75,False
2013-04-20,71,False
2013-04-21,70,False
2013-04-22,81,False
2013-04-23,78,False
2013-04-24,76,False
2013-04-25,74,False
2013-04-26,77,False
2013-04-27,72,False
2013-04-28,73,False
2013-04-29,88,False
2013-04-30,77,False
2013-05-01,77,False
2013-05-02,81,False
2013-05-03,78,False
2013-05-04,71,False
2013-05-05,71,False
2013-05-06,83,False
2013-05-07,79,False
2013-05-08,75,False
2013-05-09,72,False
2013-05-10,78,False
2013-05-11,74,False
2013-05-12,73,False
2013-05-13,86,False
2013-05-14,83,False
2013-05-15,78,False
2013-05-16,76,False
2013-05-17,74,False
2013-05-18,68,False
2013-05-19,67,False
2013-05-20,72,False
2013-05-21,82,False
2013-05-22,77,False
2013-05-23,81,False
2013-05-24,78,False
2013-05-25,69,False
2013-05-26,68,False
2013-05-27,75,False
2013-05-28,77,False
2013-05-29,74,False
2013-05-30,74,False
2013-05-31,82,False
2013-06-01,70,False
2013-06-02,68,False
2013-06-03,83,False
2013-06-04,78,False
2013-06-05,77,False
2013-06-06,72,False
2013-06-07,71,False
2013-06-08,66,False
2013-06-09,67,False
2013-06-10,79,False
2013-06-11,75,False
2013-06-12,76,False
2013-06-13,75,False
2013-06-14,73,False
2013-06-15,65,False
2013-06-16,65,False
2013-06-17,79,False
2013-06-18,75,False
2013-06-19,70,False
2013-06-20,71,False
2013-06-21,79,False
2013-06-22,62,False
2013-06-23,68,False
2013-06-24,77,False
2013-06-25,80,False
2013-06-26,78,False
2013-06-27,73,False
2013-06-28,75,False
2013-06-29,66,False
2013-06-30,69,False
2013-07-01,82,False
2013-07-02,78,False
2013-07-03,77,False
2013-07-04,72,False
2013-07-05,71,False
2013-07-06,67,False
2013-07-07,66,False
2013-07-08,78,False
2013-07-09,76,False
2013-07-10,80,False
2013-07-11,79,False
2013-07-12,77,False
2013-07-13,67,False
2013-07-14,68,False
2013-07-15,78,False
2013-07-16,76,False
2013-07-17,78,False
2013-07-18,78,False
2013-07-19,72,False
2013-07-20,65,False
2013-07-21,70,False
2013-07-22,77,False
2013-07-23,79,False
2013-07-24,71,False
2013-07-25,79,False
2013-07-26,74,False
2013-07-27,69,False
2013-07-28,69,False
2013-07-29,76,False
2013-07-30,78,False
2013-07-31,78,False
