date,T-Mobile,isPartial
2014-03-16,45,False
2014-03-17,53,False
2014-03-18,48,False
2014-03-19,50,False
2014-03-20,46,False
2014-03-21,46,False
2014-03-22,39,False
2014-03-23,39,False
2014-03-24,53,False
2014-03-25,49,False
2014-03-26,48,False
2014-03-27,49,False
2014-03-28,47,False
2014-03-29,41,False
2014-03-30,42,False
2014-03-31,49,False
2014-04-01,47,False
2014-04-02,47,False
2014-04-03,50,False
2014-04-04,48,False
2014-04-05,46,False
2014-04-06,44,False
2014-04-07,48,False
2014-04-08,52,False
2014-04-09,48,False
2014-04-10,53,False
2014-04-11,50,False
2014-04-12,44,False
2014-04-13,43,False
2014-04-14,53,False
2014-04-15,58,False
2014-04-16,51,False
2014-04-17,47,False
2014-04-18,50,False
2014-04-19,44,False
2014-04-20,38,False
2014-04-21,41,False
2014-04-22,50,False
2014-04-23,51,False
2014-04-24,47,False
2014-04-25,47,False
2014-04-26,46,False
2014-04-27,43,False
2014-04-28,53,False
2014-04-29,50,False
2014-04-30,50,False
2014-05-01,46,False
2014-05-02,44,False
2014-05-03,42,False
2014-05-04,43,False
2014-05-05,54,False
2014-05-06,51,False
2014-05-07,48,False
2014-05-08,51,False
2014-05-09,49,False
2014-05-10,44,False
2014-05-11,42,False
2014-05-12,53,False
2014-05-13,51,False
2014-05-14,47,False
2014-05-15,50,False
2014-05-16,45,False
2014-05-17,40,False
2014-05-18,42,False
2014-05-19,53,False
2014-05-20,45,False
2014-05-21,48,False
2014-05-22,46,False
2014-05-23,42,False
2014-05-24,41,False
2014-05-25,38,False
2014-05-26,47,False
2014-05-27,56,False
2014-05-28,51,False
2014-05-29,51,False
2014-05-30,51,False
2014-05-31,43,False
2014-06-01,42,False
2014-06-02,53,False
2014-06-03,51,False
2014-06-04,55,False
2014-06-05,55,False
2014-06-06,49,False
2014-06-07,41,False
2014-06-08,39,False
2014-06-09,46,False
2014-06-10,52,False
2014-06-11,51,False
2014-06-12,49,False
2014-06-13,51,False
2014-06-14,39,False
2014-06-15,42,False
2014-06-16,51,False
2014-06-17,51,False
2014-06-18,51,False
2014-06-19,58,False
2014-06-20,58,False
2014-06-21,44,False
2014-06-22,47,False
2014-06-23,49,False
2014-06-24,52,False
2014-06-25,52,False
2014-06-26,44,False
2014-06-27,52,False
2014-06-28,44,False
2014-06-29,47,False
2014-06-30,57,False
2014-07-01,61,False
2014-07-02,60,False
2014-07-03,51,False
2014-07-04,46,False
2014-07-05,41,False
2014-07-06,43,False
2014-07-07,54,False
2014-07-08,54,False
2014-07-09,51,False
2014-07-10,54,False
2014-07-11,49,False
2014-07-12,46,False
2014-07-13,41,False
2014-07-14,54,False
2014-07-15,52,False
2014-07-16,50,False
2014-07-17,51,False
2014-07-18,48,False
2014-07-19,39,False
2014-07-20,42,False
2014-07-21,57,False
2014-07-22,53,False
2014-07-23,51,False
2014-07-24,50,False
2014-07-25,52,False
2014-07-26,43,False
2014-07-27,45,False
2014-07-28,55,False
2014-07-29,53,False
2014-07-30,54,False
2014-07-31,57,False
2014-08-01,57,False
2014-08-02,43,False
2014-08-03,49,False
2014-08-04,63,False
2014-08-05,56,False
2014-08-06,55,False
2014-08-07,55,False
2014-08-08,52,False
2014-08-09,48,False
2014-08-10,47,False
2014-08-11,58,False
2014-08-12,51,False
2014-08-13,50,False
2014-08-14,50,False
2014-08-15,53,False
2014-08-16,44,False
2014-08-17,45,False
2014-08-18,57,False
2014-08-19,53,False
2014-08-20,52,False
2014-08-21,53,False
2014-08-22,54,False
2014-08-23,42,False
2014-08-24,46,False
2014-08-25,49,False
2014-08-26,51,False
2014-08-27,53,False
2014-08-28,46,False
2014-08-29,51,False
2014-08-30,44,False
2014-08-31,44,False
2014-09-01,53,False
2014-09-02,52,False
2014-09-03,53,False
2014-09-04,47,False
2014-09-05,49,False
2014-09-06,43,False
2014-09-07,44,False
2014-09-08,50,False
2014-09-09,68,False
2014-09-10,80,False
2014-09-11,68,False
2014-09-12,100,False
2014-09-13,63,False
2014-09-14,55,False
2014-09-15,66,False
2014-09-16,64,False
2014-09-17,63,False
2014-09-18,57,False
2014-09-19,67,False
2014-09-20,57,False
2014-09-21,56,False
2014-09-22,61,False
2014-09-23,64,False
2014-09-24,60,False
2014-09-25,58,False
2014-09-26,66,False
2014-09-27,53,False
2014-09-28,51,False
2014-09-29,56,False
2014-09-30,55,False
2014-10-01,57,False
2014-10-02,56,False
2014-10-03,52,False
2014-10-04,47,False
2014-10-05,46,False
2014-10-06,59,False
2014-10-07,60,False
2014-10-08,53,False
2014-10-09,49,False
2014-10-10,54,False
2014-10-11,45,False
2014-10-12,46,False
2014-10-13,56,False
2014-10-14,50,False
2014-10-15,52,False
2014-10-16,48,False
2014-10-17,57,False
2014-10-18,42,False
2014-10-19,45,False
2014-10-20,51,False
2014-10-21,50,False
2014-10-22,49,False
2014-10-23,51,False
2014-10-24,53,False
2014-10-25,43,False
2014-10-26,45,False
2014-10-27,51,False
2014-10-28,49,False
2014-10-29,47,False
2014-10-30,47,False
2014-10-31,47,False
2014-11-01,42,False
2014-11-02,43,False
2014-11-03,55,False
2014-11-04,52,False
2014-11-05,46,False
2014-11-06,50,False
2014-11-07,52,False
2014-11-08,42,False
2014-11-09,40,False
2014-11-10,51,False
2014-11-11,46,False
2014-11-12,49,False
2014-11-13,44,False
2014-11-14,49,False
2014-11-15,43,False
2014-11-16,43,False
2014-11-17,48,False
2014-11-18,49,False
2014-11-19,52,False
2014-11-20,48,False
2014-11-21,48,False
2014-11-22,43,False
2014-11-23,46,False
2014-11-24,50,False
2014-11-25,47,False
2014-11-26,45,False
2014-11-27,45,False
2014-11-28,48,False
2014-11-29,45,False
2014-11-30,43,False
2014-12-01,54,False
