date,T-Mobile,isPartial
2017-10-06,86,False
2017-10-07,68,False
2017-10-08,77,False
2017-10-09,79,False
2017-10-10,89,False
2017-10-11,83,False
2017-10-12,77,False
2017-10-13,85,False
2017-10-14,69,False
2017-10-15,76,False
2017-10-16,72,False
2017-10-17,76,False
2017-10-18,82,False
2017-10-19,78,False
2017-10-20,80,False
2017-10-21,78,False
2017-10-22,71,False
2017-10-23,82,False
2017-10-24,86,False
2017-10-25,80,False
2017-10-26,76,False
2017-10-27,93,False
2017-10-28,69,False
2017-10-29,63,False
2017-10-30,80,False
2017-10-31,74,False
2017-11-01,70,False
2017-11-02,90,False
2017-11-03,92,False
2017-11-04,79,False
2017-11-05,78,False
2017-11-06,88,False
2017-11-07,96,False
2017-11-08,88,False
2017-11-09,86,False
2017-11-10,85,False
2017-11-11,69,False
2017-11-12,71,False
2017-11-13,81,False
2017-11-14,83,False
2017-11-15,82,False
2017-11-16,90,False
2017-11-17,94,False
2017-11-18,84,False
2017-11-19,77,False
2017-11-20,98,False
2017-11-21,90,False
2017-11-22,96,False
2017-11-23,86,False
2017-11-24,97,False
2017-11-25,87,False
2017-11-26,81,False
2017-11-27,88,False
2017-11-28,87,False
2017-11-29,91,False
2017-11-30,83,False
2017-12-01,79,False
2017-12-02,80,False
2017-12-03,73,False
2017-12-04,82,False
2017-12-05,85,False
2017-12-06,86,False
2017-12-07,81,False
2017-12-08,85,False
2017-12-09,64,False
2017-12-10,63,False
2017-12-11,85,False
2017-12-12,78,False
2017-12-13,79,False
2017-12-14,76,False
2017-12-15,79,False
2017-12-16,68,False
2017-12-17,72,False
2017-12-18,81,False
2017-12-19,85,False
2017-12-20,80,False
2017-12-21,84,False
2017-12-22,83,False
2017-12-23,81,False
2017-12-24,64,False
2017-12-25,61,False
2017-12-26,74,False
2017-12-27,87,False
2017-12-28,83,False
2017-12-29,85,False
2017-12-30,64,False
2017-12-31,66,False
2018-01-01,58,False
2018-01-02,83,False
2018-01-03,83,False
2018-01-04,84,False
2018-01-05,74,False
2018-01-06,64,False
2018-01-07,62,False
2018-01-08,77,False
2018-01-09,72,False
2018-01-10,78,False
2018-01-11,71,False
2018-01-12,81,False
2018-01-13,69,False
2018-01-14,62,False
2018-01-15,76,False
2018-01-16,70,False
2018-01-17,66,False
2018-01-18,68,False
2018-01-19,70,False
2018-01-20,64,False
2018-01-21,58,False
2018-01-22,72,False
2018-01-23,77,False
2018-01-24,77,False
2018-01-25,65,False
2018-01-26,71,False
2018-01-27,62,False
2018-01-28,52,False
2018-01-29,74,False
2018-01-30,68,False
2018-01-31,70,False
2018-02-01,73,False
2018-02-02,72,False
2018-02-03,64,False
2018-02-04,51,False
2018-02-05,75,False
2018-02-06,69,False
2018-02-07,73,False
2018-02-08,75,False
2018-02-09,69,False
2018-02-10,57,False
2018-02-11,59,False
2018-02-12,70,False
2018-02-13,73,False
2018-02-14,75,False
2018-02-15,74,False
2018-02-16,70,False
2018-02-17,54,False
2018-02-18,46,False
2018-02-19,64,False
2018-02-20,63,False
2018-02-21,65,False
2018-02-22,73,False
2018-02-23,71,False
2018-02-24,56,False
2018-02-25,62,False
2018-02-26,78,False
2018-02-27,74,False
2018-02-28,75,False
2018-03-01,72,False
2018-03-02,68,False
2018-03-03,61,False
2018-03-04,65,False
2018-03-05,70,False
2018-03-06,72,False
2018-03-07,66,False
2018-03-08,67,False
2018-03-09,70,False
2018-03-10,65,False
2018-03-11,58,False
2018-03-12,67,False
2018-03-13,61,False
2018-03-14,70,False
2018-03-15,72,False
2018-03-16,67,False
2018-03-17,71,False
2018-03-18,61,False
2018-03-19,72,False
2018-03-20,76,False
2018-03-21,68,False
2018-03-22,62,False
2018-03-23,68,False
2018-03-24,56,False
2018-03-25,60,False
2018-03-26,69,False
2018-03-27,70,False
2018-03-28,75,False
2018-03-29,65,False
2018-03-30,68,False
2018-03-31,53,False
2018-04-01,57,False
2018-04-02,59,False
2018-04-03,72,False
2018-04-04,69,False
2018-04-05,71,False
2018-04-06,67,False
2018-04-07,52,False
2018-04-08,54,False
2018-04-09,66,False
2018-04-10,73,False
2018-04-11,67,False
2018-04-12,63,False
2018-04-13,67,False
2018-04-14,59,False
2018-04-15,60,False
2018-04-16,71,False
2018-04-17,65,False
2018-04-18,63,False
2018-04-19,56,False
2018-04-20,65,False
2018-04-21,53,False
2018-04-22,53,False
2018-04-23,64,False
2018-04-24,64,False
2018-04-25,67,False
2018-04-26,62,False
2018-04-27,66,False
2018-04-28,58,False
2018-04-29,88,False
2018-04-30,100,False
2018-05-01,78,False
2018-05-02,72,False
2018-05-03,59,False
2018-05-04,60,False
2018-05-05,59,False
2018-05-06,57,False
2018-05-07,70,False
2018-05-08,82,False
2018-05-09,71,False
2018-05-10,70,False
2018-05-11,71,False
2018-05-12,62,False
2018-05-13,53,False
2018-05-14,67,False
2018-05-15,70,False
2018-05-16,75,False
2018-05-17,70,False
2018-05-18,61,False
2018-05-19,53,False
2018-05-20,53,False
2018-05-21,64,False
2018-05-22,76,False
2018-05-23,63,False
2018-05-24,64,False
2018-05-25,67,False
2018-05-26,51,False
2018-05-27,62,False
2018-05-28,66,False
2018-05-29,71,False
2018-05-30,63,False
2018-05-31,62,False
2018-06-01,67,False
2018-06-02,60,False
2018-06-03,53,False
2018-06-04,67,False
2018-06-05,73,False
2018-06-06,66,False
2018-06-07,74,False
2018-06-08,72,False
2018-06-09,56,False
2018-06-10,55,False
2018-06-11,68,False
2018-06-12,75,False
2018-06-13,65,False
2018-06-14,66,False
2018-06-15,66,False
2018-06-16,53,False
2018-06-17,58,False
2018-06-18,71,False
2018-06-19,68,False
2018-06-20,69,False
2018-06-21,70,False
2018-06-22,73,False
2018-06-23,56,False
