date,T-Mobile,isPartial
2011-05-11,76,False
2011-05-12,69,False
2011-05-13,72,False
2011-05-14,71,False
2011-05-15,67,False
2011-05-16,80,False
2011-05-17,74,False
2011-05-18,73,False
2011-05-19,72,False
2011-05-20,69,False
2011-05-21,64,False
2011-05-22,68,False
2011-05-23,82,False
2011-05-24,75,False
2011-05-25,79,False
2011-05-26,68,False
2011-05-27,76,False
2011-05-28,66,False
2011-05-29,69,False
2011-05-30,74,False
2011-05-31,82,False
2011-06-01,77,False
2011-06-02,73,False
2011-06-03,80,False
2011-06-04,69,False
2011-06-05,75,False
2011-06-06,83,False
2011-06-07,82,False
2011-06-08,79,False
2011-06-09,84,False
2011-06-10,87,False
2011-06-11,78,False
2011-06-12,73,False
2011-06-13,82,False
2011-06-14,87,False
2011-06-15,83,False
2011-06-16,84,False
2011-06-17,83,False
2011-06-18,79,False
2011-06-19,80,False
2011-06-20,85,False
2011-06-21,79,False
2011-06-22,78,False
2011-06-23,75,False
2011-06-24,86,False
2011-06-25,77,False
2011-06-26,77,False
2011-06-27,84,False
2011-06-28,84,False
2011-06-29,81,False
2011-06-30,85,False
2011-07-01,90,False
2011-07-02,75,False
2011-07-03,83,False
2011-07-04,82,False
2011-07-05,83,False
2011-07-06,85,False
2011-07-07,78,False
2011-07-08,85,False
2011-07-09,76,False
2011-07-10,77,False
2011-07-11,84,False
2011-07-12,84,False
2011-07-13,86,False
2011-07-14,86,False
2011-07-15,84,False
2011-07-16,74,False
2011-07-17,77,False
2011-07-18,81,False
2011-07-19,79,False
2011-07-20,79,False
2011-07-21,81,False
2011-07-22,79,False
2011-07-23,78,False
2011-07-24,74,False
2011-07-25,86,False
2011-07-26,84,False
2011-07-27,82,False
2011-07-28,83,False
2011-07-29,78,False
2011-07-30,77,False
2011-07-31,82,False
2011-08-01,95,False
2011-08-02,81,False
2011-08-03,81,False
2011-08-04,83,False
2011-08-05,77,False
2011-08-06,78,False
2011-08-07,85,False
2011-08-08,90,False
2011-08-09,79,False
2011-08-10,91,False
2011-08-11,80,False
2011-08-12,84,False
2011-08-13,76,False
2011-08-14,77,False
2011-08-15,84,False
2011-08-16,88,False
2011-08-17,89,False
2011-08-18,91,False
2011-08-19,80,False
2011-08-20,71,False
2011-08-21,75,False
2011-08-22,87,False
2011-08-23,84,False
2011-08-24,82,False
2011-08-25,78,False
2011-08-26,83,False
2011-08-27,73,False
2011-08-28,76,False
2011-08-29,88,False
2011-08-30,85,False
2011-08-31,100,False
2011-09-01,94,False
2011-09-02,80,False
2011-09-03,75,False
2011-09-04,75,False
2011-09-05,86,False
2011-09-06,81,False
2011-09-07,87,False
2011-09-08,78,False
2011-09-09,83,False
2011-09-10,68,False
2011-09-11,68,False
2011-09-12,82,False
2011-09-13,81,False
2011-09-14,81,False
2011-09-15,82,False
2011-09-16,79,False
2011-09-17,70,False
2011-09-18,69,False
2011-09-19,82,False
2011-09-20,83,False
2011-09-21,74,False
2011-09-22,75,False
2011-09-23,76,False
