date,Alphabet,isPartial
2017-01-19,76,False
2017-01-20,72,False
2017-01-21,63,False
2017-01-22,67,False
2017-01-23,77,False
2017-01-24,83,False
2017-01-25,89,False
2017-01-26,86,False
2017-01-27,80,False
2017-01-28,68,False
2017-01-29,69,False
2017-01-30,75,False
2017-01-31,80,False
2017-02-01,77,False
2017-02-02,74,False
2017-02-03,75,False
2017-02-04,67,False
2017-02-05,69,False
2017-02-06,76,False
2017-02-07,80,False
2017-02-08,78,False
2017-02-09,77,False
2017-02-10,72,False
2017-02-11,64,False
2017-02-12,66,False
2017-02-13,78,False
2017-02-14,75,False
2017-02-15,80,False
2017-02-16,78,False
2017-02-17,74,False
2017-02-18,63,False
2017-02-19,66,False
2017-02-20,70,False
2017-02-21,78,False
2017-02-22,79,False
2017-02-23,77,False
2017-02-24,70,False
2017-02-25,64,False
2017-02-26,65,False
2017-02-27,76,False
2017-02-28,79,False
2017-03-01,78,False
2017-03-02,79,False
2017-03-03,75,False
2017-03-04,63,False
2017-03-05,69,False
2017-03-06,76,False
2017-03-07,78,False
2017-03-08,79,False
2017-03-09,74,False
2017-03-10,71,False
2017-03-11,64,False
2017-03-12,68,False
2017-03-13,75,False
2017-03-14,76,False
2017-03-15,77,False
2017-03-16,73,False
2017-03-17,72,False
2017-03-18,62,False
2017-03-19,69,False
2017-03-20,75,False
2017-03-21,76,False
2017-03-22,76,False
2017-03-23,79,False
2017-03-24,73,False
2017-03-25,64,False
2017-03-26,66,False
2017-03-27,74,False
2017-03-28,77,False
2017-03-29,79,False
2017-03-30,80,False
2017-03-31,69,False
2017-04-01,63,False
2017-04-02,64,False
2017-04-03,75,False
2017-04-04,73,False
2017-04-05,71,False
2017-04-06,73,False
2017-04-07,70,False
2017-04-08,63,False
2017-04-09,58,False
2017-04-10,69,False
2017-04-11,71,False
2017-04-12,71,False
2017-04-13,71,False
2017-04-14,65,False
2017-04-15,60,False
2017-04-16,61,False
2017-04-17,66,False
2017-04-18,69,False
2017-04-19,71,False
2017-04-20,70,False
2017-04-21,71,False
2017-04-22,59,False
2017-04-23,60,False
2017-04-24,71,False
2017-04-25,77,False
2017-04-26,77,False
2017-04-27,77,False
2017-04-28,76,False
2017-04-29,62,False
2017-04-30,65,False
2017-05-01,75,False
2017-05-02,76,False
2017-05-03,75,False
2017-05-04,76,False
2017-05-05,71,False
2017-05-06,62,False
2017-05-07,65,False
2017-05-08,73,False
2017-05-09,75,False
2017-05-10,76,False
2017-05-11,78,False
2017-05-12,75,False
2017-05-13,62,False
2017-05-14,63,False
2017-05-15,76,False
2017-05-16,75,False
2017-05-17,79,False
2017-05-18,73,False
2017-05-19,74,False
2017-05-20,65,False
2017-05-21,60,False
2017-05-22,74,False
2017-05-23,72,False
2017-05-24,75,False
2017-05-25,73,False
2017-05-26,66,False
2017-05-27,57,False
2017-05-28,59,False
2017-05-29,63,False
2017-05-30,79,False
2017-05-31,78,False
2017-06-01,75,False
2017-06-02,66,False
2017-06-03,62,False
2017-06-04,60,False
2017-06-05,70,False
2017-06-06,74,False
2017-06-07,75,False
2017-06-08,69,False
2017-06-09,70,False
2017-06-10,62,False
2017-06-11,62,False
2017-06-12,66,False
2017-06-13,69,False
2017-06-14,70,False
2017-06-15,69,False
2017-06-16,67,False
2017-06-17,60,False
2017-06-18,61,False
2017-06-19,69,False
2017-06-20,68,False
2017-06-21,66,False
2017-06-22,67,False
2017-06-23,61,False
2017-06-24,59,False
2017-06-25,60,False
2017-06-26,64,False
2017-06-27,74,False
2017-06-28,68,False
2017-06-29,69,False
2017-06-30,65,False
2017-07-01,60,False
2017-07-02,62,False
2017-07-03,64,False
2017-07-04,67,False
2017-07-05,65,False
2017-07-06,66,False
2017-07-07,65,False
2017-07-08,60,False
2017-07-09,65,False
2017-07-10,65,False
2017-07-11,68,False
2017-07-12,70,False
2017-07-13,69,False
2017-07-14,64,False
2017-07-15,62,False
2017-07-16,62,False
2017-07-17,68,False
2017-07-18,67,False
2017-07-19,66,False
2017-07-20,69,False
2017-07-21,65,False
2017-07-22,59,False
2017-07-23,63,False
2017-07-24,73,False
2017-07-25,78,False
2017-07-26,73,False
2017-07-27,73,False
2017-07-28,68,False
2017-07-29,61,False
2017-07-30,59,False
2017-07-31,66,False
2017-08-01,73,False
2017-08-02,80,False
2017-08-03,80,False
2017-08-04,76,False
2017-08-05,71,False
2017-08-06,66,False
2017-08-07,68,False
2017-08-08,72,False
2017-08-09,69,False
2017-08-10,72,False
2017-08-11,70,False
2017-08-12,64,False
2017-08-13,69,False
2017-08-14,84,False
2017-08-15,85,False
2017-08-16,71,False
2017-08-17,72,False
2017-08-18,74,False
2017-08-19,61,False
2017-08-20,63,False
2017-08-21,69,False
2017-08-22,76,False
2017-08-23,82,False
2017-08-24,76,False
2017-08-25,75,False
2017-08-26,64,False
2017-08-27,60,False
2017-08-28,74,False
2017-08-29,78,False
2017-08-30,84,False
2017-08-31,84,False
2017-09-01,81,False
2017-09-02,65,False
2017-09-03,65,False
2017-09-04,73,False
2017-09-05,79,False
2017-09-06,100,False
