date,Alphabet,isPartial
2015-12-26,37,False
2015-12-27,41,False
2015-12-28,37,False
2015-12-29,44,False
2015-12-30,40,False
2015-12-31,39,False
2016-01-01,37,False
2016-01-02,40,False
2016-01-03,41,False
2016-01-04,43,False
2016-01-05,47,False
2016-01-06,48,False
2016-01-07,46,False
2016-01-08,46,False
2016-01-09,40,False
2016-01-10,44,False
2016-01-11,47,False
2016-01-12,48,False
2016-01-13,48,False
2016-01-14,46,False
2016-01-15,45,False
2016-01-16,38,False
2016-01-17,41,False
2016-01-18,45,False
2016-01-19,48,False
2016-01-20,47,False
2016-01-21,48,False
2016-01-22,50,False
2016-01-23,41,False
2016-01-24,46,False
2016-01-25,46,False
2016-01-26,49,False
2016-01-27,51,False
2016-01-28,49,False
2016-01-29,47,False
2016-01-30,46,False
2016-01-31,46,False
2016-02-01,61,False
2016-02-02,100,False
2016-02-03,70,False
2016-02-04,55,False
2016-02-05,52,False
2016-02-06,44,False
2016-02-07,47,False
2016-02-08,52,False
2016-02-09,54,False
2016-02-10,52,False
2016-02-11,50,False
2016-02-12,44,False
2016-02-13,43,False
2016-02-14,41,False
2016-02-15,49,False
2016-02-16,48,False
2016-02-17,52,False
2016-02-18,50,False
2016-02-19,46,False
2016-02-20,41,False
2016-02-21,47,False
2016-02-22,48,False
2016-02-23,51,False
2016-02-24,49,False
2016-02-25,49,False
2016-02-26,46,False
2016-02-27,41,False
2016-02-28,42,False
2016-02-29,48,False
2016-03-01,51,False
2016-03-02,46,False
2016-03-03,48,False
2016-03-04,46,False
2016-03-05,41,False
2016-03-06,43,False
2016-03-07,47,False
2016-03-08,48,False
2016-03-09,50,False
2016-03-10,45,False
2016-03-11,45,False
2016-03-12,42,False
2016-03-13,42,False
2016-03-14,47,False
2016-03-15,46,False
2016-03-16,45,False
2016-03-17,48,False
2016-03-18,42,False
2016-03-19,38,False
2016-03-20,38,False
2016-03-21,44,False
2016-03-22,47,False
2016-03-23,45,False
2016-03-24,45,False
2016-03-25,38,False
2016-03-26,39,False
2016-03-27,38,False
2016-03-28,44,False
2016-03-29,45,False
2016-03-30,44,False
2016-03-31,45,False
2016-04-01,45,False
2016-04-02,40,False
2016-04-03,41,False
2016-04-04,49,False
2016-04-05,43,False
2016-04-06,50,False
2016-04-07,46,False
2016-04-08,42,False
2016-04-09,40,False
2016-04-10,38,False
2016-04-11,46,False
2016-04-12,49,False
2016-04-13,43,False
2016-04-14,46,False
2016-04-15,43,False
2016-04-16,38,False
2016-04-17,40,False
2016-04-18,46,False
2016-04-19,44,False
2016-04-20,48,False
2016-04-21,51,False
2016-04-22,53,False
2016-04-23,43,False
2016-04-24,42,False
2016-04-25,46,False
2016-04-26,44,False
2016-04-27,43,False
2016-04-28,49,False
2016-04-29,43,False
2016-04-30,38,False
2016-05-01,42,False
2016-05-02,41,False
2016-05-03,45,False
2016-05-04,43,False
2016-05-05,41,False
2016-05-06,42,False
2016-05-07,36,False
2016-05-08,38,False
2016-05-09,42,False
2016-05-10,46,False
2016-05-11,44,False
2016-05-12,47,False
2016-05-13,44,False
2016-05-14,34,False
2016-05-15,39,False
2016-05-16,46,False
2016-05-17,49,False
2016-05-18,47,False
2016-05-19,44,False
2016-05-20,42,False
2016-05-21,37,False
2016-05-22,38,False
2016-05-23,43,False
2016-05-24,42,False
2016-05-25,43,False
2016-05-26,44,False
2016-05-27,41,False
2016-05-28,35,False
2016-05-29,37,False
2016-05-30,39,False
2016-05-31,43,False
2016-06-01,42,False
2016-06-02,46,False
2016-06-03,47,False
2016-06-04,40,False
2016-06-05,40,False
2016-06-06,43,False
2016-06-07,45,False
2016-06-08,44,False
2016-06-09,43,False
2016-06-10,42,False
2016-06-11,39,False
2016-06-12,39,False
2016-06-13,42,False
2016-06-14,43,False
2016-06-15,41,False
2016-06-16,43,False
2016-06-17,41,False
2016-06-18,40,False
2016-06-19,40,False
2016-06-20,41,False
2016-06-21,41,False
2016-06-22,41,False
2016-06-23,42,False
2016-06-24,39,False
2016-06-25,39,False
2016-06-26,37,False
2016-06-27,41,False
2016-06-28,41,False
2016-06-29,46,False
2016-06-30,43,False
2016-07-01,39,False
2016-07-02,37,False
2016-07-03,39,False
2016-07-04,41,False
2016-07-05,41,False
2016-07-06,39,False
2016-07-07,41,False
2016-07-08,38,False
2016-07-09,40,False
2016-07-10,36,False
2016-07-11,40,False
2016-07-12,42,False
2016-07-13,40,False
2016-07-14,41,False
2016-07-15,37,False
2016-07-16,36,False
2016-07-17,35,False
2016-07-18,39,False
2016-07-19,40,False
2016-07-20,42,False
2016-07-21,39,False
2016-07-22,39,False
2016-07-23,36,False
2016-07-24,35,False
2016-07-25,40,False
2016-07-26,42,False
2016-07-27,43,False
2016-07-28,44,False
2016-07-29,43,False
2016-07-30,42,False
2016-07-31,40,False
2016-08-01,44,False
2016-08-02,43,False
2016-08-03,44,False
2016-08-04,43,False
2016-08-05,41,False
2016-08-06,66,False
2016-08-07,42,False
2016-08-08,40,False
2016-08-09,43,False
2016-08-10,42,False
2016-08-11,43,False
2016-08-12,37,False
2016-08-13,35,False
2016-08-14,41,False
2016-08-15,43,False
2016-08-16,42,False
2016-08-17,44,False
2016-08-18,42,False
2016-08-19,47,False
2016-08-20,37,False
2016-08-21,38,False
2016-08-22,49,False
2016-08-23,49,False
2016-08-24,49,False
2016-08-25,51,False
2016-08-26,49,False
2016-08-27,40,False
2016-08-28,46,False
2016-08-29,49,False
2016-08-30,51,False
2016-08-31,51,False
2016-09-01,51,False
2016-09-02,50,False
2016-09-03,44,False
2016-09-04,44,False
2016-09-05,48,False
2016-09-06,54,False
2016-09-07,59,False
2016-09-08,60,False
2016-09-09,55,False
2016-09-10,49,False
2016-09-11,50,False
