date,Fastenal,isPartial
2013-11-06,72,False
2013-11-07,62,False
2013-11-08,66,False
2013-11-09,22,False
2013-11-10,14,False
2013-11-11,59,False
2013-11-12,76,False
2013-11-13,54,False
2013-11-14,81,False
2013-11-15,81,False
2013-11-16,26,False
2013-11-17,14,False
2013-11-18,56,False
2013-11-19,60,False
2013-11-20,73,False
2013-11-21,78,False
2013-11-22,53,False
2013-11-23,23,False
2013-11-24,12,False
2013-11-25,54,False
2013-11-26,58,False
2013-11-27,45,False
2013-11-28,24,False
2013-11-29,22,False
2013-11-30,17,False
2013-12-01,16,False
2013-12-02,62,False
2013-12-03,65,False
2013-12-04,71,False
2013-12-05,67,False
2013-12-06,56,False
2013-12-07,21,False
2013-12-08,12,False
2013-12-09,64,False
2013-12-10,76,False
2013-12-11,75,False
2013-12-12,68,False
2013-12-13,67,False
2013-12-14,27,False
2013-12-15,18,False
2013-12-16,61,False
2013-12-17,71,False
2013-12-18,70,False
2013-12-19,58,False
2013-12-20,63,False
2013-12-21,29,False
2013-12-22,10,False
2013-12-23,46,False
2013-12-24,22,False
2013-12-25,5,False
2013-12-26,44,False
2013-12-27,46,False
2013-12-28,18,False
2013-12-29,8,False
2013-12-30,55,False
2013-12-31,35,False
2014-01-01,16,False
2014-01-02,52,False
2014-01-03,52,False
2014-01-04,22,False
2014-01-05,15,False
2014-01-06,55,False
2014-01-07,56,False
2014-01-08,67,False
2014-01-09,82,False
2014-01-10,53,False
2014-01-11,23,False
2014-01-12,19,False
2014-01-13,60,False
2014-01-14,71,False
2014-01-15,80,False
2014-01-16,70,False
2014-01-17,59,False
2014-01-18,27,False
2014-01-19,13,False
2014-01-20,72,False
2014-01-21,61,False
2014-01-22,70,False
2014-01-23,69,False
2014-01-24,59,False
2014-01-25,25,False
2014-01-26,23,False
2014-01-27,54,False
2014-01-28,67,False
2014-01-29,71,False
2014-01-30,69,False
2014-01-31,59,False
2014-02-01,28,False
2014-02-02,15,False
2014-02-03,64,False
2014-02-04,66,False
2014-02-05,70,False
2014-02-06,59,False
2014-02-07,54,False
2014-02-08,23,False
2014-02-09,15,False
2014-02-10,65,False
2014-02-11,64,False
2014-02-12,68,False
2014-02-13,53,False
2014-02-14,58,False
2014-02-15,20,False
2014-02-16,16,False
2014-02-17,59,False
2014-02-18,67,False
2014-02-19,59,False
2014-02-20,65,False
2014-02-21,73,False
2014-02-22,28,False
2014-02-23,19,False
2014-02-24,75,False
2014-02-25,66,False
2014-02-26,79,False
2014-02-27,64,False
2014-02-28,51,False
2014-03-01,25,False
2014-03-02,18,False
2014-03-03,59,False
2014-03-04,64,False
2014-03-05,76,False
2014-03-06,67,False
2014-03-07,68,False
2014-03-08,31,False
2014-03-09,19,False
2014-03-10,74,False
2014-03-11,67,False
2014-03-12,66,False
2014-03-13,67,False
2014-03-14,71,False
2014-03-15,27,False
2014-03-16,25,False
2014-03-17,62,False
2014-03-18,69,False
2014-03-19,84,False
2014-03-20,69,False
2014-03-21,56,False
2014-03-22,33,False
2014-03-23,20,False
2014-03-24,57,False
2014-03-25,78,False
2014-03-26,78,False
2014-03-27,83,False
2014-03-28,77,False
2014-03-29,38,False
2014-03-30,27,False
2014-03-31,79,False
2014-04-01,87,False
2014-04-02,81,False
2014-04-03,65,False
2014-04-04,73,False
2014-04-05,26,False
2014-04-06,16,False
2014-04-07,77,False
2014-04-08,81,False
2014-04-09,79,False
2014-04-10,73,False
2014-04-11,66,False
2014-04-12,28,False
2014-04-13,21,False
2014-04-14,82,False
2014-04-15,78,False
2014-04-16,77,False
2014-04-17,69,False
2014-04-18,62,False
2014-04-19,26,False
2014-04-20,14,False
2014-04-21,71,False
2014-04-22,72,False
2014-04-23,75,False
2014-04-24,73,False
2014-04-25,79,False
2014-04-26,32,False
2014-04-27,16,False
2014-04-28,68,False
2014-04-29,62,False
2014-04-30,81,False
2014-05-01,73,False
2014-05-02,67,False
2014-05-03,22,False
2014-05-04,20,False
2014-05-05,69,False
2014-05-06,87,False
2014-05-07,72,False
2014-05-08,80,False
2014-05-09,67,False
2014-05-10,25,False
2014-05-11,18,False
