date,Fastenal,isPartial
2012-01-26,79,False
2012-01-27,58,False
2012-01-28,33,False
2012-01-29,22,False
2012-01-30,64,False
2012-01-31,100,False
2012-02-01,67,False
2012-02-02,79,False
2012-02-03,52,False
2012-02-04,28,False
2012-02-05,14,False
2012-02-06,68,False
2012-02-07,61,False
2012-02-08,58,False
2012-02-09,67,False
2012-02-10,65,False
2012-02-11,23,False
2012-02-12,19,False
2012-02-13,61,False
2012-02-14,85,False
2012-02-15,71,False
2012-02-16,70,False
2012-02-17,56,False
2012-02-18,36,False
2012-02-19,25,False
2012-02-20,59,False
2012-02-21,63,False
2012-02-22,76,False
2012-02-23,53,False
2012-02-24,68,False
2012-02-25,28,False
2012-02-26,33,False
2012-02-27,51,False
2012-02-28,76,False
2012-02-29,56,False
2012-03-01,57,False
2012-03-02,64,False
2012-03-03,28,False
2012-03-04,22,False
2012-03-05,83,False
2012-03-06,77,False
2012-03-07,72,False
2012-03-08,68,False
2012-03-09,61,False
2012-03-10,36,False
2012-03-11,16,False
2012-03-12,85,False
2012-03-13,65,False
2012-03-14,77,False
2012-03-15,60,False
2012-03-16,58,False
2012-03-17,24,False
2012-03-18,15,False
2012-03-19,62,False
2012-03-20,69,False
2012-03-21,50,False
2012-03-22,59,False
2012-03-23,78,False
2012-03-24,40,False
2012-03-25,14,False
2012-03-26,64,False
2012-03-27,81,False
2012-03-28,68,False
2012-03-29,66,False
2012-03-30,50,False
2012-03-31,26,False
2012-04-01,14,False
2012-04-02,60,False
2012-04-03,58,False
2012-04-04,74,False
2012-04-05,67,False
2012-04-06,64,False
2012-04-07,21,False
2012-04-08,20,False
2012-04-09,74,False
2012-04-10,49,False
2012-04-11,66,False
2012-04-12,68,False
2012-04-13,67,False
2012-04-14,20,False
2012-04-15,16,False
2012-04-16,78,False
2012-04-17,74,False
2012-04-18,66,False
2012-04-19,82,False
2012-04-20,65,False
2012-04-21,29,False
2012-04-22,16,False
2012-04-23,66,False
2012-04-24,64,False
2012-04-25,72,False
2012-04-26,71,False
2012-04-27,61,False
2012-04-28,18,False
2012-04-29,14,False
2012-04-30,70,False
2012-05-01,72,False
2012-05-02,64,False
2012-05-03,59,False
2012-05-04,63,False
2012-05-05,31,False
2012-05-06,13,False
2012-05-07,58,False
2012-05-08,70,False
2012-05-09,64,False
2012-05-10,66,False
2012-05-11,56,False
2012-05-12,21,False
2012-05-13,14,False
2012-05-14,63,False
2012-05-15,70,False
2012-05-16,63,False
2012-05-17,68,False
2012-05-18,70,False
2012-05-19,19,False
2012-05-20,19,False
2012-05-21,58,False
2012-05-22,62,False
2012-05-23,69,False
2012-05-24,68,False
2012-05-25,50,False
2012-05-26,17,False
2012-05-27,14,False
2012-05-28,36,False
2012-05-29,61,False
2012-05-30,63,False
2012-05-31,54,False
2012-06-01,55,False
2012-06-02,24,False
2012-06-03,19,False
2012-06-04,63,False
2012-06-05,78,False
2012-06-06,71,False
2012-06-07,64,False
2012-06-08,44,False
2012-06-09,17,False
2012-06-10,15,False
2012-06-11,69,False
2012-06-12,53,False
2012-06-13,81,False
2012-06-14,67,False
2012-06-15,48,False
2012-06-16,14,False
2012-06-17,17,False
2012-06-18,52,False
2012-06-19,60,False
2012-06-20,59,False
2012-06-21,61,False
2012-06-22,50,False
2012-06-23,21,False
2012-06-24,15,False
2012-06-25,63,False
2012-06-26,74,False
2012-06-27,67,False
2012-06-28,79,False
2012-06-29,46,False
2012-06-30,29,False
2012-07-01,13,False
2012-07-02,60,False
2012-07-03,57,False
2012-07-04,30,False
2012-07-05,64,False
2012-07-06,60,False
2012-07-07,19,False
2012-07-08,16,False
2012-07-09,73,False
2012-07-10,72,False
2012-07-11,78,False
2012-07-12,70,False
2012-07-13,61,False
2012-07-14,27,False
2012-07-15,16,False
2012-07-16,73,False
2012-07-17,67,False
2012-07-18,66,False
2012-07-19,85,False
2012-07-20,46,False
2012-07-21,24,False
2012-07-22,16,False
2012-07-23,56,False
2012-07-24,64,False
2012-07-25,56,False
2012-07-26,56,False
2012-07-27,51,False
2012-07-28,17,False
2012-07-29,18,False
2012-07-30,66,False
2012-07-31,74,False
2012-08-01,59,False
2012-08-02,60,False
2012-08-03,55,False
2012-08-04,23,False
2012-08-05,23,False
2012-08-06,55,False
2012-08-07,66,False
2012-08-08,63,False
2012-08-09,71,False
2012-08-10,53,False
2012-08-11,16,False
2012-08-12,15,False
2012-08-13,54,False
2012-08-14,66,False
2012-08-15,67,False
2012-08-16,62,False
2012-08-17,56,False
2012-08-18,21,False
2012-08-19,20,False
2012-08-20,79,False
2012-08-21,77,False
2012-08-22,65,False
2012-08-23,66,False
2012-08-24,47,False
2012-08-25,25,False
2012-08-26,20,False
2012-08-27,60,False
2012-08-28,61,False
2012-08-29,67,False
2012-08-30,56,False
2012-08-31,60,False
2012-09-01,15,False
2012-09-02,10,False
2012-09-03,17,False
2012-09-04,49,False
2012-09-05,52,False
2012-09-06,61,False
2012-09-07,54,False
2012-09-08,24,False
2012-09-09,10,False
