date,Fastenal,isPartial
2015-08-18,81,False
2015-08-19,100,False
2015-08-20,88,False
2015-08-21,81,False
2015-08-22,29,False
2015-08-23,23,False
2015-08-24,94,False
2015-08-25,94,False
2015-08-26,87,False
2015-08-27,88,False
2015-08-28,75,False
2015-08-29,29,False
2015-08-30,18,False
2015-08-31,83,False
2015-09-01,91,False
2015-09-02,86,False
2015-09-03,83,False
2015-09-04,69,False
2015-09-05,29,False
2015-09-06,20,False
2015-09-07,17,False
2015-09-08,77,False
2015-09-09,85,False
2015-09-10,90,False
2015-09-11,77,False
2015-09-12,26,False
2015-09-13,16,False
2015-09-14,75,False
2015-09-15,82,False
2015-09-16,85,False
2015-09-17,83,False
2015-09-18,84,False
2015-09-19,28,False
2015-09-20,18,False
2015-09-21,80,False
2015-09-22,87,False
2015-09-23,85,False
2015-09-24,85,False
2015-09-25,83,False
2015-09-26,29,False
2015-09-27,14,False
2015-09-28,70,False
2015-09-29,80,False
2015-09-30,87,False
2015-10-01,80,False
2015-10-02,72,False
2015-10-03,28,False
2015-10-04,22,False
2015-10-05,79,False
2015-10-06,81,False
2015-10-07,81,False
2015-10-08,85,False
2015-10-09,79,False
2015-10-10,29,False
2015-10-11,17,False
2015-10-12,71,False
2015-10-13,91,False
2015-10-14,79,False
2015-10-15,82,False
2015-10-16,84,False
2015-10-17,29,False
2015-10-18,14,False
2015-10-19,81,False
2015-10-20,70,False
2015-10-21,79,False
2015-10-22,87,False
2015-10-23,87,False
2015-10-24,32,False
2015-10-25,13,False
2015-10-26,66,False
2015-10-27,95,False
2015-10-28,84,False
2015-10-29,82,False
2015-10-30,79,False
2015-10-31,31,False
2015-11-01,19,False
2015-11-02,80,False
2015-11-03,80,False
2015-11-04,76,False
2015-11-05,82,False
2015-11-06,75,False
2015-11-07,36,False
2015-11-08,20,False
2015-11-09,82,False
2015-11-10,89,False
2015-11-11,79,False
2015-11-12,82,False
2015-11-13,75,False
2015-11-14,24,False
2015-11-15,15,False
2015-11-16,69,False
2015-11-17,74,False
2015-11-18,76,False
2015-11-19,86,False
2015-11-20,81,False
2015-11-21,35,False
2015-11-22,20,False
2015-11-23,75,False
2015-11-24,70,False
2015-11-25,64,False
2015-11-26,21,False
2015-11-27,42,False
2015-11-28,20,False
2015-11-29,17,False
2015-11-30,65,False
2015-12-01,71,False
2015-12-02,84,False
2015-12-03,80,False
2015-12-04,87,False
2015-12-05,35,False
2015-12-06,16,False
2015-12-07,79,False
2015-12-08,80,False
2015-12-09,85,False
2015-12-10,77,False
2015-12-11,72,False
2015-12-12,35,False
2015-12-13,15,False
2015-12-14,69,False
2015-12-15,83,False
2015-12-16,76,False
2015-12-17,78,False
2015-12-18,68,False
2015-12-19,28,False
2015-12-20,18,False
2015-12-21,74,False
2015-12-22,83,False
2015-12-23,76,False
2015-12-24,34,False
2015-12-25,10,False
2015-12-26,20,False
2015-12-27,13,False
2015-12-28,75,False
2015-12-29,61,False
2015-12-30,63,False
2015-12-31,57,False
2016-01-01,11,False
2016-01-02,19,False
2016-01-03,11,False
2016-01-04,62,False
2016-01-05,67,False
2016-01-06,67,False
2016-01-07,70,False
2016-01-08,61,False
2016-01-09,24,False
2016-01-10,11,False
2016-01-11,60,False
2016-01-12,66,False
2016-01-13,74,False
2016-01-14,68,False
2016-01-15,63,False
2016-01-16,21,False
2016-01-17,13,False
2016-01-18,58,False
2016-01-19,71,False
2016-01-20,72,False
2016-01-21,71,False
2016-01-22,54,False
2016-01-23,17,False
2016-01-24,12,False
2016-01-25,71,False
2016-01-26,77,False
2016-01-27,67,False
2016-01-28,81,False
2016-01-29,58,False
2016-01-30,22,False
2016-01-31,15,False
2016-02-01,62,False
2016-02-02,75,False
2016-02-03,69,False
2016-02-04,74,False
2016-02-05,60,False
2016-02-06,25,False
2016-02-07,18,False
2016-02-08,62,False
2016-02-09,71,False
2016-02-10,61,False
2016-02-11,66,False
2016-02-12,70,False
2016-02-13,23,False
2016-02-14,14,False
2016-02-15,55,False
2016-02-16,77,False
2016-02-17,77,False
2016-02-18,71,False
2016-02-19,64,False
2016-02-20,26,False
2016-02-21,16,False
2016-02-22,69,False
2016-02-23,69,False
2016-02-24,68,False
2016-02-25,79,False
2016-02-26,69,False
2016-02-27,27,False
2016-02-28,17,False
2016-02-29,68,False
2016-03-01,70,False
2016-03-02,77,False
2016-03-03,73,False
2016-03-04,78,False
2016-03-05,23,False
2016-03-06,15,False
2016-03-07,76,False
2016-03-08,79,False
2016-03-09,76,False
2016-03-10,71,False
2016-03-11,72,False
2016-03-12,31,False
2016-03-13,15,False
2016-03-14,70,False
2016-03-15,79,False
2016-03-16,80,False
2016-03-17,70,False
2016-03-18,63,False
2016-03-19,26,False
2016-03-20,18,False
2016-03-21,68,False
2016-03-22,81,False
2016-03-23,79,False
2016-03-24,72,False
2016-03-25,61,False
2016-03-26,23,False
2016-03-27,16,False
2016-03-28,64,False
2016-03-29,79,False
2016-03-30,77,False
2016-03-31,69,False
2016-04-01,75,False
2016-04-02,26,False
2016-04-03,14,False
2016-04-04,71,False
2016-04-05,68,False
2016-04-06,74,False
2016-04-07,72,False
2016-04-08,68,False
2016-04-09,27,False
2016-04-10,22,False
2016-04-11,80,False
2016-04-12,81,False
2016-04-13,65,False
2016-04-14,64,False
2016-04-15,68,False
2016-04-16,29,False
2016-04-17,16,False
2016-04-18,65,False
2016-04-19,68,False
2016-04-20,75,False
2016-04-21,72,False
2016-04-22,62,False
2016-04-23,26,False
2016-04-24,21,False
2016-04-25,69,False
2016-04-26,72,False
2016-04-27,78,False
2016-04-28,71,False
2016-04-29,59,False
2016-04-30,26,False
2016-05-01,13,False
2016-05-02,70,False
2016-05-03,65,False
2016-05-04,73,False
