date,Fastenal,isPartial
2017-10-06,80,False
2017-10-07,30,False
2017-10-08,15,False
2017-10-09,80,False
2017-10-10,90,False
2017-10-11,100,False
2017-10-12,76,False
2017-10-13,79,False
2017-10-14,31,False
2017-10-15,18,False
2017-10-16,87,False
2017-10-17,84,False
2017-10-18,93,False
2017-10-19,75,False
2017-10-20,87,False
2017-10-21,25,False
2017-10-22,18,False
2017-10-23,78,False
2017-10-24,80,False
2017-10-25,84,False
2017-10-26,82,False
2017-10-27,71,False
2017-10-28,24,False
2017-10-29,17,False
2017-10-30,81,False
2017-10-31,82,False
2017-11-01,76,False
2017-11-02,89,False
2017-11-03,81,False
2017-11-04,25,False
2017-11-05,16,False
2017-11-06,82,False
2017-11-07,87,False
2017-11-08,91,False
2017-11-09,80,False
2017-11-10,72,False
2017-11-11,24,False
2017-11-12,15,False
2017-11-13,78,False
2017-11-14,79,False
2017-11-15,77,False
2017-11-16,83,False
2017-11-17,66,False
2017-11-18,27,False
2017-11-19,13,False
2017-11-20,79,False
2017-11-21,77,False
2017-11-22,65,False
2017-11-23,23,False
2017-11-24,36,False
2017-11-25,23,False
2017-11-26,14,False
2017-11-27,67,False
2017-11-28,79,False
2017-11-29,82,False
2017-11-30,86,False
2017-12-01,73,False
2017-12-02,32,False
2017-12-03,11,False
2017-12-04,72,False
2017-12-05,88,False
2017-12-06,78,False
2017-12-07,98,False
2017-12-08,67,False
2017-12-09,23,False
2017-12-10,21,False
2017-12-11,64,False
2017-12-12,83,False
2017-12-13,91,False
2017-12-14,81,False
2017-12-15,73,False
2017-12-16,35,False
2017-12-17,18,False
2017-12-18,79,False
2017-12-19,79,False
2017-12-20,77,False
2017-12-21,56,False
2017-12-22,54,False
2017-12-23,20,False
2017-12-24,11,False
2017-12-25,9,False
2017-12-26,53,False
2017-12-27,53,False
2017-12-28,69,False
2017-12-29,51,False
2017-12-30,21,False
2017-12-31,10,False
2018-01-01,15,False
2018-01-02,72,False
2018-01-03,73,False
2018-01-04,64,False
2018-01-05,74,False
2018-01-06,25,False
2018-01-07,12,False
2018-01-08,76,False
2018-01-09,86,False
2018-01-10,93,False
2018-01-11,88,False
2018-01-12,80,False
2018-01-13,20,False
2018-01-14,11,False
2018-01-15,70,False
2018-01-16,81,False
2018-01-17,78,False
2018-01-18,81,False
2018-01-19,79,False
2018-01-20,29,False
2018-01-21,15,False
2018-01-22,83,False
2018-01-23,80,False
2018-01-24,85,False
2018-01-25,88,False
2018-01-26,75,False
2018-01-27,26,False
2018-01-28,21,False
2018-01-29,88,False
2018-01-30,85,False
2018-01-31,85,False
2018-02-01,87,False
2018-02-02,68,False
2018-02-03,26,False
2018-02-04,16,False
2018-02-05,73,False
2018-02-06,84,False
2018-02-07,81,False
2018-02-08,81,False
2018-02-09,71,False
2018-02-10,29,False
2018-02-11,14,False
2018-02-12,77,False
2018-02-13,80,False
2018-02-14,82,False
2018-02-15,84,False
2018-02-16,80,False
