date,Fastenal,isPartial
2015-04-10,75,False
2015-04-11,39,False
2015-04-12,17,False
2015-04-13,89,False
2015-04-14,81,False
2015-04-15,76,False
2015-04-16,87,False
2015-04-17,66,False
2015-04-18,23,False
2015-04-19,20,False
2015-04-20,77,False
2015-04-21,79,False
2015-04-22,74,False
2015-04-23,74,False
2015-04-24,84,False
2015-04-25,20,False
2015-04-26,14,False
2015-04-27,79,False
2015-04-28,80,False
2015-04-29,84,False
2015-04-30,71,False
2015-05-01,75,False
2015-05-02,26,False
2015-05-03,16,False
2015-05-04,78,False
2015-05-05,79,False
2015-05-06,84,False
2015-05-07,66,False
2015-05-08,61,False
2015-05-09,26,False
2015-05-10,15,False
2015-05-11,64,False
2015-05-12,66,False
2015-05-13,62,False
2015-05-14,64,False
2015-05-15,77,False
2015-05-16,14,False
2015-05-17,12,False
2015-05-18,62,False
2015-05-19,68,False
2015-05-20,63,False
2015-05-21,76,False
2015-05-22,54,False
2015-05-23,33,False
2015-05-24,15,False
2015-05-25,29,False
2015-05-26,69,False
2015-05-27,69,False
2015-05-28,67,False
2015-05-29,71,False
2015-05-30,38,False
2015-05-31,15,False
2015-06-01,80,False
2015-06-02,74,False
2015-06-03,89,False
2015-06-04,74,False
2015-06-05,68,False
2015-06-06,25,False
2015-06-07,13,False
2015-06-08,84,False
2015-06-09,73,False
2015-06-10,84,False
2015-06-11,81,False
2015-06-12,67,False
2015-06-13,23,False
2015-06-14,16,False
2015-06-15,83,False
2015-06-16,80,False
2015-06-17,91,False
2015-06-18,77,False
2015-06-19,88,False
2015-06-20,25,False
2015-06-21,8,False
2015-06-22,91,False
2015-06-23,99,False
2015-06-24,79,False
2015-06-25,74,False
2015-06-26,74,False
2015-06-27,32,False
2015-06-28,13,False
2015-06-29,84,False
2015-06-30,79,False
2015-07-01,71,False
2015-07-02,81,False
2015-07-03,35,False
2015-07-04,19,False
2015-07-05,11,False
2015-07-06,68,False
2015-07-07,80,False
2015-07-08,75,False
2015-07-09,87,False
2015-07-10,78,False
2015-07-11,29,False
2015-07-12,18,False
2015-07-13,79,False
2015-07-14,86,False
2015-07-15,75,False
2015-07-16,72,False
2015-07-17,68,False
2015-07-18,27,False
2015-07-19,17,False
2015-07-20,73,False
2015-07-21,77,False
2015-07-22,81,False
2015-07-23,78,False
2015-07-24,72,False
2015-07-25,23,False
2015-07-26,12,False
2015-07-27,70,False
2015-07-28,73,False
2015-07-29,82,False
2015-07-30,93,False
2015-07-31,74,False
2015-08-01,29,False
2015-08-02,18,False
2015-08-03,64,False
2015-08-04,76,False
2015-08-05,75,False
2015-08-06,70,False
2015-08-07,79,False
2015-08-08,26,False
2015-08-09,12,False
2015-08-10,77,False
2015-08-11,100,False
2015-08-12,90,False
2015-08-13,78,False
2015-08-14,81,False
2015-08-15,30,False
2015-08-16,17,False
2015-08-17,80,False
2015-08-18,84,False
2015-08-19,79,False
2015-08-20,84,False
2015-08-21,74,False
2015-08-22,33,False
2015-08-23,23,False
2015-08-24,91,False
2015-08-25,82,False
2015-08-26,84,False
2015-08-27,74,False
2015-08-28,74,False
2015-08-29,26,False
2015-08-30,14,False
2015-08-31,70,False
2015-09-01,71,False
2015-09-02,71,False
2015-09-03,79,False
2015-09-04,63,False
2015-09-05,22,False
2015-09-06,22,False
2015-09-07,16,False
2015-09-08,69,False
2015-09-09,77,False
2015-09-10,86,False
2015-09-11,73,False
2015-09-12,30,False
2015-09-13,12,False
2015-09-14,57,False
2015-09-15,67,False
2015-09-16,75,False
2015-09-17,75,False
2015-09-18,73,False
2015-09-19,23,False
2015-09-20,18,False
2015-09-21,79,False
2015-09-22,82,False
2015-09-23,79,False
2015-09-24,87,False
2015-09-25,87,False
2015-09-26,23,False
2015-09-27,12,False
2015-09-28,69,False
2015-09-29,76,False
2015-09-30,80,False
2015-10-01,72,False
2015-10-02,66,False
2015-10-03,27,False
2015-10-04,19,False
2015-10-05,66,False
2015-10-06,77,False
2015-10-07,80,False
2015-10-08,71,False
2015-10-09,76,False
2015-10-10,25,False
2015-10-11,13,False
2015-10-12,85,False
2015-10-13,83,False
2015-10-14,85,False
2015-10-15,79,False
2015-10-16,78,False
2015-10-17,22,False
2015-10-18,10,False
2015-10-19,67,False
2015-10-20,70,False
2015-10-21,68,False
2015-10-22,76,False
2015-10-23,71,False
2015-10-24,31,False
2015-10-25,15,False
2015-10-26,62,False
2015-10-27,72,False
2015-10-28,77,False
2015-10-29,71,False
2015-10-30,63,False
2015-10-31,24,False
2015-11-01,19,False
2015-11-02,77,False
2015-11-03,61,False
2015-11-04,70,False
2015-11-05,68,False
2015-11-06,64,False
2015-11-07,19,False
2015-11-08,16,False
2015-11-09,67,False
2015-11-10,83,False
2015-11-11,66,False
2015-11-12,60,False
2015-11-13,75,False
2015-11-14,22,False
2015-11-15,13,False
2015-11-16,73,False
2015-11-17,71,False
2015-11-18,63,False
2015-11-19,68,False
2015-11-20,67,False
2015-11-21,31,False
2015-11-22,22,False
2015-11-23,65,False
2015-11-24,62,False
2015-11-25,51,False
2015-11-26,26,False
2015-11-27,39,False
2015-11-28,16,False
2015-11-29,10,False
2015-11-30,56,False
2015-12-01,69,False
2015-12-02,76,False
2015-12-03,67,False
2015-12-04,75,False
2015-12-05,25,False
2015-12-06,10,False
2015-12-07,66,False
2015-12-08,71,False
2015-12-09,78,False
2015-12-10,77,False
2015-12-11,68,False
2015-12-12,37,False
2015-12-13,13,False
2015-12-14,62,False
2015-12-15,79,False
2015-12-16,61,False
2015-12-17,67,False
2015-12-18,64,False
2015-12-19,27,False
2015-12-20,19,False
2015-12-21,66,False
2015-12-22,69,False
2015-12-23,54,False
2015-12-24,26,False
2015-12-25,13,False
2015-12-26,20,False
