date,Fastenal,isPartial
2011-05-11,89,False
2011-05-12,81,False
2011-05-13,70,False
2011-05-14,24,False
2011-05-15,25,False
2011-05-16,58,False
2011-05-17,67,False
2011-05-18,64,False
2011-05-19,75,False
2011-05-20,63,False
2011-05-21,9,False
2011-05-22,13,False
2011-05-23,79,False
2011-05-24,82,False
2011-05-25,71,False
2011-05-26,90,False
2011-05-27,77,False
2011-05-28,38,False
2011-05-29,17,False
2011-05-30,30,False
2011-05-31,71,False
2011-06-01,57,False
2011-06-02,58,False
2011-06-03,65,False
2011-06-04,32,False
2011-06-05,16,False
2011-06-06,60,False
2011-06-07,58,False
2011-06-08,57,False
2011-06-09,72,False
2011-06-10,59,False
2011-06-11,31,False
2011-06-12,18,False
2011-06-13,55,False
2011-06-14,52,False
2011-06-15,57,False
2011-06-16,69,False
2011-06-17,62,False
2011-06-18,22,False
2011-06-19,7,False
2011-06-20,81,False
2011-06-21,55,False
2011-06-22,84,False
2011-06-23,78,False
2011-06-24,74,False
2011-06-25,7,False
2011-06-26,22,False
2011-06-27,62,False
2011-06-28,91,False
2011-06-29,73,False
2011-06-30,58,False
2011-07-01,44,False
2011-07-02,20,False
2011-07-03,6,False
2011-07-04,20,False
2011-07-05,74,False
2011-07-06,65,False
2011-07-07,76,False
2011-07-08,70,False
2011-07-09,21,False
2011-07-10,17,False
2011-07-11,60,False
2011-07-12,94,False
2011-07-13,74,False
2011-07-14,67,False
2011-07-15,64,False
2011-07-16,34,False
2011-07-17,13,False
2011-07-18,79,False
2011-07-19,87,False
2011-07-20,87,False
2011-07-21,67,False
2011-07-22,37,False
2011-07-23,20,False
2011-07-24,29,False
2011-07-25,60,False
2011-07-26,69,False
2011-07-27,82,False
2011-07-28,54,False
2011-07-29,62,False
2011-07-30,24,False
2011-07-31,16,False
2011-08-01,68,False
2011-08-02,78,False
2011-08-03,63,False
2011-08-04,77,False
2011-08-05,82,False
2011-08-06,35,False
2011-08-07,25,False
2011-08-08,88,False
2011-08-09,84,False
2011-08-10,87,False
2011-08-11,64,False
2011-08-12,91,False
2011-08-13,20,False
2011-08-14,18,False
2011-08-15,73,False
2011-08-16,74,False
2011-08-17,78,False
2011-08-18,74,False
2011-08-19,80,False
2011-08-20,30,False
2011-08-21,19,False
2011-08-22,100,False
2011-08-23,70,False
2011-08-24,74,False
2011-08-25,67,False
2011-08-26,71,False
2011-08-27,37,False
2011-08-28,17,False
2011-08-29,68,False
2011-08-30,82,False
2011-08-31,95,False
2011-09-01,74,False
2011-09-02,68,False
2011-09-03,37,False
2011-09-04,28,False
2011-09-05,24,False
2011-09-06,79,False
2011-09-07,67,False
2011-09-08,85,False
2011-09-09,64,False
2011-09-10,30,False
2011-09-11,24,False
2011-09-12,63,False
2011-09-13,64,False
2011-09-14,79,False
2011-09-15,83,False
2011-09-16,80,False
2011-09-17,28,False
2011-09-18,32,False
2011-09-19,62,False
2011-09-20,86,False
2011-09-21,85,False
2011-09-22,83,False
2011-09-23,70,False
2011-09-24,36,False
2011-09-25,24,False
2011-09-26,68,False
2011-09-27,68,False
2011-09-28,90,False
2011-09-29,69,False
2011-09-30,74,False
2011-10-01,26,False
2011-10-02,27,False
2011-10-03,74,False
2011-10-04,78,False
2011-10-05,78,False
2011-10-06,66,False
2011-10-07,79,False
2011-10-08,27,False
2011-10-09,22,False
2011-10-10,73,False
2011-10-11,92,False
2011-10-12,78,False
2011-10-13,98,False
2011-10-14,62,False
2011-10-15,32,False
2011-10-16,16,False
2011-10-17,81,False
2011-10-18,86,False
2011-10-19,73,False
2011-10-20,85,False
2011-10-21,67,False
2011-10-22,41,False
2011-10-23,32,False
2011-10-24,59,False
2011-10-25,83,False
2011-10-26,75,False
2011-10-27,68,False
2011-10-28,75,False
2011-10-29,22,False
2011-10-30,9,False
2011-10-31,70,False
2011-11-01,73,False
2011-11-02,68,False
2011-11-03,74,False
2011-11-04,74,False
2011-11-05,25,False
2011-11-06,21,False
2011-11-07,81,False
2011-11-08,77,False
2011-11-09,56,False
2011-11-10,70,False
2011-11-11,63,False
2011-11-12,33,False
2011-11-13,11,False
2011-11-14,68,False
2011-11-15,58,False
2011-11-16,71,False
2011-11-17,64,False
2011-11-18,73,False
2011-11-19,39,False
2011-11-20,18,False
2011-11-21,66,False
2011-11-22,74,False
2011-11-23,58,False
2011-11-24,32,False
2011-11-25,34,False
2011-11-26,17,False
2011-11-27,31,False
2011-11-28,68,False
2011-11-29,96,False
2011-11-30,72,False
2011-12-01,83,False
2011-12-02,62,False
2011-12-03,26,False
2011-12-04,28,False
2011-12-05,59,False
2011-12-06,77,False
2011-12-07,100,False
2011-12-08,79,False
2011-12-09,65,False
2011-12-10,32,False
2011-12-11,25,False
2011-12-12,59,False
2011-12-13,67,False
2011-12-14,76,False
2011-12-15,65,False
2011-12-16,53,False
2011-12-17,27,False
2011-12-18,18,False
2011-12-19,56,False
2011-12-20,65,False
2011-12-21,82,False
2011-12-22,55,False
2011-12-23,40,False
2011-12-24,21,False
2011-12-25,14,False
