date,Fastenal,isPartial
2015-12-26,23,False
2015-12-27,19,False
2015-12-28,80,False
2015-12-29,72,False
2015-12-30,61,False
2015-12-31,61,False
2016-01-01,17,False
2016-01-02,21,False
2016-01-03,10,False
2016-01-04,65,False
2016-01-05,74,False
2016-01-06,68,False
2016-01-07,72,False
2016-01-08,77,False
2016-01-09,32,False
2016-01-10,10,False
2016-01-11,71,False
2016-01-12,72,False
2016-01-13,82,False
2016-01-14,69,False
2016-01-15,78,False
2016-01-16,21,False
2016-01-17,14,False
2016-01-18,59,False
2016-01-19,82,False
2016-01-20,75,False
2016-01-21,66,False
2016-01-22,65,False
2016-01-23,28,False
2016-01-24,13,False
2016-01-25,77,False
2016-01-26,80,False
2016-01-27,68,False
2016-01-28,94,False
2016-01-29,66,False
2016-01-30,30,False
2016-01-31,16,False
2016-02-01,71,False
2016-02-02,80,False
2016-02-03,79,False
2016-02-04,79,False
2016-02-05,74,False
2016-02-06,31,False
2016-02-07,18,False
2016-02-08,66,False
2016-02-09,75,False
2016-02-10,80,False
2016-02-11,71,False
2016-02-12,75,False
2016-02-13,27,False
2016-02-14,14,False
2016-02-15,60,False
2016-02-16,82,False
2016-02-17,77,False
2016-02-18,68,False
2016-02-19,72,False
2016-02-20,26,False
2016-02-21,17,False
2016-02-22,78,False
2016-02-23,79,False
2016-02-24,82,False
2016-02-25,87,False
2016-02-26,77,False
2016-02-27,25,False
2016-02-28,20,False
2016-02-29,74,False
2016-03-01,81,False
2016-03-02,92,False
2016-03-03,69,False
2016-03-04,81,False
2016-03-05,25,False
2016-03-06,18,False
2016-03-07,79,False
2016-03-08,79,False
2016-03-09,82,False
2016-03-10,79,False
2016-03-11,81,False
2016-03-12,31,False
2016-03-13,16,False
2016-03-14,80,False
2016-03-15,79,False
2016-03-16,87,False
2016-03-17,85,False
2016-03-18,78,False
2016-03-19,28,False
2016-03-20,16,False
2016-03-21,77,False
2016-03-22,94,False
2016-03-23,81,False
2016-03-24,74,False
2016-03-25,65,False
2016-03-26,27,False
2016-03-27,15,False
2016-03-28,64,False
2016-03-29,77,False
2016-03-30,80,False
2016-03-31,76,False
2016-04-01,90,False
2016-04-02,27,False
2016-04-03,14,False
2016-04-04,78,False
2016-04-05,71,False
2016-04-06,80,False
2016-04-07,81,False
2016-04-08,71,False
2016-04-09,24,False
2016-04-10,24,False
2016-04-11,90,False
2016-04-12,100,False
2016-04-13,81,False
2016-04-14,80,False
2016-04-15,75,False
2016-04-16,29,False
2016-04-17,19,False
2016-04-18,72,False
2016-04-19,85,False
2016-04-20,79,False
2016-04-21,80,False
2016-04-22,70,False
2016-04-23,32,False
2016-04-24,23,False
2016-04-25,86,False
2016-04-26,85,False
2016-04-27,75,False
2016-04-28,76,False
2016-04-29,69,False
2016-04-30,28,False
2016-05-01,13,False
2016-05-02,79,False
2016-05-03,83,False
2016-05-04,73,False
2016-05-05,83,False
2016-05-06,66,False
2016-05-07,25,False
2016-05-08,14,False
2016-05-09,73,False
2016-05-10,91,False
2016-05-11,86,False
2016-05-12,74,False
2016-05-13,77,False
2016-05-14,27,False
2016-05-15,14,False
2016-05-16,73,False
2016-05-17,84,False
2016-05-18,80,False
2016-05-19,81,False
2016-05-20,83,False
2016-05-21,30,False
2016-05-22,14,False
2016-05-23,68,False
2016-05-24,81,False
2016-05-25,83,False
2016-05-26,77,False
2016-05-27,74,False
2016-05-28,23,False
2016-05-29,12,False
2016-05-30,28,False
2016-05-31,84,False
2016-06-01,87,False
2016-06-02,91,False
2016-06-03,77,False
2016-06-04,34,False
2016-06-05,13,False
2016-06-06,74,False
2016-06-07,80,False
2016-06-08,85,False
2016-06-09,85,False
2016-06-10,75,False
2016-06-11,27,False
2016-06-12,21,False
2016-06-13,72,False
2016-06-14,84,False
2016-06-15,73,False
2016-06-16,80,False
2016-06-17,67,False
2016-06-18,24,False
2016-06-19,13,False
2016-06-20,76,False
2016-06-21,72,False
2016-06-22,89,False
2016-06-23,83,False
2016-06-24,85,False
2016-06-25,32,False
2016-06-26,15,False
2016-06-27,73,False
2016-06-28,78,False
2016-06-29,75,False
2016-06-30,82,False
2016-07-01,56,False
2016-07-02,21,False
2016-07-03,12,False
2016-07-04,22,False
2016-07-05,65,False
2016-07-06,83,False
2016-07-07,90,False
2016-07-08,72,False
2016-07-09,30,False
2016-07-10,14,False
2016-07-11,72,False
2016-07-12,84,False
2016-07-13,90,False
2016-07-14,74,False
2016-07-15,66,False
2016-07-16,21,False
2016-07-17,15,False
2016-07-18,91,False
2016-07-19,82,False
2016-07-20,84,False
2016-07-21,79,False
2016-07-22,84,False
2016-07-23,23,False
2016-07-24,18,False
2016-07-25,78,False
2016-07-26,92,False
2016-07-27,86,False
2016-07-28,82,False
2016-07-29,72,False
2016-07-30,27,False
2016-07-31,14,False
2016-08-01,73,False
2016-08-02,86,False
2016-08-03,94,False
2016-08-04,76,False
2016-08-05,73,False
2016-08-06,22,False
2016-08-07,14,False
2016-08-08,80,False
2016-08-09,82,False
2016-08-10,96,False
2016-08-11,89,False
2016-08-12,78,False
2016-08-13,19,False
2016-08-14,18,False
2016-08-15,80,False
2016-08-16,79,False
2016-08-17,72,False
2016-08-18,86,False
2016-08-19,82,False
2016-08-20,23,False
2016-08-21,16,False
2016-08-22,78,False
2016-08-23,86,False
2016-08-24,77,False
2016-08-25,99,False
2016-08-26,73,False
2016-08-27,26,False
2016-08-28,15,False
2016-08-29,66,False
2016-08-30,92,False
2016-08-31,81,False
2016-09-01,88,False
2016-09-02,73,False
2016-09-03,21,False
2016-09-04,13,False
2016-09-05,21,False
2016-09-06,75,False
2016-09-07,96,False
2016-09-08,84,False
2016-09-09,78,False
2016-09-10,22,False
2016-09-11,14,False
