date,Fastenal,isPartial
2011-01-01,20,False
2011-01-02,19,False
2011-01-03,59,False
2011-01-04,64,False
2011-01-05,80,False
2011-01-06,82,False
2011-01-07,58,False
2011-01-08,35,False
2011-01-09,16,False
2011-01-10,70,False
2011-01-11,62,False
2011-01-12,62,False
2011-01-13,84,False
2011-01-14,72,False
2011-01-15,22,False
2011-01-16,12,False
2011-01-17,59,False
2011-01-18,60,False
2011-01-19,50,False
2011-01-20,50,False
2011-01-21,58,False
2011-01-22,33,False
2011-01-23,19,False
2011-01-24,84,False
2011-01-25,66,False
2011-01-26,79,False
2011-01-27,86,False
2011-01-28,55,False
2011-01-29,24,False
2011-01-30,20,False
2011-01-31,58,False
2011-02-01,53,False
2011-02-02,53,False
2011-02-03,66,False
2011-02-04,67,False
2011-02-05,10,False
2011-02-06,24,False
2011-02-07,72,False
2011-02-08,49,False
2011-02-09,42,False
2011-02-10,67,False
2011-02-11,50,False
2011-02-12,16,False
2011-02-13,24,False
2011-02-14,50,False
2011-02-15,69,False
2011-02-16,75,False
2011-02-17,45,False
2011-02-18,43,False
2011-02-19,27,False
2011-02-20,15,False
2011-02-21,53,False
2011-02-22,63,False
2011-02-23,50,False
2011-02-24,57,False
2011-02-25,67,False
2011-02-26,29,False
2011-02-27,18,False
2011-02-28,49,False
2011-03-01,70,False
2011-03-02,67,False
2011-03-03,77,False
2011-03-04,56,False
2011-03-05,26,False
2011-03-06,24,False
2011-03-07,71,False
2011-03-08,66,False
2011-03-09,66,False
2011-03-10,58,False
2011-03-11,59,False
2011-03-12,12,False
2011-03-13,9,False
2011-03-14,46,False
2011-03-15,76,False
2011-03-16,57,False
2011-03-17,65,False
2011-03-18,52,False
2011-03-19,23,False
2011-03-20,16,False
2011-03-21,76,False
2011-03-22,92,False
2011-03-23,56,False
2011-03-24,74,False
2011-03-25,61,False
2011-03-26,38,False
2011-03-27,14,False
2011-03-28,67,False
2011-03-29,60,False
2011-03-30,54,False
2011-03-31,47,False
2011-04-01,46,False
2011-04-02,23,False
2011-04-03,20,False
2011-04-04,64,False
2011-04-05,44,False
2011-04-06,67,False
2011-04-07,55,False
2011-04-08,63,False
2011-04-09,34,False
2011-04-10,17,False
2011-04-11,56,False
2011-04-12,64,False
2011-04-13,82,False
2011-04-14,73,False
2011-04-15,52,False
2011-04-16,32,False
2011-04-17,27,False
2011-04-18,63,False
2011-04-19,85,False
2011-04-20,53,False
2011-04-21,62,False
2011-04-22,49,False
2011-04-23,26,False
2011-04-24,12,False
2011-04-25,64,False
2011-04-26,72,False
2011-04-27,77,False
2011-04-28,61,False
2011-04-29,73,False
2011-04-30,14,False
2011-05-01,29,False
2011-05-02,72,False
2011-05-03,59,False
2011-05-04,67,False
2011-05-05,61,False
2011-05-06,68,False
2011-05-07,30,False
2011-05-08,14,False
2011-05-09,63,False
2011-05-10,67,False
2011-05-11,85,False
2011-05-12,75,False
2011-05-13,55,False
2011-05-14,21,False
2011-05-15,27,False
2011-05-16,51,False
2011-05-17,69,False
2011-05-18,57,False
2011-05-19,66,False
2011-05-20,54,False
2011-05-21,12,False
2011-05-22,12,False
2011-05-23,73,False
2011-05-24,72,False
2011-05-25,71,False
2011-05-26,81,False
2011-05-27,76,False
2011-05-28,28,False
2011-05-29,21,False
2011-05-30,17,False
2011-05-31,71,False
2011-06-01,60,False
2011-06-02,90,False
2011-06-03,72,False
2011-06-04,34,False
2011-06-05,21,False
2011-06-06,62,False
2011-06-07,54,False
2011-06-08,67,False
2011-06-09,73,False
2011-06-10,52,False
2011-06-11,23,False
2011-06-12,16,False
2011-06-13,62,False
2011-06-14,73,False
