date,bankruptcy,isPartial
2013-02-19,41,False
2013-02-20,40,False
2013-02-21,42,False
2013-02-22,33,False
2013-02-23,24,False
2013-02-24,21,False
2013-02-25,33,False
2013-02-26,40,False
2013-02-27,40,False
2013-02-28,38,False
2013-03-01,39,False
2013-03-02,24,False
2013-03-03,19,False
2013-03-04,40,False
2013-03-05,41,False
2013-03-06,39,False
2013-03-07,39,False
2013-03-08,35,False
2013-03-09,22,False
2013-03-10,18,False
2013-03-11,33,False
2013-03-12,34,False
2013-03-13,33,False
2013-03-14,36,False
2013-03-15,33,False
2013-03-16,18,False
2013-03-17,17,False
2013-03-18,32,False
2013-03-19,34,False
2013-03-20,36,False
2013-03-21,32,False
2013-03-22,29,False
2013-03-23,19,False
2013-03-24,19,False
2013-03-25,33,False
2013-03-26,35,False
2013-03-27,37,False
2013-03-28,33,False
2013-03-29,29,False
2013-03-30,18,False
2013-03-31,14,False
2013-04-01,33,False
2013-04-02,35,False
2013-04-03,35,False
2013-04-04,29,False
2013-04-05,29,False
2013-04-06,18,False
2013-04-07,17,False
2013-04-08,29,False
2013-04-09,30,False
2013-04-10,29,False
2013-04-11,29,False
2013-04-12,27,False
2013-04-13,15,False
2013-04-14,19,False
2013-04-15,31,False
2013-04-16,36,False
2013-04-17,33,False
2013-04-18,29,False
2013-04-19,28,False
2013-04-20,16,False
2013-04-21,14,False
2013-04-22,30,False
2013-04-23,33,False
2013-04-24,31,False
2013-04-25,30,False
2013-04-26,26,False
2013-04-27,15,False
2013-04-28,15,False
2013-04-29,31,False
2013-04-30,32,False
2013-05-01,33,False
2013-05-02,29,False
2013-05-03,28,False
2013-05-04,16,False
2013-05-05,13,False
2013-05-06,27,False
2013-05-07,29,False
2013-05-08,31,False
2013-05-09,28,False
2013-05-10,27,False
2013-05-11,16,False
2013-05-12,11,False
2013-05-13,31,False
2013-05-14,33,False
2013-05-15,29,False
2013-05-16,30,False
2013-05-17,26,False
2013-05-18,13,False
2013-05-19,14,False
2013-05-20,27,False
2013-05-21,28,False
2013-05-22,31,False
2013-05-23,28,False
2013-05-24,24,False
2013-05-25,12,False
2013-05-26,12,False
2013-05-27,16,False
2013-05-28,30,False
2013-05-29,29,False
2013-05-30,28,False
2013-05-31,27,False
2013-06-01,14,False
2013-06-02,15,False
2013-06-03,29,False
2013-06-04,30,False
2013-06-05,31,False
2013-06-06,29,False
2013-06-07,27,False
2013-06-08,16,False
2013-06-09,13,False
2013-06-10,29,False
2013-06-11,27,False
2013-06-12,27,False
2013-06-13,30,False
2013-06-14,27,False
2013-06-15,16,False
2013-06-16,14,False
2013-06-17,28,False
2013-06-18,31,False
2013-06-19,33,False
2013-06-20,28,False
2013-06-21,23,False
2013-06-22,17,False
2013-06-23,12,False
2013-06-24,31,False
2013-06-25,30,False
2013-06-26,26,False
2013-06-27,27,False
2013-06-28,24,False
2013-06-29,14,False
2013-06-30,16,False
2013-07-01,26,False
2013-07-02,31,False
2013-07-03,24,False
2013-07-04,14,False
