date,bankruptcy,isPartial
2012-06-04,70,False
2012-06-05,72,False
2012-06-06,70,False
2012-06-07,71,False
2012-06-08,64,False
2012-06-09,38,False
2012-06-10,39,False
2012-06-11,64,False
2012-06-12,71,False
2012-06-13,69,False
2012-06-14,73,False
2012-06-15,60,False
2012-06-16,37,False
2012-06-17,34,False
2012-06-18,70,False
2012-06-19,72,False
2012-06-20,73,False
2012-06-21,64,False
2012-06-22,66,False
2012-06-23,43,False
2012-06-24,39,False
2012-06-25,70,False
2012-06-26,76,False
2012-06-27,100,False
2012-06-28,76,False
2012-06-29,70,False
2012-06-30,43,False
2012-07-01,38,False
2012-07-02,72,False
2012-07-03,73,False
2012-07-04,41,False
2012-07-05,64,False
2012-07-06,66,False
2012-07-07,47,False
2012-07-08,38,False
2012-07-09,71,False
2012-07-10,77,False
2012-07-11,96,False
2012-07-12,89,False
2012-07-13,76,False
2012-07-14,44,False
2012-07-15,41,False
2012-07-16,74,False
2012-07-17,73,False
2012-07-18,75,False
2012-07-19,77,False
2012-07-20,67,False
2012-07-21,42,False
2012-07-22,36,False
2012-07-23,66,False
2012-07-24,76,False
2012-07-25,69,False
2012-07-26,71,False
2012-07-27,63,False
2012-07-28,37,False
2012-07-29,39,False
2012-07-30,69,False
2012-07-31,71,False
2012-08-01,65,False
2012-08-02,73,False
2012-08-03,64,False
2012-08-04,37,False
2012-08-05,40,False
2012-08-06,69,False
2012-08-07,71,False
2012-08-08,72,False
2012-08-09,72,False
2012-08-10,65,False
2012-08-11,38,False
2012-08-12,39,False
2012-08-13,71,False
2012-08-14,69,False
2012-08-15,71,False
2012-08-16,66,False
2012-08-17,67,False
2012-08-18,42,False
2012-08-19,41,False
2012-08-20,68,False
2012-08-21,71,False
2012-08-22,71,False
2012-08-23,66,False
2012-08-24,61,False
2012-08-25,36,False
2012-08-26,36,False
2012-08-27,65,False
2012-08-28,71,False
2012-08-29,66,False
2012-08-30,64,False
2012-08-31,61,False
2012-09-01,33,False
