date,bankruptcy,isPartial
2014-03-16,51,False
2014-03-17,94,False
2014-03-18,94,False
2014-03-19,89,False
2014-03-20,85,False
2014-03-21,75,False
2014-03-22,48,False
2014-03-23,50,False
2014-03-24,85,False
2014-03-25,88,False
2014-03-26,85,False
2014-03-27,87,False
2014-03-28,83,False
2014-03-29,51,False
2014-03-30,42,False
2014-03-31,86,False
2014-04-01,89,False
2014-04-02,88,False
2014-04-03,86,False
2014-04-04,82,False
2014-04-05,51,False
2014-04-06,42,False
2014-04-07,84,False
2014-04-08,95,False
2014-04-09,86,False
2014-04-10,86,False
2014-04-11,82,False
2014-04-12,52,False
2014-04-13,47,False
2014-04-14,91,False
2014-04-15,98,False
2014-04-16,85,False
2014-04-17,85,False
2014-04-18,72,False
2014-04-19,42,False
2014-04-20,46,False
2014-04-21,87,False
2014-04-22,85,False
2014-04-23,92,False
2014-04-24,87,False
2014-04-25,78,False
2014-04-26,45,False
2014-04-27,46,False
2014-04-28,87,False
2014-04-29,97,False
2014-04-30,93,False
2014-05-01,91,False
2014-05-02,81,False
2014-05-03,45,False
2014-05-04,43,False
2014-05-05,85,False
2014-05-06,87,False
2014-05-07,91,False
2014-05-08,84,False
2014-05-09,79,False
2014-05-10,44,False
2014-05-11,38,False
2014-05-12,81,False
2014-05-13,86,False
2014-05-14,82,False
2014-05-15,78,False
2014-05-16,78,False
2014-05-17,45,False
2014-05-18,39,False
2014-05-19,84,False
2014-05-20,90,False
2014-05-21,90,False
2014-05-22,81,False
2014-05-23,73,False
2014-05-24,40,False
2014-05-25,38,False
2014-05-26,40,False
2014-05-27,83,False
2014-05-28,93,False
2014-05-29,82,False
2014-05-30,82,False
2014-05-31,49,False
2014-06-01,45,False
2014-06-02,83,False
2014-06-03,100,False
2014-06-04,87,False
2014-06-05,82,False
2014-06-06,70,False
2014-06-07,44,False
2014-06-08,42,False
2014-06-09,87,False
2014-06-10,86,False
2014-06-11,83,False
2014-06-12,76,False
2014-06-13,76,False
2014-06-14,39,False
2014-06-15,36,False
2014-06-16,75,False
2014-06-17,83,False
2014-06-18,87,False
2014-06-19,81,False
2014-06-20,72,False
2014-06-21,48,False
2014-06-22,44,False
2014-06-23,85,False
2014-06-24,88,False
2014-06-25,88,False
2014-06-26,80,False
2014-06-27,72,False
2014-06-28,40,False
2014-06-29,45,False
2014-06-30,81,False
2014-07-01,73,False
2014-07-02,77,False
2014-07-03,75,False
2014-07-04,44,False
2014-07-05,35,False
2014-07-06,40,False
2014-07-07,81,False
2014-07-08,89,False
2014-07-09,91,False
2014-07-10,85,False
2014-07-11,80,False
2014-07-12,44,False
2014-07-13,47,False
2014-07-14,86,False
2014-07-15,95,False
2014-07-16,88,False
2014-07-17,85,False
2014-07-18,77,False
2014-07-19,46,False
2014-07-20,46,False
2014-07-21,89,False
2014-07-22,86,False
2014-07-23,95,False
2014-07-24,88,False
2014-07-25,77,False
2014-07-26,45,False
2014-07-27,46,False
2014-07-28,92,False
2014-07-29,89,False
2014-07-30,89,False
2014-07-31,91,False
2014-08-01,81,False
2014-08-02,50,False
2014-08-03,42,False
2014-08-04,84,False
2014-08-05,92,False
2014-08-06,87,False
2014-08-07,77,False
2014-08-08,80,False
2014-08-09,44,False
2014-08-10,45,False
2014-08-11,82,False
2014-08-12,86,False
2014-08-13,90,False
2014-08-14,88,False
2014-08-15,75,False
2014-08-16,46,False
2014-08-17,48,False
2014-08-18,80,False
2014-08-19,85,False
2014-08-20,87,False
2014-08-21,81,False
2014-08-22,70,False
2014-08-23,41,False
2014-08-24,39,False
2014-08-25,81,False
2014-08-26,84,False
2014-08-27,78,False
2014-08-28,81,False
2014-08-29,72,False
2014-08-30,37,False
2014-08-31,35,False
2014-09-01,45,False
2014-09-02,77,False
2014-09-03,93,False
2014-09-04,85,False
2014-09-05,75,False
2014-09-06,41,False
2014-09-07,43,False
2014-09-08,79,False
2014-09-09,89,False
2014-09-10,89,False
2014-09-11,81,False
2014-09-12,78,False
2014-09-13,37,False
2014-09-14,40,False
2014-09-15,86,False
2014-09-16,86,False
2014-09-17,91,False
2014-09-18,82,False
2014-09-19,75,False
2014-09-20,40,False
2014-09-21,42,False
2014-09-22,81,False
2014-09-23,84,False
2014-09-24,89,False
2014-09-25,81,False
2014-09-26,68,False
2014-09-27,40,False
2014-09-28,37,False
2014-09-29,81,False
2014-09-30,85,False
2014-10-01,81,False
2014-10-02,88,False
2014-10-03,77,False
2014-10-04,43,False
2014-10-05,43,False
2014-10-06,89,False
2014-10-07,94,False
2014-10-08,84,False
2014-10-09,83,False
2014-10-10,71,False
2014-10-11,41,False
2014-10-12,40,False
2014-10-13,73,False
2014-10-14,83,False
2014-10-15,84,False
2014-10-16,84,False
2014-10-17,72,False
2014-10-18,42,False
