date,bankruptcy,isPartial
2010-08-24,88,False
2010-08-25,76,False
2010-08-26,81,False
2010-08-27,78,False
2010-08-28,50,False
2010-08-29,51,False
2010-08-30,81,False
2010-08-31,82,False
2010-09-01,87,False
2010-09-02,77,False
2010-09-03,69,False
2010-09-04,31,False
2010-09-05,35,False
2010-09-06,43,False
2010-09-07,79,False
2010-09-08,84,False
2010-09-09,82,False
2010-09-10,70,False
2010-09-11,44,False
2010-09-12,47,False
2010-09-13,78,False
2010-09-14,82,False
2010-09-15,92,False
2010-09-16,83,False
2010-09-17,77,False
2010-09-18,47,False
2010-09-19,52,False
2010-09-20,74,False
2010-09-21,87,False
2010-09-22,85,False
2010-09-23,91,False
2010-09-24,89,False
2010-09-25,50,False
2010-09-26,48,False
2010-09-27,78,False
2010-09-28,85,False
2010-09-29,72,False
2010-09-30,79,False
2010-10-01,76,False
2010-10-02,44,False
2010-10-03,36,False
2010-10-04,74,False
2010-10-05,77,False
2010-10-06,84,False
2010-10-07,85,False
2010-10-08,66,False
2010-10-09,45,False
2010-10-10,41,False
2010-10-11,74,False
2010-10-12,68,False
2010-10-13,73,False
2010-10-14,79,False
2010-10-15,72,False
2010-10-16,40,False
2010-10-17,40,False
2010-10-18,76,False
2010-10-19,95,False
2010-10-20,83,False
2010-10-21,79,False
2010-10-22,72,False
2010-10-23,38,False
2010-10-24,51,False
2010-10-25,86,False
2010-10-26,76,False
2010-10-27,76,False
2010-10-28,74,False
2010-10-29,64,False
2010-10-30,33,False
2010-10-31,36,False
2010-11-01,82,False
2010-11-02,76,False
2010-11-03,83,False
2010-11-04,88,False
2010-11-05,70,False
2010-11-06,44,False
2010-11-07,41,False
2010-11-08,78,False
2010-11-09,87,False
2010-11-10,83,False
2010-11-11,66,False
2010-11-12,65,False
2010-11-13,40,False
2010-11-14,41,False
2010-11-15,80,False
2010-11-16,82,False
2010-11-17,80,False
2010-11-18,79,False
2010-11-19,72,False
2010-11-20,49,False
2010-11-21,46,False
2010-11-22,70,False
2010-11-23,74,False
2010-11-24,54,False
2010-11-25,35,False
2010-11-26,38,False
2010-11-27,39,False
2010-11-28,42,False
2010-11-29,72,False
2010-11-30,77,False
2010-12-01,67,False
2010-12-02,75,False
2010-12-03,71,False
2010-12-04,42,False
2010-12-05,40,False
2010-12-06,74,False
2010-12-07,74,False
2010-12-08,75,False
2010-12-09,70,False
2010-12-10,72,False
2010-12-11,44,False
2010-12-12,41,False
2010-12-13,84,False
2010-12-14,80,False
2010-12-15,74,False
2010-12-16,59,False
2010-12-17,62,False
2010-12-18,35,False
2010-12-19,36,False
2010-12-20,57,False
2010-12-21,70,False
2010-12-22,56,False
2010-12-23,50,False
2010-12-24,30,False
2010-12-25,20,False
2010-12-26,34,False
2010-12-27,54,False
2010-12-28,65,False
2010-12-29,76,False
2010-12-30,65,False
2010-12-31,53,False
2011-01-01,34,False
2011-01-02,45,False
2011-01-03,76,False
2011-01-04,89,False
2011-01-05,80,False
2011-01-06,74,False
2011-01-07,73,False
2011-01-08,44,False
2011-01-09,37,False
2011-01-10,75,False
2011-01-11,79,False
2011-01-12,75,False
2011-01-13,76,False
2011-01-14,72,False
2011-01-15,43,False
2011-01-16,42,False
2011-01-17,65,False
2011-01-18,73,False
2011-01-19,70,False
2011-01-20,83,False
2011-01-21,88,False
2011-01-22,49,False
2011-01-23,46,False
2011-01-24,74,False
2011-01-25,92,False
2011-01-26,86,False
2011-01-27,71,False
2011-01-28,68,False
2011-01-29,50,False
2011-01-30,45,False
2011-01-31,74,False
2011-02-01,76,False
2011-02-02,76,False
2011-02-03,83,False
2011-02-04,77,False
2011-02-05,47,False
2011-02-06,40,False
2011-02-07,72,False
2011-02-08,81,False
2011-02-09,81,False
2011-02-10,78,False
2011-02-11,67,False
2011-02-12,48,False
2011-02-13,50,False
2011-02-14,72,False
2011-02-15,84,False
2011-02-16,100,False
2011-02-17,96,False
2011-02-18,72,False
2011-02-19,52,False
2011-02-20,46,False
2011-02-21,64,False
2011-02-22,80,False
2011-02-23,78,False
2011-02-24,77,False
2011-02-25,70,False
2011-02-26,42,False
2011-02-27,38,False
2011-02-28,72,False
2011-03-01,74,False
2011-03-02,75,False
2011-03-03,77,False
2011-03-04,69,False
2011-03-05,44,False
2011-03-06,43,False
2011-03-07,71,False
2011-03-08,74,False
2011-03-09,75,False
2011-03-10,70,False
2011-03-11,60,False
2011-03-12,35,False
2011-03-13,30,False
2011-03-14,67,False
2011-03-15,68,False
2011-03-16,72,False
2011-03-17,62,False
2011-03-18,60,False
2011-03-19,36,False
2011-03-20,34,False
2011-03-21,68,False
2011-03-22,75,False
2011-03-23,75,False
2011-03-24,73,False
2011-03-25,61,False
2011-03-26,38,False
2011-03-27,41,False
2011-03-28,74,False
2011-03-29,74,False
2011-03-30,74,False
2011-03-31,73,False
2011-04-01,67,False
2011-04-02,44,False
2011-04-03,41,False
2011-04-04,76,False
2011-04-05,80,False
2011-04-06,75,False
2011-04-07,76,False
2011-04-08,71,False
2011-04-09,39,False
2011-04-10,47,False
2011-04-11,75,False
2011-04-12,70,False
