date,bankruptcy,isPartial
2011-09-18,27,False
2011-09-19,49,False
2011-09-20,55,False
2011-09-21,55,False
2011-09-22,45,False
2011-09-23,43,False
2011-09-24,24,False
2011-09-25,30,False
2011-09-26,49,False
2011-09-27,50,False
2011-09-28,50,False
2011-09-29,49,False
2011-09-30,48,False
2011-10-01,30,False
2011-10-02,26,False
2011-10-03,56,False
2011-10-04,59,False
2011-10-05,58,False
2011-10-06,53,False
2011-10-07,48,False
2011-10-08,31,False
2011-10-09,24,False
2011-10-10,44,False
2011-10-11,53,False
2011-10-12,57,False
2011-10-13,55,False
2011-10-14,49,False
2011-10-15,24,False
2011-10-16,27,False
2011-10-17,52,False
2011-10-18,48,False
2011-10-19,45,False
2011-10-20,48,False
2011-10-21,45,False
2011-10-22,27,False
2011-10-23,24,False
2011-10-24,46,False
2011-10-25,49,False
2011-10-26,48,False
2011-10-27,51,False
2011-10-28,46,False
2011-10-29,25,False
2011-10-30,26,False
2011-10-31,57,False
2011-11-01,60,False
2011-11-02,55,False
2011-11-03,52,False
2011-11-04,48,False
2011-11-05,29,False
2011-11-06,24,False
2011-11-07,46,False
2011-11-08,53,False
2011-11-09,49,False
2011-11-10,61,False
2011-11-11,39,False
2011-11-12,24,False
2011-11-13,31,False
2011-11-14,47,False
2011-11-15,52,False
2011-11-16,50,False
2011-11-17,48,False
2011-11-18,45,False
2011-11-19,28,False
2011-11-20,23,False
2011-11-21,40,False
2011-11-22,47,False
2011-11-23,38,False
2011-11-24,19,False
2011-11-25,26,False
2011-11-26,20,False
2011-11-27,26,False
2011-11-28,47,False
2011-11-29,100,False
2011-11-30,74,False
2011-12-01,59,False
2011-12-02,46,False
2011-12-03,35,False
2011-12-04,27,False
2011-12-05,52,False
2011-12-06,53,False
2011-12-07,56,False
2011-12-08,51,False
2011-12-09,46,False
2011-12-10,24,False
2011-12-11,24,False
2011-12-12,44,False
2011-12-13,46,False
2011-12-14,43,False
2011-12-15,45,False
2011-12-16,37,False
2011-12-17,24,False
2011-12-18,22,False
2011-12-19,45,False
2011-12-20,46,False
2011-12-21,42,False
2011-12-22,31,False
2011-12-23,32,False
2011-12-24,18,False
2011-12-25,16,False
2011-12-26,24,False
2011-12-27,36,False
2011-12-28,41,False
2011-12-29,43,False
2011-12-30,39,False
2011-12-31,26,False
2012-01-01,21,False
2012-01-02,29,False
2012-01-03,55,False
2012-01-04,53,False
2012-01-05,61,False
2012-01-06,53,False
2012-01-07,32,False
2012-01-08,28,False
2012-01-09,48,False
2012-01-10,62,False
2012-01-11,62,False
2012-01-12,63,False
2012-01-13,53,False
2012-01-14,36,False
2012-01-15,32,False
2012-01-16,44,False
2012-01-17,50,False
2012-01-18,52,False
2012-01-19,75,False
2012-01-20,64,False
2012-01-21,40,False
2012-01-22,29,False
2012-01-23,52,False
2012-01-24,54,False
2012-01-25,54,False
2012-01-26,57,False
2012-01-27,51,False
2012-01-28,34,False
2012-01-29,29,False
2012-01-30,48,False
2012-01-31,51,False
2012-02-01,50,False
2012-02-02,55,False
2012-02-03,51,False
2012-02-04,34,False
2012-02-05,31,False
2012-02-06,49,False
2012-02-07,56,False
2012-02-08,56,False
2012-02-09,54,False
2012-02-10,44,False
2012-02-11,32,False
2012-02-12,30,False
2012-02-13,46,False
2012-02-14,50,False
2012-02-15,55,False
2012-02-16,50,False
2012-02-17,50,False
2012-02-18,32,False
2012-02-19,28,False
2012-02-20,45,False
2012-02-21,53,False
2012-02-22,51,False
2012-02-23,47,False
2012-02-24,45,False
2012-02-25,27,False
2012-02-26,30,False
2012-02-27,50,False
2012-02-28,52,False
2012-02-29,49,False
2012-03-01,51,False
2012-03-02,39,False
2012-03-03,27,False
2012-03-04,30,False
2012-03-05,49,False
2012-03-06,50,False
2012-03-07,51,False
2012-03-08,47,False
2012-03-09,45,False
2012-03-10,26,False
2012-03-11,25,False
2012-03-12,49,False
2012-03-13,49,False
2012-03-14,43,False
2012-03-15,46,False
2012-03-16,43,False
2012-03-17,24,False
2012-03-18,24,False
2012-03-19,49,False
2012-03-20,53,False
2012-03-21,45,False
2012-03-22,48,False
2012-03-23,41,False
2012-03-24,28,False
2012-03-25,25,False
2012-03-26,44,False
2012-03-27,48,False
2012-03-28,50,False
2012-03-29,46,False
2012-03-30,42,False
2012-03-31,26,False
2012-04-01,24,False
2012-04-02,45,False
2012-04-03,50,False
2012-04-04,48,False
2012-04-05,45,False
2012-04-06,38,False
2012-04-07,28,False
2012-04-08,22,False
2012-04-09,43,False
2012-04-10,39,False
2012-04-11,48,False
2012-04-12,43,False
2012-04-13,45,False
2012-04-14,29,False
2012-04-15,29,False
2012-04-16,49,False
2012-04-17,52,False
2012-04-18,49,False
2012-04-19,50,False
2012-04-20,41,False
2012-04-21,24,False
2012-04-22,27,False
2012-04-23,50,False
2012-04-24,47,False
2012-04-25,48,False
2012-04-26,45,False
2012-04-27,46,False
2012-04-28,29,False
2012-04-29,26,False
2012-04-30,58,False
2012-05-01,54,False
2012-05-02,48,False
2012-05-03,51,False
2012-05-04,36,False
2012-05-05,23,False
2012-05-06,22,False
2012-05-07,47,False
2012-05-08,49,False
2012-05-09,46,False
2012-05-10,44,False
2012-05-11,38,False
2012-05-12,27,False
2012-05-13,24,False
2012-05-14,55,False
2012-05-15,49,False
2012-05-16,48,False
2012-05-17,47,False
2012-05-18,41,False
2012-05-19,28,False
2012-05-20,24,False
2012-05-21,43,False
2012-05-22,45,False
2012-05-23,51,False
2012-05-24,46,False
2012-05-25,40,False
2012-05-26,22,False
2012-05-27,20,False
2012-05-28,24,False
2012-05-29,51,False
2012-05-30,47,False
2012-05-31,48,False
2012-06-01,42,False
2012-06-02,24,False
2012-06-03,25,False
2012-06-04,43,False
