date,bankruptcy,isPartial
2018-02-13,66,False
2018-02-14,59,False
2018-02-15,65,False
2018-02-16,57,False
2018-02-17,42,False
2018-02-18,49,False
2018-02-19,62,False
2018-02-20,77,False
2018-02-21,70,False
2018-02-22,77,False
2018-02-23,60,False
2018-02-24,45,False
2018-02-25,39,False
2018-02-26,67,False
2018-02-27,66,False
2018-02-28,73,False
2018-03-01,68,False
2018-03-02,60,False
2018-03-03,42,False
2018-03-04,41,False
2018-03-05,61,False
2018-03-06,63,False
2018-03-07,58,False
2018-03-08,67,False
2018-03-09,63,False
2018-03-10,51,False
2018-03-11,41,False
2018-03-12,64,False
2018-03-13,68,False
2018-03-14,64,False
2018-03-15,78,False
2018-03-16,67,False
2018-03-17,47,False
2018-03-18,42,False
2018-03-19,72,False
2018-03-20,76,False
2018-03-21,72,False
2018-03-22,71,False
2018-03-23,61,False
2018-03-24,37,False
2018-03-25,43,False
2018-03-26,100,False
2018-03-27,90,False
2018-03-28,80,False
2018-03-29,68,False
2018-03-30,63,False
2018-03-31,43,False
2018-04-01,38,False
2018-04-02,77,False
2018-04-03,69,False
2018-04-04,69,False
2018-04-05,62,False
2018-04-06,64,False
2018-04-07,48,False
2018-04-08,43,False
2018-04-09,64,False
2018-04-10,65,False
2018-04-11,63,False
2018-04-12,61,False
2018-04-13,69,False
2018-04-14,42,False
2018-04-15,43,False
2018-04-16,62,False
2018-04-17,73,False
2018-04-18,70,False
2018-04-19,72,False
2018-04-20,60,False
2018-04-21,44,False
2018-04-22,38,False
2018-04-23,61,False
2018-04-24,63,False
2018-04-25,64,False
2018-04-26,59,False
2018-04-27,58,False
2018-04-28,35,False
2018-04-29,39,False
2018-04-30,58,False
2018-05-01,86,False
2018-05-02,88,False
2018-05-03,76,False
2018-05-04,62,False
2018-05-05,47,False
2018-05-06,36,False
2018-05-07,66,False
2018-05-08,64,False
2018-05-09,63,False
2018-05-10,59,False
2018-05-11,63,False
2018-05-12,36,False
2018-05-13,40,False
2018-05-14,63,False
2018-05-15,70,False
2018-05-16,64,False
2018-05-17,59,False
2018-05-18,54,False
2018-05-19,37,False
2018-05-20,35,False
2018-05-21,65,False
2018-05-22,57,False
2018-05-23,63,False
2018-05-24,56,False
2018-05-25,51,False
2018-05-26,32,False
2018-05-27,37,False
2018-05-28,38,False
2018-05-29,61,False
2018-05-30,60,False
2018-05-31,63,False
2018-06-01,49,False
2018-06-02,44,False
2018-06-03,42,False
2018-06-04,61,False
2018-06-05,62,False
2018-06-06,65,False
2018-06-07,55,False
2018-06-08,54,False
2018-06-09,37,False
2018-06-10,35,False
2018-06-11,57,False
2018-06-12,61,False
2018-06-13,56,False
2018-06-14,51,False
2018-06-15,49,False
2018-06-16,34,False
2018-06-17,25,False
2018-06-18,48,False
2018-06-19,57,False
2018-06-20,53,False
2018-06-21,55,False
2018-06-22,44,False
2018-06-23,29,False
2018-06-24,32,False
2018-06-25,54,False
2018-06-26,48,False
2018-06-27,51,False
2018-06-28,57,False
2018-06-29,47,False
