date,bankruptcy,isPartial
2014-12-01,36,False
2014-12-02,38,False
2014-12-03,38,False
2014-12-04,37,False
2014-12-05,35,False
2014-12-06,22,False
2014-12-07,20,False
2014-12-08,34,False
2014-12-09,37,False
2014-12-10,37,False
2014-12-11,36,False
2014-12-12,33,False
2014-12-13,20,False
2014-12-14,19,False
2014-12-15,32,False
2014-12-16,34,False
2014-12-17,35,False
2014-12-18,33,False
2014-12-19,29,False
2014-12-20,17,False
2014-12-21,15,False
2014-12-22,28,False
2014-12-23,26,False
2014-12-24,19,False
2014-12-25,11,False
2014-12-26,18,False
2014-12-27,15,False
2014-12-28,16,False
2014-12-29,34,False
2014-12-30,32,False
2014-12-31,27,False
2015-01-01,16,False
2015-01-02,27,False
2015-01-03,19,False
2015-01-04,19,False
2015-01-05,37,False
2015-01-06,41,False
2015-01-07,38,False
2015-01-08,35,False
2015-01-09,32,False
2015-01-10,21,False
2015-01-11,20,False
2015-01-12,36,False
2015-01-13,36,False
2015-01-14,35,False
2015-01-15,46,False
2015-01-16,40,False
2015-01-17,23,False
2015-01-18,20,False
2015-01-19,29,False
2015-01-20,42,False
2015-01-21,39,False
2015-01-22,40,False
2015-01-23,38,False
2015-01-24,24,False
2015-01-25,20,False
2015-01-26,35,False
2015-01-27,38,False
2015-01-28,38,False
2015-01-29,37,False
2015-01-30,36,False
2015-01-31,23,False
2015-02-01,21,False
2015-02-02,35,False
2015-02-03,41,False
2015-02-04,41,False
2015-02-05,42,False
2015-02-06,44,False
2015-02-07,26,False
2015-02-08,23,False
2015-02-09,38,False
2015-02-10,42,False
2015-02-11,39,False
2015-02-12,38,False
2015-02-13,35,False
2015-02-14,20,False
2015-02-15,22,False
2015-02-16,29,False
2015-02-17,35,False
2015-02-18,39,False
2015-02-19,38,False
2015-02-20,35,False
2015-02-21,21,False
2015-02-22,20,False
2015-02-23,34,False
2015-02-24,38,False
2015-02-25,38,False
2015-02-26,39,False
2015-02-27,37,False
2015-02-28,24,False
2015-03-01,21,False
2015-03-02,36,False
2015-03-03,40,False
2015-03-04,38,False
2015-03-05,36,False
2015-03-06,33,False
2015-03-07,22,False
2015-03-08,20,False
2015-03-09,35,False
2015-03-10,40,False
2015-03-11,38,False
2015-03-12,38,False
2015-03-13,32,False
2015-03-14,21,False
2015-03-15,20,False
2015-03-16,35,False
2015-03-17,38,False
2015-03-18,40,False
2015-03-19,39,False
2015-03-20,34,False
2015-03-21,18,False
2015-03-22,21,False
2015-03-23,39,False
2015-03-24,38,False
2015-03-25,34,False
2015-03-26,38,False
2015-03-27,34,False
2015-03-28,21,False
2015-03-29,21,False
2015-03-30,35,False
2015-03-31,40,False
2015-04-01,35,False
2015-04-02,38,False
2015-04-03,32,False
2015-04-04,18,False
2015-04-05,16,False
2015-04-06,38,False
2015-04-07,39,False
2015-04-08,36,False
2015-04-09,37,False
2015-04-10,33,False
2015-04-11,18,False
2015-04-12,18,False
2015-04-13,37,False
2015-04-14,39,False
2015-04-15,39,False
2015-04-16,38,False
2015-04-17,33,False
2015-04-18,21,False
2015-04-19,19,False
2015-04-20,37,False
2015-04-21,39,False
2015-04-22,36,False
2015-04-23,37,False
2015-04-24,35,False
2015-04-25,20,False
2015-04-26,18,False
2015-04-27,37,False
2015-04-28,39,False
2015-04-29,36,False
2015-04-30,37,False
2015-05-01,32,False
2015-05-02,18,False
2015-05-03,18,False
2015-05-04,36,False
2015-05-05,38,False
2015-05-06,40,False
2015-05-07,38,False
2015-05-08,33,False
2015-05-09,18,False
2015-05-10,16,False
2015-05-11,35,False
2015-05-12,36,False
2015-05-13,38,False
2015-05-14,33,False
2015-05-15,31,False
2015-05-16,21,False
2015-05-17,17,False
2015-05-18,32,False
2015-05-19,38,False
2015-05-20,37,False
2015-05-21,36,False
2015-05-22,31,False
2015-05-23,17,False
2015-05-24,14,False
2015-05-25,18,False
2015-05-26,39,False
2015-05-27,37,False
2015-05-28,37,False
2015-05-29,33,False
2015-05-30,20,False
2015-05-31,19,False
2015-06-01,37,False
2015-06-02,39,False
2015-06-03,38,False
2015-06-04,37,False
2015-06-05,32,False
2015-06-06,19,False
2015-06-07,17,False
2015-06-08,36,False
2015-06-09,39,False
2015-06-10,36,False
2015-06-11,37,False
2015-06-12,32,False
2015-06-13,19,False
2015-06-14,19,False
2015-06-15,42,False
2015-06-16,47,False
2015-06-17,46,False
2015-06-18,46,False
2015-06-19,36,False
2015-06-20,22,False
2015-06-21,21,False
2015-06-22,40,False
2015-06-23,41,False
2015-06-24,36,False
2015-06-25,35,False
2015-06-26,33,False
2015-06-27,21,False
2015-06-28,22,False
2015-06-29,40,False
2015-06-30,43,False
2015-07-01,37,False
2015-07-02,39,False
2015-07-03,24,False
2015-07-04,17,False
2015-07-05,19,False
2015-07-06,39,False
2015-07-07,40,False
2015-07-08,39,False
2015-07-09,41,False
2015-07-10,34,False
2015-07-11,24,False
2015-07-12,20,False
2015-07-13,100,False
2015-07-14,100,False
2015-07-15,62,False
2015-07-16,55,False
2015-07-17,45,False
2015-07-18,33,False
2015-07-19,26,False
2015-07-20,49,False
2015-07-21,49,False
2015-07-22,47,False
2015-07-23,46,False
2015-07-24,39,False
2015-07-25,26,False
2015-07-26,25,False
2015-07-27,41,False
2015-07-28,46,False
2015-07-29,41,False
2015-07-30,40,False
2015-07-31,37,False
2015-08-01,23,False
2015-08-02,22,False
2015-08-03,40,False
2015-08-04,44,False
2015-08-05,43,False
2015-08-06,39,False
2015-08-07,42,False
2015-08-08,25,False
2015-08-09,23,False
2015-08-10,42,False
2015-08-11,39,False
2015-08-12,43,False
2015-08-13,38,False
2015-08-14,37,False
2015-08-15,25,False
2015-08-16,22,False
2015-08-17,39,False
2015-08-18,39,False
