date,bankruptcy,isPartial
2015-08-18,70,False
2015-08-19,74,False
2015-08-20,72,False
2015-08-21,64,False
2015-08-22,40,False
2015-08-23,41,False
2015-08-24,71,False
2015-08-25,72,False
2015-08-26,69,False
2015-08-27,72,False
2015-08-28,66,False
2015-08-29,46,False
2015-08-30,36,False
2015-08-31,62,False
2015-09-01,75,False
2015-09-02,66,False
2015-09-03,66,False
2015-09-04,63,False
2015-09-05,34,False
2015-09-06,33,False
2015-09-07,39,False
2015-09-08,65,False
2015-09-09,79,False
2015-09-10,82,False
2015-09-11,66,False
2015-09-12,37,False
2015-09-13,38,False
2015-09-14,76,False
2015-09-15,78,False
2015-09-16,72,False
2015-09-17,100,False
2015-09-18,70,False
2015-09-19,40,False
2015-09-20,33,False
2015-09-21,68,False
2015-09-22,73,False
2015-09-23,65,False
2015-09-24,72,False
2015-09-25,65,False
2015-09-26,40,False
2015-09-27,34,False
2015-09-28,67,False
2015-09-29,69,False
2015-09-30,71,False
2015-10-01,64,False
2015-10-02,59,False
2015-10-03,37,False
2015-10-04,36,False
2015-10-05,84,False
2015-10-06,77,False
2015-10-07,70,False
2015-10-08,74,False
2015-10-09,62,False
2015-10-10,35,False
2015-10-11,35,False
2015-10-12,66,False
2015-10-13,71,False
2015-10-14,77,False
2015-10-15,70,False
2015-10-16,60,False
2015-10-17,34,False
2015-10-18,42,False
2015-10-19,66,False
2015-10-20,70,False
2015-10-21,67,False
2015-10-22,66,False
2015-10-23,54,False
2015-10-24,41,False
2015-10-25,34,False
2015-10-26,69,False
2015-10-27,68,False
2015-10-28,65,False
2015-10-29,69,False
2015-10-30,56,False
2015-10-31,29,False
2015-11-01,30,False
2015-11-02,65,False
2015-11-03,71,False
2015-11-04,74,False
2015-11-05,64,False
2015-11-06,64,False
2015-11-07,35,False
2015-11-08,31,False
2015-11-09,64,False
2015-11-10,70,False
2015-11-11,58,False
2015-11-12,62,False
2015-11-13,54,False
2015-11-14,37,False
2015-11-15,28,False
2015-11-16,61,False
2015-11-17,68,False
2015-11-18,72,False
2015-11-19,68,False
2015-11-20,58,False
2015-11-21,32,False
2015-11-22,31,False
2015-11-23,63,False
2015-11-24,63,False
2015-11-25,49,False
2015-11-26,28,False
2015-11-27,31,False
2015-11-28,35,False
2015-11-29,39,False
2015-11-30,64,False
2015-12-01,69,False
2015-12-02,68,False
2015-12-03,67,False
2015-12-04,55,False
2015-12-05,35,False
2015-12-06,34,False
2015-12-07,65,False
2015-12-08,75,False
2015-12-09,67,False
2015-12-10,64,False
2015-12-11,61,False
2015-12-12,36,False
2015-12-13,32,False
2015-12-14,63,False
2015-12-15,71,False
2015-12-16,62,False
2015-12-17,59,False
2015-12-18,53,False
2015-12-19,38,False
2015-12-20,39,False
2015-12-21,57,False
2015-12-22,63,False
2015-12-23,50,False
2015-12-24,39,False
2015-12-25,20,False
2015-12-26,26,False
2015-12-27,28,False
2015-12-28,55,False
2015-12-29,59,False
2015-12-30,64,False
2015-12-31,48,False
2016-01-01,32,False
2016-01-02,42,False
2016-01-03,40,False
2016-01-04,77,False
2016-01-05,81,False
2016-01-06,76,False
2016-01-07,72,False
2016-01-08,80,False
2016-01-09,46,False
2016-01-10,43,False
2016-01-11,77,False
2016-01-12,79,False
2016-01-13,71,False
2016-01-14,76,False
2016-01-15,67,False
2016-01-16,49,False
2016-01-17,43,False
2016-01-18,60,False
2016-01-19,73,False
2016-01-20,84,False
2016-01-21,77,False
2016-01-22,76,False
2016-01-23,48,False
2016-01-24,51,False
2016-01-25,75,False
2016-01-26,83,False
2016-01-27,78,False
2016-01-28,82,False
2016-01-29,73,False
2016-01-30,52,False
2016-01-31,44,False
2016-02-01,82,False
2016-02-02,83,False
2016-02-03,84,False
2016-02-04,80,False
2016-02-05,85,False
2016-02-06,51,False
2016-02-07,47,False
2016-02-08,78,False
2016-02-09,81,False
2016-02-10,85,False
2016-02-11,79,False
2016-02-12,76,False
2016-02-13,59,False
2016-02-14,53,False
2016-02-15,71,False
2016-02-16,85,False
2016-02-17,88,False
2016-02-18,81,False
2016-02-19,67,False
2016-02-20,53,False
2016-02-21,49,False
2016-02-22,88,False
2016-02-23,80,False
2016-02-24,92,False
2016-02-25,86,False
2016-02-26,87,False
