date,value
2011-09-18,1.4866443304501442
2011-09-19,1.359454149504446
2011-09-20,1.359454149504446
2011-09-21,62.825748230023535
2011-09-22,63.54868305165722
2011-09-23,1.359454149504446
2011-09-24,1.359454149504446
2011-09-25,1.359454149504446
2011-09-26,1.359454149504446
2011-09-27,1.359454149504446
2011-09-28,1.359454149504446
2011-09-29,1.359454149504446
2011-09-30,1.359454149504446
2011-10-01,1.359454149504446
2011-10-02,1.359454149504446
2011-10-03,30.99978183648579
2011-10-04,1.359454149504446
2011-10-05,32.548901215171426
2011-10-06,33.18542054304219
2011-10-07,1.359454149504446
2011-10-08,1.359454149504446
2011-10-09,1.359454149504446
2011-10-10,32.548901215171426
2011-10-11,28.830977371584712
2011-10-12,1.359454149504446
2011-10-13,1.359454149504446
2011-10-14,1.359454149504446
2011-10-15,1.359454149504446
2011-10-16,1.359454149504446
2011-10-17,1.359454149504446
2011-10-18,1.359454149504446
2011-10-19,1.359454149504446
2011-10-20,1.359454149504446
2011-10-21,1.359454149504446
2011-10-22,112.4806153129896
2011-10-23,1.359454149504446
2011-10-24,1.359454149504446
2011-10-25,1.359454149504446
2011-10-26,1.359454149504446
2011-10-27,1.359454149504446
2011-10-28,1.359454149504446
2011-10-29,1.359454149504446
2011-10-30,1.359454149504446
2011-10-31,30.99978183648579
2011-11-01,1.359454149504446
2011-11-02,1.359454149504446
2011-11-03,31.91238188730068
2011-11-04,1.359454149504446
2011-11-05,38.91409449387898
2011-11-06,1.359454149504446
2011-11-07,1.359454149504446
2011-11-08,1.359454149504446
2011-11-09,1.359454149504446
2011-11-10,30.2768470148521
2011-11-11,1.359454149504446
2011-11-12,1.359454149504446
2011-11-13,1.359454149504446
2011-11-14,1.359454149504446
2011-11-15,29.55391219321841
2011-11-16,62.4653096250969
2011-11-17,1.359454149504446
2011-11-18,33.82193987091294
2011-11-19,1.359454149504446
2011-11-20,1.359454149504446
2011-11-21,1.359454149504446
2011-11-22,1.359454149504446
2011-11-23,1.359454149504446
2011-11-24,1.359454149504446
2011-11-25,1.359454149504446
2011-11-26,1.359454149504446
2011-11-27,1.359454149504446
2011-11-28,28.830977371584712
2011-11-29,28.830977371584712
2011-11-30,1.359454149504446
2011-12-01,1.359454149504446
2011-12-02,31.722716658119477
2011-12-03,72.9784466044254
2011-12-04,1.359454149504446
2011-12-05,1.359454149504446
2011-12-06,1.359454149504446
2011-12-07,1.359454149504446
2011-12-08,1.359454149504446
2011-12-09,62.825748230023535
2011-12-10,1.359454149504446
2011-12-11,1.359454149504446
2011-12-12,30.63934323155917
2011-12-13,116.22173290727888
2011-12-14,59.47032060314388
2011-12-15,1.359454149504446
2011-12-16,1.359454149504446
2011-12-17,1.359454149504446
2011-12-18,1.359454149504446
2011-12-19,1.359454149504446
2011-12-20,31.91238188730068
2011-12-21,1.359454149504446
2011-12-22,1.359454149504446
2011-12-23,1.359454149504446
2011-12-24,1.359454149504446
2011-12-25,44.642768444715784
2011-12-26,1.359454149504446
2011-12-27,1.359454149504446
2011-12-28,31.722716658119477
2011-12-29,1.359454149504446
2011-12-30,1.359454149504446
2011-12-31,1.359454149504446
2012-01-01,1.359454149504446
2012-01-02,1.359454149504446
2012-01-03,1.359454149504446
2012-01-04,1.359454149504446
2012-01-05,1.359454149504446
2012-01-06,32.548901215171426
2012-01-07,1.359454149504446
2012-01-08,1.359454149504446
2012-01-09,56.751412304135
2012-01-10,1.359454149504446
2012-01-11,1.359454149504446
2012-01-12,55.579565772031295
2012-01-13,1.359454149504446
2012-01-14,1.359454149504446
2012-01-15,1.359454149504446
2012-01-16,1.359454149504446
2012-01-17,83.50000070458157
2012-01-18,55.39195815463054
2012-01-19,1.359454149504446
2012-01-20,1.359454149504446
2012-01-21,66.90411067853688
2012-01-22,1.359454149504446
2012-01-23,1.359454149504446
2012-01-24,27.385107728317326
2012-01-25,1.359454149504446
2012-01-26,1.359454149504446
2012-01-27,56.38891608742792
2012-01-28,1.4458696432673823
2012-01-29,1.4458696432673823
2012-01-30,1.4458696432673823
2012-01-31,53.49717680089316
2012-02-01,54.94304644416054
2012-02-02,1.4458696432673823
2012-02-03,56.38891608742792
2012-02-04,1.4458696432673823
2012-02-05,1.4458696432673823
2012-02-06,1.4458696432673823
2012-02-07,53.49717680089316
2012-02-08,1.4458696432673823
2012-02-09,1.4458696432673823
2012-02-10,1.4458696432673823
2012-02-11,1.4458696432673823
2012-02-12,62.17239466049745
2012-02-13,1.4458696432673823
2012-02-14,53.49717680089316
2012-02-15,1.4458696432673823
2012-02-16,54.94304644416054
2012-02-17,1.4458696432673823
2012-02-18,1.4458696432673823
2012-02-19,1.4458696432673823
2012-02-20,1.4458696432673823
2012-02-21,1.4458696432673823
2012-02-22,1.4458696432673823
2012-02-23,1.4458696432673823
2012-02-24,1.4458696432673823
2012-02-25,63.61826430376483
2012-02-26,1.4458696432673823
2012-02-27,1.4458696432673823
2012-02-28,1.4458696432673823
2012-02-29,53.49717680089316
2012-03-01,1.4458696432673823
2012-03-02,1.4458696432673823
2012-03-03,1.4458696432673823
2012-03-04,1.4458696432673823
2012-03-05,1.4458696432673823
2012-03-06,53.49717680089316
2012-03-07,53.49717680089316
2012-03-08,1.4458696432673823
2012-03-09,1.4458696432673823
2012-03-10,1.4458696432673823
2012-03-11,1.4458696432673823
2012-03-12,1.4458696432673823
2012-03-13,53.49717680089316
2012-03-14,1.4458696432673823
2012-03-15,53.49717680089316
2012-03-16,1.4458696432673823
2012-03-17,1.4458696432673823
2012-03-18,1.4458696432673823
