date,ULTA stock
2014-12-01,8
2014-12-02,23
2014-12-03,0
2014-12-04,40
2014-12-05,42
2014-12-06,0
2014-12-07,28
2014-12-08,24
2014-12-09,0
2014-12-10,8
2014-12-11,16
2014-12-12,8
2014-12-13,0
2014-12-14,0
2014-12-15,0
2014-12-16,16
2014-12-17,8
2014-12-18,0
2014-12-19,26
2014-12-20,0
2014-12-21,0
2014-12-22,0
2014-12-23,18
2014-12-24,10
2014-12-25,0
2014-12-26,19
2014-12-27,10
2014-12-28,0
2014-12-29,9
2014-12-30,0
2014-12-31,29
2015-01-01,0
2015-01-02,18
2015-01-03,9
2015-01-04,0
2015-01-05,0
2015-01-06,8
2015-01-07,16
2015-01-08,31
2015-01-09,8
2015-01-10,9
2015-01-11,9
2015-01-12,8
2015-01-13,8
2015-01-14,8
2015-01-15,8
2015-01-16,0
2015-01-17,0
2015-01-18,0
2015-01-19,0
2015-01-20,8
2015-01-21,8
2015-01-22,39
2015-01-23,16
2015-01-24,0
2015-01-25,9
2015-01-26,8
2015-01-27,30
2015-01-28,15
2015-01-29,8
2015-01-30,16
2015-01-31,9
2015-02-01,0
2015-02-02,7
2015-02-03,0
2015-02-04,0
2015-02-05,8
2015-02-06,8
2015-02-07,0
2015-02-08,9
2015-02-09,15
2015-02-10,15
2015-02-11,15
2015-02-12,16
2015-02-13,16
2015-02-14,9
2015-02-15,0
2015-02-16,0
2015-02-17,23
2015-02-18,8
2015-02-19,8
2015-02-20,16
2015-02-21,9
2015-02-22,0
2015-02-23,15
2015-02-24,7
2015-02-25,0
2015-02-26,15
2015-02-27,15
2015-02-28,17
2015-03-01,0
2015-03-02,15
2015-03-03,0
2015-03-04,23
2015-03-05,23
2015-03-06,16
2015-03-07,27
2015-03-08,0
2015-03-09,22
2015-03-10,0
2015-03-11,45
2015-03-12,100
2015-03-13,55
2015-03-14,27
2015-03-15,26
2015-03-16,23
2015-03-17,7
2015-03-18,15
2015-03-19,8
2015-03-20,8
2015-03-21,9
2015-03-22,0
2015-03-23,7
2015-03-24,7
2015-03-25,0
2015-03-26,0
2015-03-27,16
2015-03-28,0
2015-03-29,18
2015-03-30,0
2015-03-31,0
2015-04-01,23
2015-04-02,0
2015-04-03,9
2015-04-04,9
2015-04-05,9
2015-04-06,16
2015-04-07,8
2015-04-08,0
2015-04-09,8
2015-04-10,8
2015-04-11,0
2015-04-12,9
2015-04-13,15
2015-04-14,0
2015-04-15,0
2015-04-16,8
2015-04-17,24
2015-04-18,9
2015-04-19,0
2015-04-20,0
2015-04-21,8
2015-04-22,7
2015-04-23,0
2015-04-24,0
2015-04-25,9
2015-04-26,9
2015-04-27,7
2015-04-28,0
2015-04-29,8
2015-04-30,8
2015-05-01,0
2015-05-02,0
2015-05-03,9
2015-05-04,23
2015-05-05,0
2015-05-06,7
2015-05-07,15
2015-05-08,0
2015-05-09,0
2015-05-10,0
2015-05-11,23
2015-05-12,7
2015-05-13,0
2015-05-14,15
2015-05-15,8
2015-05-16,9
2015-05-17,0
2015-05-18,0
2015-05-19,7
2015-05-20,15
2015-05-21,8
2015-05-22,16
2015-05-23,9
2015-05-24,0
2015-05-25,8
2015-05-26,7
2015-05-27,30
2015-05-28,23
2015-05-29,55
2015-05-30,9
2015-05-31,0
2015-06-01,52
2015-06-02,30
2015-06-03,0
2015-06-04,8
2015-06-05,32
2015-06-06,0
2015-06-07,0
2015-06-08,7
2015-06-09,7
2015-06-10,15
2015-06-11,15
2015-06-12,24
2015-06-13,9
2015-06-14,0
2015-06-15,0
2015-06-16,15
2015-06-17,0
2015-06-18,8
2015-06-19,0
2015-06-20,0
2015-06-21,0
2015-06-22,7
2015-06-23,7
2015-06-24,8
2015-06-25,0
2015-06-26,8
2015-06-27,0
2015-06-28,9
2015-06-29,0
2015-06-30,8
2015-07-01,0
2015-07-02,0
2015-07-03,8
2015-07-04,28
2015-07-05,9
2015-07-06,7
2015-07-07,0
2015-07-08,7
2015-07-09,38
2015-07-10,8
2015-07-11,9
2015-07-12,0
2015-07-13,15
2015-07-14,23
2015-07-15,23
2015-07-16,8
2015-07-17,8
2015-07-18,20
2015-07-19,0
2015-07-20,8
2015-07-21,15
2015-07-22,31
2015-07-23,8
2015-07-24,8
2015-07-25,0
2015-07-26,0
2015-07-27,22
2015-07-28,30
2015-07-29,8
2015-07-30,0
2015-07-31,16
2015-08-01,9
2015-08-02,0
2015-08-03,8
2015-08-04,8
2015-08-05,15
2015-08-06,8
2015-08-07,24
2015-08-08,0
2015-08-09,0
2015-08-10,23
2015-08-11,15
2015-08-12,8
2015-08-13,8
2015-08-14,24
2015-08-15,0
2015-08-16,9
2015-08-17,0
2015-08-18,15
