date,ULTA stock
2013-11-06,11
2013-11-07,23
2013-11-08,12
2013-11-09,14
2013-11-10,0
2013-11-11,17
2013-11-12,23
2013-11-13,0
2013-11-14,11
2013-11-15,24
2013-11-16,14
2013-11-17,0
2013-11-18,34
2013-11-19,22
2013-11-20,22
2013-11-21,11
2013-11-22,0
2013-11-23,0
2013-11-24,13
2013-11-25,11
2013-11-26,22
2013-11-27,23
2013-11-28,12
2013-11-29,12
2013-11-30,13
2013-12-01,0
2013-12-02,11
2013-12-03,22
2013-12-04,22
2013-12-05,28
2013-12-06,100
2013-12-07,20
2013-12-08,0
2013-12-09,17
2013-12-10,67
2013-12-11,34
2013-12-12,40
2013-12-13,12
2013-12-14,14
2013-12-15,27
2013-12-16,34
2013-12-17,12
2013-12-18,17
2013-12-19,47
2013-12-20,0
2013-12-21,28
2013-12-22,0
2013-12-23,32
2013-12-24,42
2013-12-25,30
2013-12-26,19
2013-12-27,13
2013-12-28,14
2013-12-29,27
2013-12-30,25
2013-12-31,14
2014-01-01,15
2014-01-02,0
2014-01-03,24
2014-01-04,26
2014-01-05,0
2014-01-06,17
2014-01-07,11
2014-01-08,22
2014-01-09,22
2014-01-10,40
2014-01-11,26
2014-01-12,13
2014-01-13,32
2014-01-14,32
2014-01-15,27
2014-01-16,33
2014-01-17,23
2014-01-18,13
2014-01-19,13
2014-01-20,11
2014-01-21,22
2014-01-22,21
2014-01-23,27
2014-01-24,33
2014-01-25,0
2014-01-26,13
2014-01-27,32
2014-01-28,11
2014-01-29,16
2014-01-30,22
2014-01-31,34
2014-02-01,13
2014-02-02,12
2014-02-03,0
2014-02-04,0
2014-02-05,11
2014-02-06,15
2014-02-07,24
2014-02-08,13
2014-02-09,12
2014-02-10,21
2014-02-11,11
2014-02-12,0
2014-02-13,11
2014-02-14,23
2014-02-15,0
2014-02-16,12
2014-02-17,21
2014-02-18,32
2014-02-19,32
2014-02-20,44
2014-02-21,22
2014-02-22,12
2014-02-23,25
2014-02-24,37
2014-02-25,0
2014-02-26,16
2014-02-27,32
2014-02-28,23
2014-03-01,13
2014-03-02,13
2014-03-03,16
2014-03-04,22
2014-03-05,11
2014-03-06,16
2014-03-07,11
2014-03-08,13
2014-03-09,25
2014-03-10,11
2014-03-11,11
2014-03-12,11
2014-03-13,32
2014-03-14,28
2014-03-15,13
2014-03-16,0
2014-03-17,21
2014-03-18,11
2014-03-19,11
2014-03-20,32
2014-03-21,23
2014-03-22,13
2014-03-23,0
2014-03-24,10
2014-03-25,16
2014-03-26,0
2014-03-27,27
2014-03-28,34
2014-03-29,13
2014-03-30,0
2014-03-31,11
2014-04-01,32
2014-04-02,11
2014-04-03,0
2014-04-04,11
2014-04-05,0
2014-04-06,37
2014-04-07,21
2014-04-08,11
2014-04-09,11
2014-04-10,22
2014-04-11,11
2014-04-12,26
2014-04-13,13
2014-04-14,0
2014-04-15,16
2014-04-16,11
2014-04-17,29
2014-04-18,0
2014-04-19,40
2014-04-20,14
2014-04-21,12
2014-04-22,11
2014-04-23,11
2014-04-24,27
2014-04-25,23
2014-04-26,0
2014-04-27,0
2014-04-28,0
2014-04-29,32
2014-04-30,16
2014-05-01,24
2014-05-02,23
2014-05-03,13
2014-05-04,0
2014-05-05,11
2014-05-06,0
2014-05-07,0
2014-05-08,16
2014-05-09,23
2014-05-10,13
2014-05-11,25
2014-05-12,21
2014-05-13,16
2014-05-14,11
2014-05-15,16
2014-05-16,22
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,21
2014-05-21,0
2014-05-22,12
2014-05-23,12
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,23
2014-05-28,12
2014-05-29,12
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,12
2014-06-04,12
2014-06-05,18
2014-06-06,50
2014-06-07,15
2014-06-08,0
2014-06-09,0
2014-06-10,30
2014-06-11,65
2014-06-12,24
2014-06-13,12
2014-06-14,14
2014-06-15,0
2014-06-16,35
2014-06-17,24
2014-06-18,12
2014-06-19,0
2014-06-20,13
2014-06-21,15
2014-06-22,14
2014-06-23,12
2014-06-24,12
2014-06-25,12
2014-06-26,0
2014-06-27,13
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,12
2014-07-02,12
2014-07-03,0
2014-07-04,13
2014-07-05,15
2014-07-06,0
2014-07-07,12
2014-07-08,0
2014-07-09,12
2014-07-10,0
2014-07-11,25
2014-07-12,0
2014-07-13,14
2014-07-14,18
2014-07-15,0
2014-07-16,12
2014-07-17,0
2014-07-18,13
2014-07-19,15
2014-07-20,15
2014-07-21,12
2014-07-22,0
2014-07-23,0
2014-07-24,12
