date,ULTA stock
2014-07-24,15
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,10
2014-07-29,0
2014-07-30,10
2014-07-31,15
2014-08-01,0
2014-08-02,12
2014-08-03,12
2014-08-04,0
2014-08-05,10
2014-08-06,0
2014-08-07,0
2014-08-08,10
2014-08-09,12
2014-08-10,12
2014-08-11,10
2014-08-12,9
2014-08-13,10
2014-08-14,0
2014-08-15,10
2014-08-16,0
2014-08-17,0
2014-08-18,0
2014-08-19,9
2014-08-20,0
2014-08-21,0
2014-08-22,20
2014-08-23,0
2014-08-24,0
2014-08-25,9
2014-08-26,14
2014-08-27,9
2014-08-28,9
2014-08-29,0
2014-08-30,0
2014-08-31,11
2014-09-01,0
2014-09-02,9
2014-09-03,9
2014-09-04,0
2014-09-05,10
2014-09-06,0
2014-09-07,11
2014-09-08,14
2014-09-09,9
2014-09-10,9
2014-09-11,32
2014-09-12,100
2014-09-13,16
2014-09-14,11
2014-09-15,18
2014-09-16,9
2014-09-17,23
2014-09-18,18
2014-09-19,19
2014-09-20,11
2014-09-21,11
2014-09-22,18
2014-09-23,18
2014-09-24,18
2014-09-25,14
2014-09-26,14
2014-09-27,22
2014-09-28,11
2014-09-29,9
2014-09-30,9
2014-10-01,9
2014-10-02,0
2014-10-03,10
2014-10-04,0
2014-10-05,0
2014-10-06,9
2014-10-07,9
2014-10-08,9
2014-10-09,9
2014-10-10,9
2014-10-11,16
2014-10-12,0
2014-10-13,9
2014-10-14,35
2014-10-15,18
2014-10-16,9
2014-10-17,14
2014-10-18,11
2014-10-19,0
2014-10-20,9
2014-10-21,9
2014-10-22,18
2014-10-23,18
2014-10-24,9
2014-10-25,11
2014-10-26,0
2014-10-27,9
2014-10-28,9
2014-10-29,18
2014-10-30,9
2014-10-31,9
2014-11-01,0
2014-11-02,15
2014-11-03,0
2014-11-04,0
2014-11-05,13
2014-11-06,9
2014-11-07,14
2014-11-08,0
2014-11-09,0
2014-11-10,9
2014-11-11,0
2014-11-12,9
2014-11-13,13
2014-11-14,27
2014-11-15,0
2014-11-16,0
2014-11-17,9
2014-11-18,9
2014-11-19,18
2014-11-20,0
2014-11-21,9
2014-11-22,10
2014-11-23,10
2014-11-24,13
2014-11-25,13
2014-11-26,0
2014-11-27,0
2014-11-28,9
2014-11-29,10
2014-11-30,10
2014-12-01,8
2014-12-02,13
2014-12-03,0
2014-12-04,26
2014-12-05,31
2014-12-06,10
2014-12-07,10
2014-12-08,17
2014-12-09,17
2014-12-10,13
2014-12-11,0
2014-12-12,0
2014-12-13,0
2014-12-14,0
2014-12-15,17
2014-12-16,17
2014-12-17,27
2014-12-18,27
2014-12-19,14
2014-12-20,11
2014-12-21,21
2014-12-22,0
2014-12-23,10
2014-12-24,16
2014-12-25,0
2014-12-26,0
2014-12-27,10
2014-12-28,11
2014-12-29,23
2014-12-30,9
2014-12-31,10
2015-01-01,11
2015-01-02,10
2015-01-03,20
2015-01-04,0
2015-01-05,0
2015-01-06,26
2015-01-07,25
2015-01-08,25
2015-01-09,17
2015-01-10,10
2015-01-11,10
2015-01-12,8
2015-01-13,8
2015-01-14,0
2015-01-15,17
2015-01-16,17
2015-01-17,29
2015-01-18,0
2015-01-19,8
2015-01-20,12
2015-01-21,8
2015-01-22,25
2015-01-23,9
2015-01-24,10
2015-01-25,10
2015-01-26,8
2015-01-27,20
2015-01-28,8
2015-01-29,0
2015-01-30,9
2015-01-31,0
2015-02-01,0
2015-02-02,8
2015-02-03,8
2015-02-04,16
2015-02-05,8
2015-02-06,26
2015-02-07,10
2015-02-08,10
2015-02-09,16
2015-02-10,8
2015-02-11,24
2015-02-12,17
2015-02-13,26
2015-02-14,10
2015-02-15,10
2015-02-16,9
2015-02-17,17
2015-02-18,8
2015-02-19,8
2015-02-20,17
2015-02-21,0
2015-02-22,10
2015-02-23,16
2015-02-24,8
2015-02-25,16
2015-02-26,16
2015-02-27,8
2015-02-28,9
2015-03-01,9
2015-03-02,16
2015-03-03,16
2015-03-04,20
2015-03-05,17
2015-03-06,17
2015-03-07,29
2015-03-08,0
2015-03-09,12
2015-03-10,16
2015-03-11,45
2015-03-12,62
2015-03-13,97
2015-03-14,19
2015-03-15,9
2015-03-16,32
2015-03-17,16
2015-03-18,8
2015-03-19,16
2015-03-20,17
2015-03-21,10
2015-03-22,0
2015-03-23,8
2015-03-24,20
2015-03-25,12
2015-03-26,0
2015-03-27,17
2015-03-28,10
2015-03-29,10
2015-03-30,0
2015-03-31,8
2015-04-01,25
2015-04-02,9
2015-04-03,9
2015-04-04,10
2015-04-05,15
2015-04-06,9
2015-04-07,8
2015-04-08,8
2015-04-09,20
2015-04-10,13
