date,ULTA stock
2016-05-04,12
2016-05-05,16
2016-05-06,9
2016-05-07,0
2016-05-08,8
2016-05-09,10
2016-05-10,14
2016-05-11,15
2016-05-12,14
2016-05-13,23
2016-05-14,4
2016-05-15,0
2016-05-16,9
2016-05-17,19
2016-05-18,14
2016-05-19,10
2016-05-20,13
2016-05-21,10
2016-05-22,6
2016-05-23,14
2016-05-24,9
2016-05-25,16
2016-05-26,46
2016-05-27,73
2016-05-28,18
2016-05-29,10
2016-05-30,5
2016-05-31,26
2016-06-01,23
2016-06-02,11
2016-06-03,22
2016-06-04,6
2016-06-05,8
2016-06-06,10
2016-06-07,9
2016-06-08,12
2016-06-09,5
2016-06-10,15
2016-06-11,6
2016-06-12,4
2016-06-13,16
2016-06-14,12
2016-06-15,9
2016-06-16,9
2016-06-17,26
2016-06-18,17
2016-06-19,4
2016-06-20,14
2016-06-21,7
2016-06-22,14
2016-06-23,7
2016-06-24,26
2016-06-25,4
2016-06-26,16
2016-06-27,30
2016-06-28,16
2016-06-29,23
2016-06-30,23
2016-07-01,11
2016-07-02,6
2016-07-03,4
2016-07-04,4
2016-07-05,11
2016-07-06,11
2016-07-07,11
2016-07-08,10
2016-07-09,0
2016-07-10,4
2016-07-11,17
2016-07-12,29
2016-07-13,19
2016-07-14,14
2016-07-15,25
2016-07-16,9
2016-07-17,0
2016-07-18,7
2016-07-19,6
2016-07-20,17
2016-07-21,11
2016-07-22,15
2016-07-23,4
2016-07-24,4
2016-07-25,13
2016-07-26,18
2016-07-27,11
2016-07-28,17
2016-07-29,19
2016-07-30,9
2016-07-31,11
2016-08-01,17
2016-08-02,18
2016-08-03,20
2016-08-04,4
2016-08-05,14
2016-08-06,7
2016-08-07,9
2016-08-08,4
2016-08-09,15
2016-08-10,15
2016-08-11,12
2016-08-12,10
2016-08-13,9
2016-08-14,5
2016-08-15,10
2016-08-16,12
2016-08-17,10
2016-08-18,14
2016-08-19,22
2016-08-20,7
2016-08-21,9
2016-08-22,15
2016-08-23,15
2016-08-24,32
2016-08-25,65
2016-08-26,100
2016-08-27,15
2016-08-28,15
2016-08-29,31
2016-08-30,16
2016-08-31,43
2016-09-01,15
2016-09-02,26
2016-09-03,8
2016-09-04,10
2016-09-05,9
2016-09-06,12
2016-09-07,11
2016-09-08,9
2016-09-09,9
2016-09-10,13
2016-09-11,4
2016-09-12,18
2016-09-13,23
2016-09-14,13
2016-09-15,16
2016-09-16,21
2016-09-17,8
2016-09-18,6
2016-09-19,12
2016-09-20,11
2016-09-21,19
2016-09-22,11
2016-09-23,15
2016-09-24,17
2016-09-25,6
2016-09-26,14
2016-09-27,19
2016-09-28,16
2016-09-29,16
2016-09-30,11
2016-10-01,6
2016-10-02,0
2016-10-03,5
2016-10-04,16
2016-10-05,16
2016-10-06,19
2016-10-07,15
2016-10-08,8
2016-10-09,8
2016-10-10,5
2016-10-11,9
2016-10-12,11
2016-10-13,63
2016-10-14,33
2016-10-15,10
2016-10-16,8
2016-10-17,15
2016-10-18,17
2016-10-19,23
2016-10-20,12
2016-10-21,15
2016-10-22,4
2016-10-23,6
2016-10-24,24
2016-10-25,14
2016-10-26,12
2016-10-27,9
2016-10-28,17
2016-10-29,8
2016-10-30,4
2016-10-31,16
2016-11-01,22
2016-11-02,11
2016-11-03,24
2016-11-04,11
2016-11-05,10
2016-11-06,4
2016-11-07,12
2016-11-08,17
2016-11-09,19
2016-11-10,7
2016-11-11,9
2016-11-12,4
2016-11-13,12
2016-11-14,19
2016-11-15,17
2016-11-16,10
2016-11-17,10
2016-11-18,7
2016-11-19,6
2016-11-20,12
2016-11-21,9
2016-11-22,12
2016-11-23,15
2016-11-24,4
2016-11-25,30
2016-11-26,14
2016-11-27,10
2016-11-28,25
2016-11-29,23
2016-11-30,35
2016-12-01,46
2016-12-02,65
2016-12-03,13
2016-12-04,9
2016-12-05,18
2016-12-06,29
2016-12-07,23
2016-12-08,25
2016-12-09,23
2016-12-10,6
2016-12-11,6
2016-12-12,18
2016-12-13,17
2016-12-14,15
2016-12-15,19
2016-12-16,14
2016-12-17,8
2016-12-18,0
2016-12-19,24
2016-12-20,16
2016-12-21,22
2016-12-22,13
2016-12-23,15
2016-12-24,15
2016-12-25,9
2016-12-26,9
2016-12-27,14
2016-12-28,13
2016-12-29,7
2016-12-30,6
2016-12-31,6
2017-01-01,8
2017-01-02,7
2017-01-03,25
2017-01-04,19
2017-01-05,21
2017-01-06,21
2017-01-07,11
2017-01-08,11
2017-01-09,20
2017-01-10,16
2017-01-11,15
2017-01-12,16
2017-01-13,22
2017-01-14,11
2017-01-15,7
2017-01-16,5
2017-01-17,27
2017-01-18,13
2017-01-19,11
