date,ULTA stock
2015-12-26,0
2015-12-27,8
2015-12-28,3
2015-12-29,7
2015-12-30,17
2015-12-31,4
2016-01-01,0
2016-01-02,0
2016-01-03,4
2016-01-04,7
2016-01-05,10
2016-01-06,3
2016-01-07,10
2016-01-08,7
2016-01-09,8
2016-01-10,0
2016-01-11,6
2016-01-12,6
2016-01-13,10
2016-01-14,3
2016-01-15,7
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,6
2016-01-20,7
2016-01-21,7
2016-01-22,3
2016-01-23,0
2016-01-24,7
2016-01-25,6
2016-01-26,13
2016-01-27,10
2016-01-28,10
2016-01-29,3
2016-01-30,4
2016-01-31,0
2016-02-01,0
2016-02-02,3
2016-02-03,19
2016-02-04,0
2016-02-05,17
2016-02-06,8
2016-02-07,7
2016-02-08,3
2016-02-09,10
2016-02-10,13
2016-02-11,3
2016-02-12,17
2016-02-13,0
2016-02-14,7
2016-02-15,0
2016-02-16,10
2016-02-17,10
2016-02-18,6
2016-02-19,3
2016-02-20,4
2016-02-21,7
2016-02-22,3
2016-02-23,6
2016-02-24,16
2016-02-25,10
2016-02-26,3
2016-02-27,4
2016-02-28,4
2016-02-29,3
2016-03-01,22
2016-03-02,16
2016-03-03,10
2016-03-04,3
2016-03-05,15
2016-03-06,0
2016-03-07,3
2016-03-08,10
2016-03-09,13
2016-03-10,68
2016-03-11,60
2016-03-12,15
2016-03-13,4
2016-03-14,19
2016-03-15,16
2016-03-16,13
2016-03-17,10
2016-03-18,0
2016-03-19,0
2016-03-20,0
2016-03-21,10
2016-03-22,0
2016-03-23,7
2016-03-24,10
2016-03-25,4
2016-03-26,8
2016-03-27,0
2016-03-28,17
2016-03-29,13
2016-03-30,6
2016-03-31,10
2016-04-01,17
2016-04-02,0
2016-04-03,4
2016-04-04,16
2016-04-05,3
2016-04-06,13
2016-04-07,13
2016-04-08,24
2016-04-09,4
2016-04-10,4
2016-04-11,19
2016-04-12,19
2016-04-13,10
2016-04-14,23
2016-04-15,10
2016-04-16,11
2016-04-17,4
2016-04-18,10
2016-04-19,26
2016-04-20,10
2016-04-21,16
2016-04-22,17
2016-04-23,4
2016-04-24,0
2016-04-25,6
2016-04-26,6
2016-04-27,22
2016-04-28,7
2016-04-29,10
2016-04-30,0
2016-05-01,4
2016-05-02,3
2016-05-03,10
2016-05-04,7
2016-05-05,10
2016-05-06,3
2016-05-07,0
2016-05-08,11
2016-05-09,7
2016-05-10,13
2016-05-11,13
2016-05-12,6
2016-05-13,17
2016-05-14,0
2016-05-15,0
2016-05-16,3
2016-05-17,6
2016-05-18,13
2016-05-19,10
2016-05-20,20
2016-05-21,8
2016-05-22,0
2016-05-23,10
2016-05-24,3
2016-05-25,7
2016-05-26,44
2016-05-27,80
2016-05-28,19
2016-05-29,11
2016-05-30,3
2016-05-31,23
2016-06-01,20
2016-06-02,23
2016-06-03,31
2016-06-04,0
2016-06-05,11
2016-06-06,13
2016-06-07,10
2016-06-08,10
2016-06-09,7
2016-06-10,14
2016-06-11,4
2016-06-12,4
2016-06-13,13
2016-06-14,10
2016-06-15,3
2016-06-16,16
2016-06-17,17
2016-06-18,4
2016-06-19,0
2016-06-20,6
2016-06-21,13
2016-06-22,26
2016-06-23,13
2016-06-24,31
2016-06-25,4
2016-06-26,8
2016-06-27,10
2016-06-28,10
2016-06-29,20
2016-06-30,20
2016-07-01,3
2016-07-02,0
2016-07-03,4
2016-07-04,7
2016-07-05,7
2016-07-06,17
2016-07-07,14
2016-07-08,11
2016-07-09,0
2016-07-10,4
2016-07-11,17
2016-07-12,21
2016-07-13,17
2016-07-14,13
2016-07-15,39
2016-07-16,4
2016-07-17,0
2016-07-18,3
2016-07-19,7
2016-07-20,10
2016-07-21,10
2016-07-22,11
2016-07-23,8
2016-07-24,4
2016-07-25,7
2016-07-26,0
2016-07-27,0
2016-07-28,17
2016-07-29,11
2016-07-30,12
2016-07-31,16
2016-08-01,14
2016-08-02,3
2016-08-03,17
2016-08-04,0
2016-08-05,7
2016-08-06,8
2016-08-07,4
2016-08-08,0
2016-08-09,21
2016-08-10,21
2016-08-11,7
2016-08-12,8
2016-08-13,0
2016-08-14,8
2016-08-15,15
2016-08-16,11
2016-08-17,14
2016-08-18,0
2016-08-19,19
2016-08-20,8
2016-08-21,8
2016-08-22,11
2016-08-23,25
2016-08-24,25
2016-08-25,64
2016-08-26,100
2016-08-27,4
2016-08-28,4
2016-08-29,20
2016-08-30,17
2016-08-31,27
2016-09-01,14
2016-09-02,36
2016-09-03,12
2016-09-04,12
2016-09-05,14
2016-09-06,23
2016-09-07,17
2016-09-08,10
2016-09-09,18
2016-09-10,8
2016-09-11,4
