date,ULTA stock
2017-05-29,8
2017-05-30,17
2017-05-31,18
2017-06-01,20
2017-06-02,21
2017-06-03,6
2017-06-04,11
2017-06-05,20
2017-06-06,20
2017-06-07,18
2017-06-08,9
2017-06-09,11
2017-06-10,8
2017-06-11,3
2017-06-12,21
2017-06-13,12
2017-06-14,20
2017-06-15,12
2017-06-16,12
2017-06-17,6
2017-06-18,5
2017-06-19,13
2017-06-20,5
2017-06-21,11
2017-06-22,14
2017-06-23,13
2017-06-24,5
2017-06-25,6
2017-06-26,11
2017-06-27,5
2017-06-28,16
2017-06-29,11
2017-06-30,7
2017-07-01,6
2017-07-02,9
2017-07-03,4
2017-07-04,4
2017-07-05,7
2017-07-06,14
2017-07-07,14
2017-07-08,5
2017-07-09,3
2017-07-10,11
2017-07-11,34
2017-07-12,26
2017-07-13,15
2017-07-14,14
2017-07-15,8
2017-07-16,3
2017-07-17,18
2017-07-18,23
2017-07-19,22
2017-07-20,20
2017-07-21,15
2017-07-22,9
2017-07-23,3
2017-07-24,13
2017-07-25,15
2017-07-26,29
2017-07-27,20
2017-07-28,15
2017-07-29,13
2017-07-30,9
2017-07-31,15
2017-08-01,22
2017-08-02,31
2017-08-03,22
2017-08-04,19
2017-08-05,5
2017-08-06,6
2017-08-07,22
2017-08-08,13
2017-08-09,10
2017-08-10,16
2017-08-11,8
2017-08-12,8
2017-08-13,0
2017-08-14,21
2017-08-15,24
2017-08-16,18
2017-08-17,20
2017-08-18,12
2017-08-19,6
2017-08-20,12
2017-08-21,29
2017-08-22,25
2017-08-23,21
2017-08-24,61
2017-08-25,100
2017-08-26,23
2017-08-27,9
2017-08-28,34
2017-08-29,36
2017-08-30,32
2017-08-31,31
2017-09-01,18
2017-09-02,6
2017-09-03,3
2017-09-04,4
2017-09-05,22
2017-09-06,13
2017-09-07,25
2017-09-08,24
2017-09-09,9
2017-09-10,6
2017-09-11,13
2017-09-12,23
2017-09-13,16
2017-09-14,10
2017-09-15,20
2017-09-16,6
2017-09-17,6
2017-09-18,15
2017-09-19,4
2017-09-20,15
2017-09-21,13
2017-09-22,12
2017-09-23,4
2017-09-24,3
2017-09-25,16
2017-09-26,15
2017-09-27,20
2017-09-28,17
2017-09-29,15
2017-09-30,9
2017-10-01,6
2017-10-02,11
2017-10-03,9
2017-10-04,11
2017-10-05,8
2017-10-06,17
2017-10-07,3
2017-10-08,7
2017-10-09,10
2017-10-10,11
2017-10-11,16
2017-10-12,43
2017-10-13,40
2017-10-14,9
2017-10-15,6
2017-10-16,30
2017-10-17,21
2017-10-18,35
2017-10-19,31
2017-10-20,16
2017-10-21,6
2017-10-22,3
2017-10-23,14
2017-10-24,16
2017-10-25,12
2017-10-26,17
2017-10-27,5
2017-10-28,9
2017-10-29,8
2017-10-30,29
2017-10-31,14
2017-11-01,19
2017-11-02,11
2017-11-03,10
2017-11-04,7
2017-11-05,10
2017-11-06,22
2017-11-07,7
2017-11-08,17
2017-11-09,12
2017-11-10,13
2017-11-11,6
2017-11-12,6
2017-11-13,13
2017-11-14,14
2017-11-15,12
2017-11-16,17
2017-11-17,19
2017-11-18,4
2017-11-19,6
2017-11-20,18
2017-11-21,20
2017-11-22,14
2017-11-23,9
2017-11-24,9
2017-11-25,13
2017-11-26,6
2017-11-27,23
2017-11-28,18
2017-11-29,29
2017-11-30,52
2017-12-01,68
2017-12-02,11
2017-12-03,7
2017-12-04,22
2017-12-05,15
2017-12-06,15
2017-12-07,19
2017-12-08,13
2017-12-09,11
2017-12-10,6
2017-12-11,18
2017-12-12,13
2017-12-13,17
2017-12-14,15
2017-12-15,12
2017-12-16,6
2017-12-17,20
2017-12-18,12
2017-12-19,14
2017-12-20,12
2017-12-21,12
2017-12-22,15
2017-12-23,9
2017-12-24,5
2017-12-25,3
2017-12-26,8
2017-12-27,11
2017-12-28,8
2017-12-29,12
2017-12-30,6
2017-12-31,5
2018-01-01,3
2018-01-02,5
2018-01-03,39
2018-01-04,25
2018-01-05,14
2018-01-06,11
2018-01-07,14
2018-01-08,8
2018-01-09,17
2018-01-10,7
2018-01-11,15
2018-01-12,24
2018-01-13,10
2018-01-14,8
2018-01-15,6
2018-01-16,15
2018-01-17,6
2018-01-18,20
2018-01-19,14
2018-01-20,4
2018-01-21,5
2018-01-22,22
2018-01-23,26
2018-01-24,19
2018-01-25,6
2018-01-26,17
2018-01-27,8
2018-01-28,3
2018-01-29,13
2018-01-30,14
2018-01-31,9
2018-02-01,14
2018-02-02,22
2018-02-03,7
2018-02-04,4
2018-02-05,15
2018-02-06,9
2018-02-07,13
2018-02-08,17
2018-02-09,16
2018-02-10,10
2018-02-11,11
2018-02-12,34
2018-02-13,27
