date,Texas Instruments,isPartial
2015-04-10,47,False
2015-04-11,37,False
2015-04-12,26,False
2015-04-13,54,False
2015-04-14,61,False
2015-04-15,53,False
2015-04-16,68,False
2015-04-17,61,False
2015-04-18,34,False
2015-04-19,42,False
2015-04-20,48,False
2015-04-21,47,False
2015-04-22,61,False
2015-04-23,58,False
2015-04-24,52,False
2015-04-25,51,False
2015-04-26,34,False
2015-04-27,63,False
2015-04-28,43,False
2015-04-29,54,False
2015-04-30,63,False
2015-05-01,59,False
2015-05-02,36,False
2015-05-03,33,False
2015-05-04,40,False
2015-05-05,51,False
2015-05-06,44,False
2015-05-07,54,False
2015-05-08,65,False
2015-05-09,27,False
2015-05-10,25,False
2015-05-11,38,False
2015-05-12,59,False
2015-05-13,59,False
2015-05-14,41,False
2015-05-15,47,False
2015-05-16,36,False
2015-05-17,32,False
2015-05-18,48,False
2015-05-19,55,False
2015-05-20,56,False
2015-05-21,60,False
2015-05-22,35,False
2015-05-23,28,False
2015-05-24,34,False
2015-05-25,41,False
2015-05-26,40,False
2015-05-27,44,False
2015-05-28,52,False
2015-05-29,56,False
2015-05-30,28,False
2015-05-31,36,False
2015-06-01,54,False
2015-06-02,42,False
2015-06-03,53,False
2015-06-04,37,False
2015-06-05,60,False
2015-06-06,31,False
2015-06-07,38,False
2015-06-08,55,False
2015-06-09,40,False
2015-06-10,49,False
2015-06-11,45,False
2015-06-12,45,False
2015-06-13,44,False
2015-06-14,38,False
2015-06-15,45,False
2015-06-16,53,False
2015-06-17,52,False
2015-06-18,46,False
2015-06-19,40,False
2015-06-20,28,False
2015-06-21,45,False
2015-06-22,50,False
2015-06-23,62,False
2015-06-24,46,False
2015-06-25,60,False
2015-06-26,54,False
2015-06-27,28,False
2015-06-28,30,False
2015-06-29,44,False
2015-06-30,36,False
2015-07-01,41,False
2015-07-02,35,False
2015-07-03,37,False
2015-07-04,27,False
2015-07-05,27,False
2015-07-06,41,False
2015-07-07,45,False
2015-07-08,39,False
2015-07-09,50,False
2015-07-10,39,False
2015-07-11,20,False
2015-07-12,27,False
2015-07-13,55,False
2015-07-14,52,False
2015-07-15,40,False
2015-07-16,41,False
2015-07-17,48,False
2015-07-18,44,False
2015-07-19,36,False
2015-07-20,49,False
2015-07-21,49,False
2015-07-22,47,False
2015-07-23,37,False
2015-07-24,48,False
2015-07-25,31,False
2015-07-26,24,False
2015-07-27,46,False
2015-07-28,62,False
2015-07-29,52,False
2015-07-30,40,False
2015-07-31,49,False
2015-08-01,44,False
2015-08-02,46,False
2015-08-03,50,False
2015-08-04,62,False
2015-08-05,66,False
2015-08-06,59,False
2015-08-07,46,False
2015-08-08,45,False
2015-08-09,53,False
2015-08-10,58,False
2015-08-11,70,False
2015-08-12,67,False
2015-08-13,61,False
2015-08-14,62,False
2015-08-15,43,False
2015-08-16,45,False
2015-08-17,61,False
2015-08-18,72,False
2015-08-19,78,False
2015-08-20,74,False
2015-08-21,60,False
2015-08-22,38,False
2015-08-23,49,False
2015-08-24,69,False
2015-08-25,80,False
2015-08-26,67,False
2015-08-27,94,False
2015-08-28,68,False
2015-08-29,58,False
2015-08-30,65,False
2015-08-31,71,False
2015-09-01,87,False
2015-09-02,100,False
2015-09-03,80,False
2015-09-04,69,False
2015-09-05,66,False
2015-09-06,49,False
2015-09-07,71,False
2015-09-08,59,False
2015-09-09,85,False
2015-09-10,72,False
2015-09-11,60,False
2015-09-12,42,False
2015-09-13,53,False
2015-09-14,64,False
2015-09-15,76,False
2015-09-16,80,False
2015-09-17,73,False
2015-09-18,57,False
2015-09-19,46,False
2015-09-20,48,False
2015-09-21,75,False
2015-09-22,63,False
2015-09-23,64,False
2015-09-24,61,False
2015-09-25,52,False
2015-09-26,39,False
2015-09-27,38,False
2015-09-28,66,False
2015-09-29,76,False
2015-09-30,65,False
2015-10-01,75,False
2015-10-02,46,False
2015-10-03,46,False
2015-10-04,32,False
2015-10-05,58,False
2015-10-06,64,False
2015-10-07,56,False
2015-10-08,54,False
2015-10-09,55,False
2015-10-10,33,False
2015-10-11,35,False
2015-10-12,59,False
2015-10-13,59,False
2015-10-14,59,False
2015-10-15,55,False
2015-10-16,55,False
2015-10-17,34,False
2015-10-18,41,False
2015-10-19,68,False
2015-10-20,65,False
2015-10-21,67,False
2015-10-22,66,False
2015-10-23,69,False
2015-10-24,35,False
2015-10-25,33,False
2015-10-26,50,False
2015-10-27,60,False
2015-10-28,55,False
2015-10-29,59,False
2015-10-30,43,False
2015-10-31,35,False
2015-11-01,35,False
2015-11-02,50,False
2015-11-03,56,False
2015-11-04,65,False
2015-11-05,69,False
2015-11-06,52,False
2015-11-07,31,False
2015-11-08,32,False
2015-11-09,56,False
2015-11-10,48,False
2015-11-11,59,False
2015-11-12,47,False
2015-11-13,44,False
2015-11-14,40,False
2015-11-15,37,False
2015-11-16,62,False
2015-11-17,49,False
2015-11-18,58,False
2015-11-19,55,False
2015-11-20,60,False
2015-11-21,37,False
2015-11-22,36,False
2015-11-23,45,False
2015-11-24,44,False
2015-11-25,47,False
2015-11-26,37,False
2015-11-27,36,False
2015-11-28,37,False
2015-11-29,37,False
2015-11-30,44,False
2015-12-01,46,False
2015-12-02,53,False
2015-12-03,53,False
2015-12-04,43,False
2015-12-05,40,False
2015-12-06,30,False
2015-12-07,60,False
2015-12-08,53,False
2015-12-09,45,False
2015-12-10,59,False
2015-12-11,50,False
2015-12-12,39,False
2015-12-13,36,False
2015-12-14,61,False
2015-12-15,38,False
2015-12-16,39,False
2015-12-17,59,False
2015-12-18,36,False
2015-12-19,29,False
2015-12-20,26,False
2015-12-21,25,False
2015-12-22,31,False
2015-12-23,29,False
2015-12-24,23,False
2015-12-25,14,False
2015-12-26,19,False
