date,Texas Instruments,isPartial
2013-06-29,29,False
2013-06-30,24,False
2013-07-01,39,False
2013-07-02,52,False
2013-07-03,40,False
2013-07-04,55,False
2013-07-05,39,False
2013-07-06,23,False
2013-07-07,33,False
2013-07-08,47,False
2013-07-09,32,False
2013-07-10,60,False
2013-07-11,51,False
2013-07-12,49,False
2013-07-13,37,False
2013-07-14,31,False
2013-07-15,50,False
2013-07-16,36,False
2013-07-17,63,False
2013-07-18,53,False
2013-07-19,41,False
2013-07-20,28,False
2013-07-21,36,False
2013-07-22,53,False
2013-07-23,53,False
2013-07-24,42,False
2013-07-25,52,False
2013-07-26,42,False
2013-07-27,35,False
2013-07-28,41,False
2013-07-29,55,False
2013-07-30,57,False
2013-07-31,46,False
2013-08-01,57,False
2013-08-02,57,False
2013-08-03,44,False
2013-08-04,39,False
2013-08-05,59,False
2013-08-06,54,False
2013-08-07,56,False
2013-08-08,63,False
2013-08-09,49,False
2013-08-10,55,False
2013-08-11,44,False
2013-08-12,58,False
2013-08-13,81,False
2013-08-14,79,False
2013-08-15,83,False
2013-08-16,48,False
2013-08-17,42,False
2013-08-18,44,False
2013-08-19,62,False
2013-08-20,70,False
2013-08-21,76,False
2013-08-22,83,False
2013-08-23,73,False
2013-08-24,67,False
2013-08-25,50,False
2013-08-26,66,False
2013-08-27,74,False
2013-08-28,89,False
2013-08-29,91,False
2013-08-30,70,False
2013-08-31,70,False
2013-09-01,72,False
2013-09-02,75,False
2013-09-03,100,False
2013-09-04,90,False
2013-09-05,79,False
2013-09-06,72,False
2013-09-07,63,False
2013-09-08,70,False
2013-09-09,76,False
2013-09-10,81,False
2013-09-11,87,False
2013-09-12,84,False
2013-09-13,75,False
2013-09-14,40,False
2013-09-15,66,False
2013-09-16,62,False
2013-09-17,77,False
2013-09-18,76,False
2013-09-19,67,False
2013-09-20,56,False
2013-09-21,41,False
2013-09-22,50,False
2013-09-23,71,False
2013-09-24,65,False
2013-09-25,76,False
2013-09-26,85,False
2013-09-27,65,False
2013-09-28,52,False
2013-09-29,42,False
2013-09-30,52,False
2013-10-01,73,False
2013-10-02,59,False
2013-10-03,66,False
2013-10-04,62,False
2013-10-05,36,False
2013-10-06,45,False
2013-10-07,64,False
2013-10-08,66,False
2013-10-09,75,False
2013-10-10,76,False
2013-10-11,53,False
2013-10-12,39,False
2013-10-13,40,False
2013-10-14,56,False
2013-10-15,52,False
2013-10-16,57,False
2013-10-17,66,False
2013-10-18,53,False
2013-10-19,28,False
2013-10-20,53,False
2013-10-21,70,False
2013-10-22,68,False
2013-10-23,81,False
2013-10-24,66,False
2013-10-25,59,False
2013-10-26,44,False
2013-10-27,34,False
2013-10-28,60,False
2013-10-29,57,False
2013-10-30,73,False
2013-10-31,46,False
2013-11-01,47,False
2013-11-02,36,False
2013-11-03,43,False
2013-11-04,48,False
2013-11-05,68,False
2013-11-06,58,False
2013-11-07,59,False
2013-11-08,49,False
2013-11-09,42,False
2013-11-10,32,False
2013-11-11,55,False
2013-11-12,65,False
2013-11-13,49,False
2013-11-14,62,False
2013-11-15,45,False
2013-11-16,38,False
2013-11-17,39,False
2013-11-18,51,False
2013-11-19,62,False
2013-11-20,60,False
2013-11-21,48,False
2013-11-22,55,False
2013-11-23,30,False
2013-11-24,46,False
2013-11-25,54,False
2013-11-26,60,False
2013-11-27,55,False
2013-11-28,56,False
2013-11-29,44,False
2013-11-30,27,False
2013-12-01,31,False
