date,Texas Instruments,isPartial
2011-01-01,16,False
2011-01-02,19,False
2011-01-03,46,False
2011-01-04,62,False
2011-01-05,58,False
2011-01-06,41,False
2011-01-07,52,False
2011-01-08,39,False
2011-01-09,43,False
2011-01-10,53,False
2011-01-11,56,False
2011-01-12,69,False
2011-01-13,65,False
2011-01-14,35,False
2011-01-15,34,False
2011-01-16,32,False
2011-01-17,52,False
2011-01-18,51,False
2011-01-19,68,False
2011-01-20,61,False
2011-01-21,69,False
2011-01-22,31,False
2011-01-23,42,False
2011-01-24,64,False
2011-01-25,73,False
2011-01-26,62,False
2011-01-27,65,False
2011-01-28,56,False
2011-01-29,28,False
2011-01-30,31,False
2011-01-31,69,False
2011-02-01,46,False
2011-02-02,54,False
2011-02-03,63,False
2011-02-04,45,False
2011-02-05,43,False
2011-02-06,39,False
2011-02-07,47,False
2011-02-08,58,False
2011-02-09,57,False
2011-02-10,61,False
2011-02-11,44,False
2011-02-12,43,False
2011-02-13,37,False
2011-02-14,41,False
2011-02-15,54,False
2011-02-16,51,False
2011-02-17,50,False
2011-02-18,54,False
2011-02-19,45,False
2011-02-20,53,False
2011-02-21,50,False
2011-02-22,47,False
2011-02-23,45,False
2011-02-24,44,False
2011-02-25,44,False
2011-02-26,33,False
2011-02-27,39,False
2011-02-28,54,False
2011-03-01,42,False
2011-03-02,54,False
2011-03-03,58,False
2011-03-04,42,False
2011-03-05,30,False
2011-03-06,34,False
2011-03-07,43,False
2011-03-08,55,False
2011-03-09,45,False
2011-03-10,51,False
2011-03-11,44,False
2011-03-12,33,False
2011-03-13,30,False
2011-03-14,49,False
2011-03-15,40,False
2011-03-16,60,False
2011-03-17,52,False
2011-03-18,48,False
2011-03-19,35,False
2011-03-20,33,False
2011-03-21,46,False
2011-03-22,36,False
2011-03-23,37,False
2011-03-24,46,False
2011-03-25,45,False
2011-03-26,29,False
2011-03-27,39,False
2011-03-28,42,False
2011-03-29,50,False
2011-03-30,60,False
2011-03-31,53,False
2011-04-01,47,False
2011-04-02,44,False
2011-04-03,30,False
2011-04-04,78,False
2011-04-05,100,False
2011-04-06,64,False
2011-04-07,54,False
2011-04-08,70,False
2011-04-09,32,False
2011-04-10,23,False
2011-04-11,44,False
2011-04-12,51,False
2011-04-13,54,False
2011-04-14,49,False
2011-04-15,49,False
2011-04-16,32,False
2011-04-17,35,False
2011-04-18,36,False
2011-04-19,44,False
2011-04-20,49,False
2011-04-21,48,False
2011-04-22,27,False
2011-04-23,27,False
2011-04-24,29,False
2011-04-25,46,False
2011-04-26,44,False
2011-04-27,47,False
2011-04-28,46,False
2011-04-29,34,False
2011-04-30,37,False
2011-05-01,31,False
2011-05-02,43,False
2011-05-03,47,False
2011-05-04,45,False
2011-05-05,47,False
2011-05-06,39,False
2011-05-07,32,False
2011-05-08,26,False
2011-05-09,42,False
2011-05-10,68,False
2011-05-11,55,False
2011-05-12,54,False
2011-05-13,45,False
2011-05-14,32,False
2011-05-15,42,False
2011-05-16,35,False
2011-05-17,42,False
2011-05-18,64,False
2011-05-19,36,False
2011-05-20,38,False
2011-05-21,24,False
2011-05-22,29,False
2011-05-23,39,False
2011-05-24,51,False
2011-05-25,58,False
2011-05-26,50,False
2011-05-27,43,False
2011-05-28,31,False
2011-05-29,28,False
2011-05-30,34,False
2011-05-31,45,False
2011-06-01,42,False
2011-06-02,32,False
2011-06-03,38,False
2011-06-04,44,False
2011-06-05,37,False
2011-06-06,46,False
2011-06-07,37,False
2011-06-08,47,False
2011-06-09,45,False
2011-06-10,41,False
2011-06-11,29,False
2011-06-12,20,False
2011-06-13,41,False
2011-06-14,51,False
2011-06-15,41,False
2011-06-16,43,False
2011-06-17,29,False
2011-06-18,29,False
2011-06-19,26,False
2011-06-20,34,False
2011-06-21,41,False
2011-06-22,50,False
2011-06-23,35,False
2011-06-24,38,False
2011-06-25,31,False
2011-06-26,26,False
2011-06-27,40,False
2011-06-28,39,False
2011-06-29,46,False
2011-06-30,34,False
2011-07-01,29,False
2011-07-02,39,False
2011-07-03,23,False
2011-07-04,28,False
2011-07-05,38,False
2011-07-06,44,False
2011-07-07,42,False
2011-07-08,32,False
2011-07-09,22,False
2011-07-10,37,False
2011-07-11,36,False
2011-07-12,45,False
2011-07-13,40,False
2011-07-14,49,False
2011-07-15,26,False
2011-07-16,26,False
2011-07-17,33,False
2011-07-18,36,False
2011-07-19,42,False
2011-07-20,38,False
2011-07-21,47,False
2011-07-22,36,False
2011-07-23,25,False
2011-07-24,23,False
2011-07-25,44,False
2011-07-26,49,False
2011-07-27,43,False
2011-07-28,46,False
2011-07-29,35,False
2011-07-30,22,False
2011-07-31,38,False
2011-08-01,31,False
2011-08-02,42,False
2011-08-03,47,False
2011-08-04,53,False
2011-08-05,48,False
2011-08-06,32,False
2011-08-07,30,False
2011-08-08,41,False
2011-08-09,48,False
2011-08-10,50,False
2011-08-11,52,False
2011-08-12,43,False
2011-08-13,45,False
2011-08-14,38,False
2011-08-15,40,False
2011-08-16,56,False
2011-08-17,58,False
2011-08-18,45,False
2011-08-19,54,False
2011-08-20,41,False
2011-08-21,43,False
2011-08-22,67,False
2011-08-23,58,False
2011-08-24,55,False
2011-08-25,60,False
2011-08-26,53,False
2011-08-27,41,False
2011-08-28,33,False
2011-08-29,60,False
2011-08-30,73,False
2011-08-31,73,False
2011-09-01,49,False
2011-09-02,64,False
2011-09-03,41,False
2011-09-04,45,False
2011-09-05,58,False
2011-09-06,64,False
2011-09-07,79,False
2011-09-08,71,False
2011-09-09,66,False
2011-09-10,49,False
2011-09-11,63,False
2011-09-12,51,False
2011-09-13,69,False
2011-09-14,58,False
2011-09-15,62,False
2011-09-16,60,False
2011-09-17,39,False
2011-09-18,40,False
