date,Texas Instruments,isPartial
2017-10-06,51,False
2017-10-07,48,False
2017-10-08,34,False
2017-10-09,46,False
2017-10-10,51,False
2017-10-11,76,False
2017-10-12,48,False
2017-10-13,47,False
2017-10-14,39,False
2017-10-15,30,False
2017-10-16,65,False
2017-10-17,59,False
2017-10-18,64,False
2017-10-19,72,False
2017-10-20,62,False
2017-10-21,39,False
2017-10-22,45,False
2017-10-23,67,False
2017-10-24,73,False
2017-10-25,65,False
2017-10-26,62,False
2017-10-27,51,False
2017-10-28,44,False
2017-10-29,40,False
2017-10-30,72,False
2017-10-31,51,False
2017-11-01,51,False
2017-11-02,68,False
2017-11-03,60,False
2017-11-04,42,False
2017-11-05,51,False
2017-11-06,56,False
2017-11-07,55,False
2017-11-08,56,False
2017-11-09,58,False
2017-11-10,52,False
2017-11-11,33,False
2017-11-12,35,False
2017-11-13,63,False
2017-11-14,63,False
2017-11-15,60,False
2017-11-16,57,False
2017-11-17,51,False
2017-11-18,25,False
2017-11-19,36,False
2017-11-20,60,False
2017-11-21,55,False
2017-11-22,52,False
2017-11-23,38,False
2017-11-24,40,False
2017-11-25,32,False
2017-11-26,50,False
2017-11-27,54,False
2017-11-28,51,False
2017-11-29,52,False
2017-11-30,68,False
2017-12-01,57,False
2017-12-02,33,False
2017-12-03,36,False
2017-12-04,59,False
2017-12-05,55,False
2017-12-06,55,False
2017-12-07,63,False
2017-12-08,53,False
2017-12-09,21,False
2017-12-10,43,False
2017-12-11,42,False
2017-12-12,63,False
2017-12-13,51,False
2017-12-14,59,False
2017-12-15,36,False
2017-12-16,32,False
2017-12-17,28,False
2017-12-18,58,False
2017-12-19,42,False
2017-12-20,54,False
2017-12-21,54,False
2017-12-22,27,False
2017-12-23,29,False
2017-12-24,27,False
2017-12-25,15,False
2017-12-26,26,False
2017-12-27,41,False
2017-12-28,43,False
2017-12-29,29,False
2017-12-30,27,False
2017-12-31,19,False
2018-01-01,27,False
2018-01-02,36,False
2018-01-03,42,False
2018-01-04,56,False
2018-01-05,53,False
2018-01-06,41,False
2018-01-07,29,False
2018-01-08,56,False
2018-01-09,65,False
2018-01-10,71,False
2018-01-11,73,False
2018-01-12,52,False
2018-01-13,36,False
2018-01-14,35,False
2018-01-15,54,False
2018-01-16,69,False
2018-01-17,81,False
2018-01-18,82,False
2018-01-19,75,False
2018-01-20,41,False
2018-01-21,39,False
2018-01-22,70,False
2018-01-23,77,False
2018-01-24,100,False
2018-01-25,83,False
2018-01-26,64,False
2018-01-27,42,False
2018-01-28,42,False
2018-01-29,72,False
2018-01-30,70,False
2018-01-31,75,False
2018-02-01,66,False
2018-02-02,52,False
2018-02-03,42,False
2018-02-04,26,False
2018-02-05,54,False
2018-02-06,70,False
2018-02-07,64,False
2018-02-08,77,False
2018-02-09,64,False
2018-02-10,35,False
2018-02-11,37,False
2018-02-12,58,False
2018-02-13,54,False
2018-02-14,56,False
2018-02-15,65,False
2018-02-16,66,False
2018-02-17,32,False
2018-02-18,33,False
2018-02-19,42,False
2018-02-20,58,False
2018-02-21,55,False
2018-02-22,55,False
2018-02-23,44,False
2018-02-24,34,False
2018-02-25,35,False
2018-02-26,53,False
2018-02-27,63,False
2018-02-28,64,False
2018-03-01,57,False
2018-03-02,46,False
2018-03-03,25,False
2018-03-04,38,False
2018-03-05,54,False
2018-03-06,67,False
2018-03-07,60,False
2018-03-08,63,False
2018-03-09,52,False
2018-03-10,34,False
2018-03-11,39,False
2018-03-12,40,False
2018-03-13,55,False
2018-03-14,38,False
2018-03-15,51,False
2018-03-16,49,False
2018-03-17,42,False
2018-03-18,39,False
2018-03-19,63,False
2018-03-20,85,False
2018-03-21,57,False
2018-03-22,62,False
2018-03-23,57,False
2018-03-24,35,False
2018-03-25,32,False
2018-03-26,57,False
2018-03-27,49,False
2018-03-28,48,False
2018-03-29,44,False
2018-03-30,35,False
2018-03-31,38,False
2018-04-01,28,False
2018-04-02,33,False
2018-04-03,62,False
2018-04-04,52,False
2018-04-05,51,False
2018-04-06,41,False
2018-04-07,28,False
2018-04-08,38,False
2018-04-09,63,False
2018-04-10,61,False
2018-04-11,50,False
2018-04-12,61,False
2018-04-13,53,False
2018-04-14,33,False
2018-04-15,33,False
2018-04-16,54,False
2018-04-17,56,False
2018-04-18,54,False
2018-04-19,65,False
2018-04-20,51,False
2018-04-21,28,False
2018-04-22,34,False
2018-04-23,50,False
2018-04-24,74,False
2018-04-25,55,False
2018-04-26,49,False
2018-04-27,42,False
2018-04-28,34,False
2018-04-29,26,False
2018-04-30,56,False
2018-05-01,51,False
2018-05-02,44,False
2018-05-03,40,False
2018-05-04,49,False
2018-05-05,36,False
2018-05-06,32,False
2018-05-07,59,False
2018-05-08,64,False
2018-05-09,51,False
2018-05-10,49,False
2018-05-11,41,False
2018-05-12,33,False
2018-05-13,26,False
2018-05-14,62,False
2018-05-15,58,False
2018-05-16,62,False
2018-05-17,55,False
2018-05-18,48,False
2018-05-19,36,False
2018-05-20,27,False
2018-05-21,50,False
2018-05-22,49,False
2018-05-23,60,False
2018-05-24,57,False
2018-05-25,45,False
2018-05-26,28,False
2018-05-27,34,False
2018-05-28,29,False
2018-05-29,52,False
2018-05-30,56,False
2018-05-31,45,False
2018-06-01,53,False
2018-06-02,29,False
2018-06-03,30,False
2018-06-04,56,False
2018-06-05,59,False
2018-06-06,50,False
2018-06-07,39,False
2018-06-08,46,False
2018-06-09,39,False
2018-06-10,38,False
2018-06-11,35,False
2018-06-12,44,False
2018-06-13,51,False
2018-06-14,45,False
2018-06-15,40,False
2018-06-16,23,False
2018-06-17,31,False
2018-06-18,49,False
2018-06-19,38,False
2018-06-20,45,False
2018-06-21,49,False
2018-06-22,35,False
2018-06-23,19,False
