date,ADBE stock
2014-03-16,0
2014-03-17,50
2014-03-18,17
2014-03-19,100
2014-03-20,34
2014-03-21,0
2014-03-22,0
2014-03-23,0
2014-03-24,33
2014-03-25,16
2014-03-26,0
2014-03-27,0
2014-03-28,35
2014-03-29,0
2014-03-30,0
2014-03-31,16
2014-04-01,66
2014-04-02,33
2014-04-03,0
2014-04-04,52
2014-04-05,0
2014-04-06,39
2014-04-07,0
2014-04-08,0
2014-04-09,0
2014-04-10,17
2014-04-11,18
2014-04-12,20
2014-04-13,0
2014-04-14,0
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,18
2014-04-22,0
2014-04-23,33
2014-04-24,0
2014-04-25,0
2014-04-26,0
2014-04-27,19
2014-04-28,0
2014-04-29,0
2014-04-30,0
2014-05-01,55
2014-05-02,18
2014-05-03,0
2014-05-04,0
2014-05-05,0
2014-05-06,0
2014-05-07,17
2014-05-08,17
2014-05-09,0
2014-05-10,0
2014-05-11,20
2014-05-12,16
2014-05-13,0
2014-05-14,0
2014-05-15,34
2014-05-16,35
2014-05-17,21
2014-05-18,0
2014-05-19,33
2014-05-20,17
2014-05-21,0
2014-05-22,18
2014-05-23,38
2014-05-24,22
2014-05-25,0
2014-05-26,37
2014-05-27,18
2014-05-28,0
2014-05-29,57
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,0
2014-06-04,18
2014-06-05,0
2014-06-06,0
2014-06-07,0
2014-06-08,23
2014-06-09,0
2014-06-10,19
2014-06-11,0
2014-06-12,0
2014-06-13,39
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,93
2014-06-18,75
2014-06-19,57
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,56
2014-06-24,37
2014-06-25,18
2014-06-26,57
2014-06-27,0
2014-06-28,23
2014-06-29,0
2014-06-30,19
2014-07-01,19
2014-07-02,57
2014-07-03,0
2014-07-04,20
2014-07-05,0
2014-07-06,0
2014-07-07,37
2014-07-08,18
2014-07-09,19
2014-07-10,0
2014-07-11,20
2014-07-12,0
2014-07-13,22
2014-07-14,18
2014-07-15,0
2014-07-16,0
2014-07-17,19
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,57
2014-07-22,0
2014-07-23,0
2014-07-24,38
2014-07-25,40
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,0
2014-07-30,0
2014-07-31,0
2014-08-01,20
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,0
2014-08-06,19
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,18
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-16,0
2014-08-17,0
2014-08-18,19
2014-08-19,0
2014-08-20,18
2014-08-21,19
2014-08-22,0
2014-08-23,0
2014-08-24,22
2014-08-25,0
2014-08-26,36
2014-08-27,18
2014-08-28,0
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,0
2014-09-04,0
2014-09-05,0
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,17
2014-09-10,0
2014-09-11,0
2014-09-12,0
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,71
2014-09-18,18
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,0
2014-09-23,17
2014-09-24,0
2014-09-25,18
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,17
2014-09-30,0
2014-10-01,0
2014-10-02,18
2014-10-03,0
2014-10-04,22
2014-10-05,0
2014-10-06,17
2014-10-07,17
2014-10-08,17
2014-10-09,18
2014-10-10,18
2014-10-11,0
2014-10-12,0
2014-10-13,69
2014-10-14,17
2014-10-15,17
2014-10-16,18
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,34
2014-10-21,0
2014-10-22,0
2014-10-23,17
2014-10-24,0
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,34
2014-10-29,0
2014-10-30,18
2014-10-31,0
2014-11-01,21
2014-11-02,0
2014-11-03,0
2014-11-04,17
2014-11-05,0
2014-11-06,34
2014-11-07,0
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,17
2014-11-12,17
2014-11-13,0
2014-11-14,35
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,18
2014-11-19,0
2014-11-20,0
2014-11-21,18
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,0
2014-11-26,0
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,0
