date,ADBE stock
2016-05-04,0
2016-05-05,9
2016-05-06,9
2016-05-07,0
2016-05-08,0
2016-05-09,9
2016-05-10,9
2016-05-11,9
2016-05-12,9
2016-05-13,9
2016-05-14,0
2016-05-15,0
2016-05-16,0
2016-05-17,17
2016-05-18,17
2016-05-19,0
2016-05-20,27
2016-05-21,0
2016-05-22,0
2016-05-23,0
2016-05-24,9
2016-05-25,9
2016-05-26,9
2016-05-27,9
2016-05-28,10
2016-05-29,0
2016-05-30,0
2016-05-31,18
2016-06-01,9
2016-06-02,0
2016-06-03,19
2016-06-04,0
2016-06-05,10
2016-06-06,0
2016-06-07,18
2016-06-08,36
2016-06-09,18
2016-06-10,9
2016-06-11,0
2016-06-12,0
2016-06-13,9
2016-06-14,0
2016-06-15,26
2016-06-16,17
2016-06-17,0
2016-06-18,0
2016-06-19,0
2016-06-20,36
2016-06-21,71
2016-06-22,27
2016-06-23,28
2016-06-24,38
2016-06-25,21
2016-06-26,0
2016-06-27,9
2016-06-28,9
2016-06-29,18
2016-06-30,9
2016-07-01,0
2016-07-02,0
2016-07-03,0
2016-07-04,9
2016-07-05,0
2016-07-06,29
2016-07-07,10
2016-07-08,10
2016-07-09,0
2016-07-10,21
2016-07-11,19
2016-07-12,19
2016-07-13,28
2016-07-14,0
2016-07-15,19
2016-07-16,0
2016-07-17,0
2016-07-18,0
2016-07-19,0
2016-07-20,19
2016-07-21,10
2016-07-22,19
2016-07-23,0
2016-07-24,0
2016-07-25,9
2016-07-26,9
2016-07-27,28
2016-07-28,0
2016-07-29,20
2016-07-30,0
2016-07-31,0
2016-08-01,0
2016-08-02,37
2016-08-03,9
2016-08-04,0
2016-08-05,0
2016-08-06,0
2016-08-07,0
2016-08-08,0
2016-08-09,0
2016-08-10,29
2016-08-11,0
2016-08-12,10
2016-08-13,0
2016-08-14,0
2016-08-15,0
2016-08-16,10
2016-08-17,10
2016-08-18,0
2016-08-19,0
2016-08-20,0
2016-08-21,0
2016-08-22,0
2016-08-23,10
2016-08-24,10
2016-08-25,0
2016-08-26,10
2016-08-27,22
2016-08-28,0
2016-08-29,0
2016-08-30,9
2016-08-31,9
2016-09-01,0
2016-09-02,10
2016-09-03,11
2016-09-04,0
2016-09-05,0
2016-09-06,9
2016-09-07,9
2016-09-08,0
2016-09-09,10
2016-09-10,0
2016-09-11,0
2016-09-12,0
2016-09-13,0
2016-09-14,9
2016-09-15,9
2016-09-16,10
2016-09-17,10
2016-09-18,10
2016-09-19,27
2016-09-20,36
2016-09-21,100
2016-09-22,18
2016-09-23,19
2016-09-24,0
2016-09-25,21
2016-09-26,9
2016-09-27,9
2016-09-28,18
2016-09-29,18
2016-09-30,9
2016-10-01,0
2016-10-02,0
2016-10-03,18
2016-10-04,0
2016-10-05,18
2016-10-06,18
2016-10-07,46
2016-10-08,0
2016-10-09,0
2016-10-10,0
2016-10-11,9
2016-10-12,18
2016-10-13,9
2016-10-14,19
2016-10-15,21
2016-10-16,0
2016-10-17,27
2016-10-18,9
2016-10-19,0
2016-10-20,18
2016-10-21,0
2016-10-22,0
2016-10-23,21
2016-10-24,9
2016-10-25,9
2016-10-26,9
2016-10-27,27
2016-10-28,0
2016-10-29,0
2016-10-30,0
2016-10-31,18
2016-11-01,0
2016-11-02,9
2016-11-03,18
2016-11-04,19
2016-11-05,10
2016-11-06,10
2016-11-07,9
2016-11-08,17
2016-11-09,32
2016-11-10,45
2016-11-11,37
2016-11-12,10
2016-11-13,0
2016-11-14,9
2016-11-15,0
2016-11-16,0
2016-11-17,18
2016-11-18,9
2016-11-19,0
2016-11-20,0
2016-11-21,0
2016-11-22,9
2016-11-23,0
2016-11-24,0
2016-11-25,0
2016-11-26,10
2016-11-27,0
2016-11-28,25
2016-11-29,8
2016-11-30,17
2016-12-01,26
2016-12-02,0
2016-12-03,0
2016-12-04,0
2016-12-05,8
2016-12-06,16
2016-12-07,25
2016-12-08,17
2016-12-09,27
2016-12-10,0
2016-12-11,0
2016-12-12,17
2016-12-13,8
2016-12-14,34
2016-12-15,35
2016-12-16,63
2016-12-17,0
2016-12-18,0
2016-12-19,0
2016-12-20,9
2016-12-21,36
2016-12-22,19
2016-12-23,10
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,9
2016-12-29,9
2016-12-30,0
2016-12-31,11
2017-01-01,0
2017-01-02,0
2017-01-03,17
2017-01-04,9
2017-01-05,9
2017-01-06,9
2017-01-07,0
2017-01-08,0
2017-01-09,8
2017-01-10,0
2017-01-11,0
2017-01-12,8
2017-01-13,9
2017-01-14,19
2017-01-15,9
2017-01-16,25
2017-01-17,16
2017-01-18,0
2017-01-19,8
