date,Activision Blizzard,isPartial
2013-11-06,85,False
2013-11-07,87,False
2013-11-08,100,False
2013-11-09,72,False
2013-11-10,65,False
2013-11-11,39,False
2013-11-12,64,False
2013-11-13,60,False
2013-11-14,52,False
2013-11-15,64,False
2013-11-16,41,False
2013-11-17,35,False
2013-11-18,64,False
2013-11-19,38,False
2013-11-20,30,False
2013-11-21,64,False
2013-11-22,62,False
2013-11-23,10,False
2013-11-24,30,False
2013-11-25,42,False
2013-11-26,55,False
2013-11-27,34,False
2013-11-28,68,False
2013-11-29,18,False
2013-11-30,25,False
2013-12-01,52,False
2013-12-02,33,False
2013-12-03,63,False
2013-12-04,50,False
2013-12-05,43,False
2013-12-06,53,False
2013-12-07,30,False
2013-12-08,40,False
2013-12-09,17,False
2013-12-10,34,False
2013-12-11,26,False
2013-12-12,31,False
2013-12-13,86,False
2013-12-14,26,False
2013-12-15,35,False
2013-12-16,34,False
2013-12-17,22,False
2013-12-18,44,False
2013-12-19,22,False
2013-12-20,47,False
2013-12-21,11,False
2013-12-22,32,False
2013-12-23,14,False
2013-12-24,32,False
2013-12-25,12,False
2013-12-26,29,False
2013-12-27,38,False
2013-12-28,42,False
2013-12-29,16,False
2013-12-30,28,False
2013-12-31,26,False
2014-01-01,22,False
2014-01-02,67,False
2014-01-03,44,False
2014-01-04,15,False
2014-01-05,29,False
2014-01-06,47,False
2014-01-07,38,False
2014-01-08,17,False
2014-01-09,25,False
2014-01-10,34,False
2014-01-11,29,False
2014-01-12,29,False
2014-01-13,24,False
2014-01-14,37,False
2014-01-15,66,False
2014-01-16,33,False
2014-01-17,43,False
2014-01-18,34,False
2014-01-19,52,False
2014-01-20,45,False
2014-01-21,49,False
2014-01-22,36,False
2014-01-23,33,False
2014-01-24,38,False
2014-01-25,24,False
2014-01-26,19,False
2014-01-27,36,False
2014-01-28,36,False
2014-01-29,53,False
2014-01-30,54,False
2014-01-31,34,False
2014-02-01,43,False
2014-02-02,33,False
2014-02-03,16,False
2014-02-04,28,False
2014-02-05,45,False
2014-02-06,50,False
2014-02-07,87,False
2014-02-08,38,False
2014-02-09,42,False
2014-02-10,40,False
2014-02-11,32,False
2014-02-12,52,False
2014-02-13,24,False
2014-02-14,34,False
2014-02-15,38,False
2014-02-16,19,False
2014-02-17,29,False
2014-02-18,36,False
2014-02-19,53,False
2014-02-20,57,False
2014-02-21,34,False
2014-02-22,9,False
2014-02-23,24,False
2014-02-24,44,False
2014-02-25,48,False
2014-02-26,32,False
2014-02-27,32,False
2014-02-28,51,False
2014-03-01,14,False
2014-03-02,38,False
2014-03-03,37,False
2014-03-04,29,False
2014-03-05,45,False
2014-03-06,20,False
2014-03-07,51,False
2014-03-08,19,False
2014-03-09,14,False
2014-03-10,53,False
2014-03-11,40,False
2014-03-12,16,False
2014-03-13,41,False
2014-03-14,34,False
2014-03-15,10,False
2014-03-16,47,False
2014-03-17,41,False
2014-03-18,36,False
2014-03-19,44,False
2014-03-20,78,False
2014-03-21,26,False
2014-03-22,38,False
2014-03-23,28,False
2014-03-24,28,False
2014-03-25,28,False
2014-03-26,40,False
2014-03-27,41,False
2014-03-28,29,False
2014-03-29,24,False
2014-03-30,38,False
2014-03-31,40,False
2014-04-01,60,False
