date,Activision Blizzard,isPartial
2011-09-18,0,False
2011-09-19,14,False
2011-09-20,14,False
2011-09-21,14,False
2011-09-22,5,False
2011-09-23,30,False
2011-09-24,12,False
2011-09-25,12,False
2011-09-26,23,False
2011-09-27,23,False
2011-09-28,9,False
2011-09-29,9,False
2011-09-30,0,False
2011-10-01,18,False
2011-10-02,0,False
2011-10-03,14,False
2011-10-04,23,False
2011-10-05,9,False
2011-10-06,9,False
2011-10-07,29,False
2011-10-08,28,False
2011-10-09,11,False
2011-10-10,18,False
2011-10-11,22,False
2011-10-12,9,False
2011-10-13,18,False
2011-10-14,19,False
2011-10-15,17,False
2011-10-16,0,False
2011-10-17,5,False
2011-10-18,9,False
2011-10-19,14,False
2011-10-20,5,False
2011-10-21,39,False
2011-10-22,23,False
2011-10-23,16,False
2011-10-24,18,False
2011-10-25,22,False
2011-10-26,46,False
2011-10-27,32,False
2011-10-28,10,False
2011-10-29,23,False
2011-10-30,22,False
2011-10-31,19,False
2011-11-01,24,False
2011-11-02,32,False
2011-11-03,27,False
2011-11-04,52,False
2011-11-05,22,False
2011-11-06,22,False
2011-11-07,27,False
2011-11-08,71,False
2011-11-09,100,False
2011-11-10,64,False
2011-11-11,72,False
2011-11-12,72,False
2011-11-13,11,False
2011-11-14,35,False
2011-11-15,53,False
2011-11-16,22,False
2011-11-17,49,False
2011-11-18,28,False
2011-11-19,16,False
2011-11-20,16,False
2011-11-21,22,False
2011-11-22,17,False
2011-11-23,27,False
2011-11-24,48,False
2011-11-25,10,False
2011-11-26,11,False
2011-11-27,21,False
2011-11-28,17,False
2011-11-29,22,False
2011-11-30,22,False
2011-12-01,22,False
2011-12-02,42,False
2011-12-03,16,False
2011-12-04,21,False
2011-12-05,13,False
2011-12-06,17,False
2011-12-07,44,False
2011-12-08,27,False
2011-12-09,28,False
2011-12-10,0,False
2011-12-11,5,False
2011-12-12,35,False
2011-12-13,35,False
2011-12-14,31,False
2011-12-15,18,False
2011-12-16,14,False
2011-12-17,11,False
2011-12-18,43,False
2011-12-19,13,False
2011-12-20,23,False
2011-12-21,9,False
2011-12-22,29,False
2011-12-23,15,False
2011-12-24,12,False
2011-12-25,26,False
2011-12-26,16,False
2011-12-27,10,False
2011-12-28,5,False
2011-12-29,10,False
2011-12-30,30,False
2011-12-31,17,False
2012-01-01,6,False
2012-01-02,19,False
2012-01-03,9,False
2012-01-04,22,False
2012-01-05,22,False
2012-01-06,14,False
2012-01-07,0,False
2012-01-08,35,False
2012-01-09,17,False
2012-01-10,29,False
2012-01-11,21,False
2012-01-12,13,False
2012-01-13,18,False
2012-01-14,20,False
2012-01-15,25,False
2012-01-16,21,False
2012-01-17,25,False
2012-01-18,50,False
2012-01-19,21,False
2012-01-20,22,False
2012-01-21,30,False
2012-01-22,15,False
2012-01-23,0,False
2012-01-24,17,False
2012-01-25,38,False
2012-01-26,26,False
2012-01-27,22,False
2012-01-28,5,False
2012-01-29,15,False
2012-01-30,20,False
2012-01-31,16,False
2012-02-01,21,False
2012-02-02,12,False
2012-02-03,22,False
2012-02-04,15,False
2012-02-05,15,False
2012-02-06,8,False
2012-02-07,41,False
2012-02-08,20,False
2012-02-09,74,False
2012-02-10,34,False
2012-02-11,30,False
2012-02-12,9,False
2012-02-13,16,False
2012-02-14,21,False
2012-02-15,33,False
2012-02-16,17,False
2012-02-17,30,False
2012-02-18,5,False
2012-02-19,10,False
2012-02-20,26,False
2012-02-21,30,False
2012-02-22,33,False
2012-02-23,12,False
2012-02-24,26,False
2012-02-25,0,False
2012-02-26,0,False
2012-02-27,8,False
2012-02-28,28,False
2012-02-29,61,False
2012-03-01,35,False
2012-03-02,31,False
2012-03-03,10,False
2012-03-04,20,False
2012-03-05,29,False
2012-03-06,4,False
2012-03-07,4,False
2012-03-08,25,False
2012-03-09,26,False
2012-03-10,15,False
2012-03-11,29,False
2012-03-12,12,False
2012-03-13,33,False
2012-03-14,24,False
2012-03-15,37,False
2012-03-16,17,False
2012-03-17,10,False
2012-03-18,10,False
2012-03-19,16,False
2012-03-20,28,False
2012-03-21,20,False
2012-03-22,33,False
2012-03-23,13,False
2012-03-24,20,False
2012-03-25,10,False
2012-03-26,24,False
2012-03-27,16,False
2012-03-28,20,False
2012-03-29,25,False
2012-03-30,13,False
2012-03-31,25,False
2012-04-01,30,False
2012-04-02,12,False
2012-04-03,12,False
2012-04-04,13,False
2012-04-05,4,False
2012-04-06,14,False
2012-04-07,10,False
2012-04-08,21,False
2012-04-09,10,False
2012-04-10,17,False
2012-04-11,12,False
2012-04-12,25,False
2012-04-13,35,False
2012-04-14,5,False
2012-04-15,34,False
2012-04-16,12,False
2012-04-17,16,False
2012-04-18,20,False
2012-04-19,20,False
2012-04-20,13,False
2012-04-21,15,False
2012-04-22,19,False
2012-04-23,20,False
2012-04-24,40,False
2012-04-25,20,False
2012-04-26,25,False
2012-04-27,22,False
2012-04-28,10,False
2012-04-29,5,False
2012-04-30,13,False
2012-05-01,22,False
2012-05-02,44,False
2012-05-03,21,False
2012-05-04,17,False
2012-05-05,29,False
2012-05-06,24,False
2012-05-07,32,False
2012-05-08,28,False
2012-05-09,40,False
2012-05-10,37,False
2012-05-11,34,False
2012-05-12,25,False
2012-05-13,20,False
2012-05-14,44,False
2012-05-15,51,False
2012-05-16,40,False
2012-05-17,50,False
2012-05-18,43,False
2012-05-19,25,False
2012-05-20,20,False
2012-05-21,44,False
2012-05-22,20,False
2012-05-23,36,False
2012-05-24,33,False
2012-05-25,30,False
2012-05-26,26,False
2012-05-27,15,False
2012-05-28,21,False
2012-05-29,31,False
2012-05-30,24,False
2012-05-31,28,False
2012-06-01,34,False
2012-06-02,20,False
2012-06-03,20,False
2012-06-04,16,False
