date,Activision Blizzard,isPartial
2011-05-11,22,False
2011-05-12,4,False
2011-05-13,19,False
2011-05-14,28,False
2011-05-15,16,False
2011-05-16,17,False
2011-05-17,30,False
2011-05-18,22,False
2011-05-19,23,False
2011-05-20,5,False
2011-05-21,6,False
2011-05-22,16,False
2011-05-23,0,False
2011-05-24,17,False
2011-05-25,13,False
2011-05-26,22,False
2011-05-27,18,False
2011-05-28,6,False
2011-05-29,6,False
2011-05-30,28,False
2011-05-31,9,False
2011-06-01,22,False
2011-06-02,28,False
2011-06-03,28,False
2011-06-04,17,False
2011-06-05,11,False
2011-06-06,9,False
2011-06-07,30,False
2011-06-08,52,False
2011-06-09,9,False
2011-06-10,18,False
2011-06-11,17,False
2011-06-12,6,False
2011-06-13,22,False
2011-06-14,26,False
2011-06-15,9,False
2011-06-16,22,False
2011-06-17,23,False
2011-06-18,11,False
2011-06-19,6,False
2011-06-20,8,False
2011-06-21,17,False
2011-06-22,0,False
2011-06-23,14,False
2011-06-24,0,False
2011-06-25,6,False
2011-06-26,6,False
2011-06-27,22,False
2011-06-28,9,False
2011-06-29,4,False
2011-06-30,13,False
2011-07-01,9,False
2011-07-02,6,False
2011-07-03,0,False
2011-07-04,5,False
2011-07-05,4,False
2011-07-06,13,False
2011-07-07,18,False
2011-07-08,9,False
2011-07-09,6,False
2011-07-10,11,False
2011-07-11,17,False
2011-07-12,30,False
2011-07-13,9,False
2011-07-14,9,False
2011-07-15,14,False
2011-07-16,6,False
2011-07-17,11,False
2011-07-18,9,False
2011-07-19,30,False
2011-07-20,22,False
2011-07-21,18,False
2011-07-22,9,False
2011-07-23,0,False
2011-07-24,22,False
2011-07-25,13,False
2011-07-26,4,False
2011-07-27,13,False
2011-07-28,18,False
2011-07-29,23,False
2011-07-30,11,False
2011-07-31,6,False
2011-08-01,40,False
2011-08-02,31,False
2011-08-03,40,False
2011-08-04,49,False
2011-08-05,37,False
2011-08-06,11,False
2011-08-07,16,False
2011-08-08,13,False
2011-08-09,9,False
2011-08-10,9,False
2011-08-11,0,False
2011-08-12,18,False
2011-08-13,22,False
2011-08-14,11,False
2011-08-15,32,False
2011-08-16,13,False
2011-08-17,13,False
2011-08-18,30,False
2011-08-19,18,False
2011-08-20,5,False
2011-08-21,21,False
2011-08-22,4,False
2011-08-23,21,False
2011-08-24,13,False
2011-08-25,8,False
2011-08-26,13,False
2011-08-27,16,False
2011-08-28,10,False
2011-08-29,13,False
2011-08-30,12,False
2011-08-31,17,False
2011-09-01,21,False
2011-09-02,39,False
2011-09-03,26,False
2011-09-04,10,False
2011-09-05,17,False
2011-09-06,12,False
2011-09-07,25,False
2011-09-08,16,False
2011-09-09,34,False
2011-09-10,10,False
2011-09-11,15,False
2011-09-12,16,False
2011-09-13,16,False
2011-09-14,0,False
2011-09-15,20,False
2011-09-16,26,False
2011-09-17,0,False
2011-09-18,0,False
2011-09-19,8,False
2011-09-20,4,False
2011-09-21,20,False
2011-09-22,8,False
2011-09-23,13,False
2011-09-24,10,False
2011-09-25,30,False
2011-09-26,12,False
2011-09-27,20,False
2011-09-28,16,False
2011-09-29,20,False
2011-09-30,4,False
2011-10-01,20,False
2011-10-02,10,False
2011-10-03,16,False
2011-10-04,20,False
2011-10-05,8,False
2011-10-06,16,False
2011-10-07,8,False
2011-10-08,24,False
2011-10-09,14,False
2011-10-10,20,False
2011-10-11,22,False
2011-10-12,15,False
2011-10-13,8,False
2011-10-14,12,False
2011-10-15,0,False
2011-10-16,0,False
2011-10-17,8,False
2011-10-18,12,False
2011-10-19,12,False
2011-10-20,4,False
2011-10-21,41,False
2011-10-22,20,False
2011-10-23,14,False
2011-10-24,30,False
2011-10-25,27,False
2011-10-26,20,False
2011-10-27,8,False
2011-10-28,25,False
2011-10-29,15,False
2011-10-30,9,False
2011-10-31,20,False
2011-11-01,32,False
2011-11-02,27,False
2011-11-03,27,False
2011-11-04,20,False
2011-11-05,14,False
2011-11-06,0,False
2011-11-07,35,False
2011-11-08,100,False
2011-11-09,66,False
2011-11-10,63,False
2011-11-11,65,False
2011-11-12,28,False
2011-11-13,18,False
2011-11-14,27,False
2011-11-15,49,False
2011-11-16,30,False
2011-11-17,42,False
2011-11-18,20,False
2011-11-19,33,False
2011-11-20,14,False
2011-11-21,23,False
2011-11-22,15,False
2011-11-23,31,False
2011-11-24,20,False
2011-11-25,21,False
2011-11-26,5,False
2011-11-27,23,False
2011-11-28,19,False
2011-11-29,22,False
2011-11-30,11,False
2011-12-01,15,False
2011-12-02,24,False
2011-12-03,19,False
2011-12-04,23,False
2011-12-05,7,False
2011-12-06,23,False
2011-12-07,19,False
2011-12-08,23,False
2011-12-09,8,False
2011-12-10,5,False
2011-12-11,0,False
2011-12-12,41,False
2011-12-13,23,False
2011-12-14,53,False
2011-12-15,19,False
2011-12-16,16,False
2011-12-17,5,False
2011-12-18,18,False
2011-12-19,15,False
2011-12-20,16,False
2011-12-21,12,False
2011-12-22,20,False
2011-12-23,9,False
2011-12-24,10,False
2011-12-25,11,False
2011-12-26,22,False
2011-12-27,0,False
2011-12-28,12,False
2011-12-29,0,False
2011-12-30,13,False
2011-12-31,15,False
2012-01-01,5,False
2012-01-02,16,False
2012-01-03,7,False
2012-01-04,11,False
2012-01-05,11,False
2012-01-06,0,False
2012-01-07,9,False
2012-01-08,26,False
2012-01-09,11,False
2012-01-10,18,False
2012-01-11,29,False
2012-01-12,18,False
2012-01-13,11,False
2012-01-14,13,False
2012-01-15,4,False
2012-01-16,21,False
2012-01-17,18,False
2012-01-18,32,False
2012-01-19,21,False
2012-01-20,11,False
2012-01-21,9,False
2012-01-22,13,False
2012-01-23,4,False
2012-01-24,11,False
2012-01-25,39,False
2012-01-26,18,False
