date,Activision Blizzard,isPartial
2012-06-04,54,False
2012-06-05,34,False
2012-06-06,20,False
2012-06-07,64,False
2012-06-08,80,False
2012-06-09,51,False
2012-06-10,25,False
2012-06-11,54,False
2012-06-12,41,False
2012-06-13,41,False
2012-06-14,56,False
2012-06-15,22,False
2012-06-16,26,False
2012-06-17,43,False
2012-06-18,41,False
2012-06-19,61,False
2012-06-20,35,False
2012-06-21,27,False
2012-06-22,66,False
2012-06-23,18,False
2012-06-24,17,False
2012-06-25,20,False
2012-06-26,27,False
2012-06-27,28,False
2012-06-28,28,False
2012-06-29,60,False
2012-06-30,70,False
2012-07-01,34,False
2012-07-02,56,False
2012-07-03,63,False
2012-07-04,44,False
2012-07-05,29,False
2012-07-06,30,False
2012-07-07,35,False
2012-07-08,0,False
2012-07-09,27,False
2012-07-10,41,False
2012-07-11,77,False
2012-07-12,100,False
2012-07-13,59,False
2012-07-14,53,False
2012-07-15,61,False
2012-07-16,62,False
2012-07-17,48,False
2012-07-18,28,False
2012-07-19,28,False
2012-07-20,15,False
2012-07-21,0,False
2012-07-22,18,False
2012-07-23,28,False
2012-07-24,28,False
2012-07-25,71,False
2012-07-26,28,False
2012-07-27,74,False
2012-07-28,26,False
2012-07-29,0,False
2012-07-30,21,False
2012-07-31,21,False
2012-08-01,49,False
2012-08-02,43,False
2012-08-03,52,False
2012-08-04,52,False
2012-08-05,9,False
2012-08-06,14,False
2012-08-07,35,False
2012-08-08,28,False
2012-08-09,21,False
2012-08-10,30,False
2012-08-11,17,False
2012-08-12,0,False
2012-08-13,21,False
2012-08-14,28,False
2012-08-15,59,False
2012-08-16,43,False
2012-08-17,7,False
2012-08-18,18,False
2012-08-19,27,False
2012-08-20,43,False
2012-08-21,84,False
2012-08-22,28,False
2012-08-23,42,False
2012-08-24,22,False
2012-08-25,0,False
2012-08-26,33,False
2012-08-27,27,False
2012-08-28,41,False
2012-08-29,88,False
2012-08-30,42,False
2012-08-31,0,False
2012-09-01,42,False
2012-09-02,41,False
2012-09-03,28,False
2012-09-04,20,False
2012-09-05,14,False
2012-09-06,27,False
2012-09-07,36,False
2012-09-08,41,False
2012-09-09,8,False
2012-09-10,33,False
2012-09-11,40,False
2012-09-12,33,False
2012-09-13,60,False
2012-09-14,35,False
2012-09-15,24,False
2012-09-16,33,False
2012-09-17,13,False
2012-09-18,13,False
2012-09-19,47,False
2012-09-20,0,False
2012-09-21,28,False
2012-09-22,24,False
2012-09-23,16,False
2012-09-24,33,False
2012-09-25,46,False
2012-09-26,40,False
2012-09-27,54,False
2012-09-28,21,False
2012-09-29,8,False
2012-09-30,8,False
2012-10-01,20,False
2012-10-02,33,False
2012-10-03,33,False
2012-10-04,26,False
2012-10-05,21,False
2012-10-06,0,False
2012-10-07,15,False
2012-10-08,38,False
2012-10-09,13,False
2012-10-10,52,False
2012-10-11,39,False
2012-10-12,14,False
2012-10-13,39,False
2012-10-14,15,False
2012-10-15,13,False
2012-10-16,13,False
2012-10-17,45,False
2012-10-18,26,False
2012-10-19,20,False
2012-10-20,8,False
2012-10-21,15,False
2012-10-22,25,False
2012-10-23,13,False
2012-10-24,13,False
2012-10-25,26,False
2012-10-26,20,False
2012-10-27,8,False
2012-10-28,22,False
2012-10-29,43,False
2012-10-30,25,False
2012-10-31,38,False
2012-11-01,34,False
2012-11-02,27,False
2012-11-03,23,False
2012-11-04,15,False
2012-11-05,43,False
2012-11-06,25,False
2012-11-07,37,False
2012-11-08,32,False
2012-11-09,26,False
2012-11-10,15,False
2012-11-11,37,False
2012-11-12,31,False
2012-11-13,70,False
2012-11-14,19,False
2012-11-15,51,False
2012-11-16,46,False
2012-11-17,60,False
2012-11-18,29,False
2012-11-19,62,False
2012-11-20,43,False
2012-11-21,82,False
2012-11-22,39,False
2012-11-23,33,False
2012-11-24,22,False
2012-11-25,51,False
2012-11-26,36,False
2012-11-27,37,False
2012-11-28,18,False
2012-11-29,31,False
2012-11-30,32,False
2012-12-01,15,False
2012-12-02,29,False
2012-12-03,12,False
2012-12-04,30,False
2012-12-05,49,False
2012-12-06,37,False
2012-12-07,39,False
2012-12-08,7,False
2012-12-09,43,False
2012-12-10,12,False
2012-12-11,12,False
2012-12-12,37,False
2012-12-13,38,False
2012-12-14,26,False
2012-12-15,22,False
2012-12-16,22,False
2012-12-17,61,False
2012-12-18,31,False
2012-12-19,19,False
2012-12-20,13,False
2012-12-21,20,False
2012-12-22,8,False
2012-12-23,0,False
2012-12-24,8,False
2012-12-25,8,False
2012-12-26,7,False
2012-12-27,40,False
2012-12-28,34,False
2012-12-29,0,False
2012-12-30,0,False
2012-12-31,0,False
2013-01-01,16,False
2013-01-02,13,False
2013-01-03,37,False
2013-01-04,38,False
2013-01-05,14,False
2013-01-06,35,False
2013-01-07,6,False
2013-01-08,59,False
2013-01-09,41,False
2013-01-10,24,False
2013-01-11,49,False
2013-01-12,0,False
2013-01-13,14,False
2013-01-14,41,False
2013-01-15,17,False
2013-01-16,23,False
2013-01-17,53,False
2013-01-18,30,False
2013-01-19,21,False
2013-01-20,7,False
2013-01-21,11,False
2013-01-22,29,False
2013-01-23,41,False
2013-01-24,24,False
2013-01-25,12,False
2013-01-26,14,False
2013-01-27,27,False
2013-01-28,34,False
2013-01-29,12,False
2013-01-30,17,False
2013-01-31,41,False
2013-02-01,18,False
2013-02-02,0,False
2013-02-03,40,False
2013-02-04,52,False
2013-02-05,40,False
2013-02-06,17,False
2013-02-07,65,False
2013-02-08,73,False
2013-02-09,35,False
2013-02-10,56,False
2013-02-11,29,False
2013-02-12,41,False
2013-02-13,41,False
2013-02-14,30,False
2013-02-15,18,False
2013-02-16,34,False
2013-02-17,7,False
2013-02-18,17,False
2013-02-19,17,False
