date,Activision Blizzard,isPartial
2016-09-11,8,False
2016-09-12,14,False
2016-09-13,8,False
2016-09-14,16,False
2016-09-15,11,False
2016-09-16,10,False
2016-09-17,15,False
2016-09-18,13,False
2016-09-19,15,False
2016-09-20,16,False
2016-09-21,14,False
2016-09-22,9,False
2016-09-23,13,False
2016-09-24,7,False
2016-09-25,11,False
2016-09-26,16,False
2016-09-27,3,False
2016-09-28,14,False
2016-09-29,8,False
2016-09-30,8,False
2016-10-01,8,False
2016-10-02,8,False
2016-10-03,13,False
2016-10-04,8,False
2016-10-05,18,False
2016-10-06,17,False
2016-10-07,13,False
2016-10-08,4,False
2016-10-09,5,False
2016-10-10,17,False
2016-10-11,16,False
2016-10-12,13,False
2016-10-13,11,False
2016-10-14,19,False
2016-10-15,5,False
2016-10-16,10,False
2016-10-17,11,False
2016-10-18,11,False
2016-10-19,12,False
2016-10-20,12,False
2016-10-21,12,False
2016-10-22,8,False
2016-10-23,5,False
2016-10-24,13,False
2016-10-25,17,False
2016-10-26,23,False
2016-10-27,12,False
2016-10-28,12,False
2016-10-29,8,False
2016-10-30,10,False
2016-10-31,14,False
2016-11-01,19,False
2016-11-02,19,False
2016-11-03,34,False
2016-11-04,32,False
2016-11-05,29,False
2016-11-06,8,False
2016-11-07,27,False
2016-11-08,12,False
2016-11-09,15,False
2016-11-10,18,False
2016-11-11,13,False
2016-11-12,8,False
2016-11-13,10,False
2016-11-14,18,False
2016-11-15,15,False
2016-11-16,13,False
2016-11-17,17,False
2016-11-18,21,False
2016-11-19,8,False
2016-11-20,11,False
2016-11-21,13,False
2016-11-22,17,False
2016-11-23,15,False
2016-11-24,13,False
2016-11-25,12,False
2016-11-26,14,False
2016-11-27,13,False
2016-11-28,16,False
2016-11-29,17,False
2016-11-30,13,False
2016-12-01,22,False
2016-12-02,16,False
2016-12-03,7,False
2016-12-04,9,False
2016-12-05,18,False
2016-12-06,30,False
2016-12-07,9,False
2016-12-08,23,False
2016-12-09,15,False
2016-12-10,10,False
2016-12-11,10,False
2016-12-12,14,False
2016-12-13,24,False
2016-12-14,22,False
2016-12-15,17,False
2016-12-16,9,False
2016-12-17,8,False
2016-12-18,6,False
2016-12-19,8,False
2016-12-20,15,False
2016-12-21,25,False
2016-12-22,14,False
2016-12-23,12,False
2016-12-24,4,False
2016-12-25,9,False
2016-12-26,5,False
2016-12-27,8,False
2016-12-28,13,False
2016-12-29,8,False
2016-12-30,12,False
2016-12-31,3,False
2017-01-01,11,False
2017-01-02,10,False
2017-01-03,12,False
2017-01-04,14,False
2017-01-05,18,False
2017-01-06,11,False
2017-01-07,10,False
2017-01-08,9,False
2017-01-09,15,False
2017-01-10,17,False
2017-01-11,15,False
2017-01-12,13,False
2017-01-13,13,False
2017-01-14,4,False
2017-01-15,13,False
2017-01-16,4,False
2017-01-17,8,False
2017-01-18,19,False
2017-01-19,14,False
2017-01-20,11,False
2017-01-21,6,False
2017-01-22,11,False
2017-01-23,20,False
2017-01-24,18,False
