date,Activision Blizzard,isPartial
2016-05-04,23,False
2016-05-05,100,False
2016-05-06,79,False
2016-05-07,34,False
2016-05-08,33,False
2016-05-09,40,False
2016-05-10,78,False
2016-05-11,6,False
2016-05-12,40,False
2016-05-13,59,False
2016-05-14,26,False
2016-05-15,52,False
2016-05-16,78,False
2016-05-17,44,False
2016-05-18,50,False
2016-05-19,23,False
2016-05-20,24,False
2016-05-21,33,False
2016-05-22,33,False
2016-05-23,45,False
2016-05-24,40,False
2016-05-25,69,False
2016-05-26,53,False
2016-05-27,24,False
2016-05-28,60,False
2016-05-29,67,False
2016-05-30,41,False
2016-05-31,73,False
2016-06-01,34,False
2016-06-02,47,False
2016-06-03,42,False
2016-06-04,20,False
2016-06-05,26,False
2016-06-06,57,False
2016-06-07,57,False
2016-06-08,46,False
2016-06-09,35,False
2016-06-10,60,False
2016-06-11,40,False
2016-06-12,33,False
2016-06-13,40,False
2016-06-14,50,False
2016-06-15,56,False
2016-06-16,57,False
2016-06-17,54,False
2016-06-18,20,False
2016-06-19,20,False
2016-06-20,17,False
2016-06-21,52,False
2016-06-22,34,False
2016-06-23,30,False
2016-06-24,6,False
2016-06-25,20,False
2016-06-26,20,False
2016-06-27,28,False
2016-06-28,40,False
2016-06-29,64,False
2016-06-30,35,False
2016-07-01,25,False
2016-07-02,21,False
2016-07-03,14,False
2016-07-04,30,False
2016-07-05,24,False
2016-07-06,43,False
2016-07-07,37,False
2016-07-08,58,False
2016-07-09,7,False
2016-07-10,28,False
2016-07-11,54,False
2016-07-12,66,False
2016-07-13,43,False
2016-07-14,35,False
2016-07-15,31,False
2016-07-16,7,False
2016-07-17,21,False
2016-07-18,12,False
2016-07-19,24,False
2016-07-20,37,False
2016-07-21,31,False
2016-07-22,62,False
2016-07-23,7,False
2016-07-24,28,False
2016-07-25,30,False
2016-07-26,6,False
2016-07-27,24,False
2016-07-28,55,False
2016-07-29,25,False
2016-07-30,0,False
2016-07-31,0,False
2016-08-01,42,False
2016-08-02,30,False
2016-08-03,24,False
2016-08-04,67,False
2016-08-05,72,False
2016-08-06,30,False
2016-08-07,37,False
2016-08-08,37,False
2016-08-09,43,False
2016-08-10,50,False
2016-08-11,25,False
2016-08-12,39,False
2016-08-13,22,False
2016-08-14,22,False
2016-08-15,13,False
2016-08-16,26,False
2016-08-17,45,False
2016-08-18,32,False
2016-08-19,7,False
2016-08-20,7,False
2016-08-21,44,False
2016-08-22,44,False
2016-08-23,69,False
2016-08-24,31,False
2016-08-25,42,False
2016-08-26,50,False
2016-08-27,7,False
2016-08-28,14,False
2016-08-29,18,False
2016-08-30,35,False
2016-08-31,24,False
2016-09-01,48,False
2016-09-02,49,False
2016-09-03,7,False
2016-09-04,27,False
2016-09-05,12,False
2016-09-06,23,False
2016-09-07,54,False
2016-09-08,30,False
2016-09-09,19,False
2016-09-10,35,False
2016-09-11,34,False
2016-09-12,18,False
2016-09-13,29,False
2016-09-14,30,False
2016-09-15,36,False
2016-09-16,12,False
2016-09-17,33,False
2016-09-18,19,False
2016-09-19,23,False
2016-09-20,40,False
2016-09-21,41,False
2016-09-22,29,False
2016-09-23,49,False
2016-09-24,13,False
2016-09-25,13,False
2016-09-26,23,False
2016-09-27,23,False
2016-09-28,41,False
2016-09-29,47,False
2016-09-30,18,False
2016-10-01,20,False
2016-10-02,26,False
2016-10-03,46,False
2016-10-04,17,False
2016-10-05,29,False
2016-10-06,29,False
2016-10-07,29,False
2016-10-08,0,False
2016-10-09,13,False
2016-10-10,52,False
2016-10-11,40,False
2016-10-12,12,False
2016-10-13,35,False
2016-10-14,67,False
2016-10-15,27,False
2016-10-16,13,False
2016-10-17,57,False
2016-10-18,39,False
2016-10-19,17,False
2016-10-20,28,False
2016-10-21,42,False
2016-10-22,40,False
2016-10-23,7,False
2016-10-24,45,False
2016-10-25,40,False
2016-10-26,40,False
2016-10-27,23,False
2016-10-28,30,False
2016-10-29,13,False
2016-10-30,13,False
2016-10-31,35,False
2016-11-01,58,False
2016-11-02,17,False
2016-11-03,68,False
2016-11-04,77,False
2016-11-05,39,False
2016-11-06,19,False
2016-11-07,39,False
2016-11-08,39,False
2016-11-09,21,False
2016-11-10,29,False
2016-11-11,30,False
2016-11-12,13,False
2016-11-13,19,False
2016-11-14,40,False
2016-11-15,46,False
2016-11-16,23,False
2016-11-17,40,False
2016-11-18,23,False
2016-11-19,19,False
2016-11-20,25,False
2016-11-21,56,False
2016-11-22,55,False
2016-11-23,28,False
2016-11-24,29,False
2016-11-25,46,False
2016-11-26,0,False
2016-11-27,12,False
2016-11-28,64,False
2016-11-29,33,False
2016-11-30,27,False
2016-12-01,44,False
2016-12-02,17,False
2016-12-03,12,False
2016-12-04,30,False
2016-12-05,35,False
2016-12-06,74,False
2016-12-07,22,False
2016-12-08,45,False
2016-12-09,28,False
2016-12-10,25,False
2016-12-11,18,False
2016-12-12,11,False
2016-12-13,75,False
2016-12-14,81,False
2016-12-15,56,False
2016-12-16,35,False
2016-12-17,45,False
2016-12-18,32,False
2016-12-19,23,False
2016-12-20,58,False
2016-12-21,46,False
2016-12-22,54,False
2016-12-23,25,False
2016-12-24,21,False
2016-12-25,14,False
2016-12-26,12,False
2016-12-27,23,False
2016-12-28,36,False
2016-12-29,36,False
2016-12-30,19,False
2016-12-31,0,False
2017-01-01,48,False
2017-01-02,17,False
2017-01-03,44,False
2017-01-04,50,False
2017-01-05,33,False
2017-01-06,23,False
2017-01-07,12,False
2017-01-08,25,False
2017-01-09,38,False
2017-01-10,26,False
2017-01-11,43,False
2017-01-12,43,False
2017-01-13,22,False
2017-01-14,12,False
2017-01-15,48,False
2017-01-16,5,False
2017-01-17,21,False
2017-01-18,53,False
2017-01-19,37,False
