date,INTC stock
2010-08-24,18
2010-08-25,27
2010-08-26,46
2010-08-27,48
2010-08-28,35
2010-08-29,0
2010-08-30,44
2010-08-31,44
2010-09-01,36
2010-09-02,36
2010-09-03,28
2010-09-04,0
2010-09-05,23
2010-09-06,0
2010-09-07,26
2010-09-08,18
2010-09-09,45
2010-09-10,38
2010-09-11,0
2010-09-12,22
2010-09-13,0
2010-09-14,60
2010-09-15,70
2010-09-16,18
2010-09-17,19
2010-09-18,34
2010-09-19,0
2010-09-20,52
2010-09-21,17
2010-09-22,17
2010-09-23,17
2010-09-24,55
2010-09-25,22
2010-09-26,32
2010-09-27,25
2010-09-28,25
2010-09-29,25
2010-09-30,69
2010-10-01,55
2010-10-02,22
2010-10-03,21
2010-10-04,42
2010-10-05,51
2010-10-06,17
2010-10-07,27
2010-10-08,27
2010-10-09,22
2010-10-10,21
2010-10-11,52
2010-10-12,52
2010-10-13,42
2010-10-14,77
2010-10-15,27
2010-10-16,21
2010-10-17,0
2010-10-18,41
2010-10-19,33
2010-10-20,33
2010-10-21,42
2010-10-22,27
2010-10-23,0
2010-10-24,0
2010-10-25,49
2010-10-26,66
2010-10-27,50
2010-10-28,42
2010-10-29,44
2010-10-30,0
2010-10-31,0
2010-11-01,17
2010-11-02,49
2010-11-03,32
2010-11-04,24
2010-11-05,44
2010-11-06,21
2010-11-07,0
2010-11-08,40
2010-11-09,32
2010-11-10,66
2010-11-11,0
2010-11-12,52
2010-11-13,21
2010-11-14,41
2010-11-15,41
2010-11-16,50
2010-11-17,41
2010-11-18,16
2010-11-19,35
2010-11-20,21
2010-11-21,20
2010-11-22,16
2010-11-23,0
2010-11-24,16
2010-11-25,18
2010-11-26,36
2010-11-27,41
2010-11-28,20
2010-11-29,16
2010-11-30,39
2010-12-01,40
2010-12-02,16
2010-12-03,51
2010-12-04,31
2010-12-05,0
2010-12-06,40
2010-12-07,24
2010-12-08,33
2010-12-09,41
2010-12-10,26
2010-12-11,21
2010-12-12,0
2010-12-13,48
2010-12-14,16
2010-12-15,41
2010-12-16,17
2010-12-17,35
2010-12-18,21
2010-12-19,0
2010-12-20,33
2010-12-21,25
2010-12-22,61
2010-12-23,28
2010-12-24,0
2010-12-25,25
2010-12-26,0
2010-12-27,73
2010-12-28,18
2010-12-29,0
2010-12-30,37
2010-12-31,22
2011-01-01,47
2011-01-02,21
2011-01-03,33
2011-01-04,16
2011-01-05,32
2011-01-06,66
2011-01-07,17
2011-01-08,59
2011-01-09,19
2011-01-10,31
2011-01-11,46
2011-01-12,54
2011-01-13,78
2011-01-14,56
2011-01-15,19
2011-01-16,0
2011-01-17,46
2011-01-18,15
2011-01-19,38
2011-01-20,31
2011-01-21,32
2011-01-22,38
2011-01-23,19
2011-01-24,37
2011-01-25,23
2011-01-26,23
2011-01-27,15
2011-01-28,48
2011-01-29,28
2011-01-30,18
2011-01-31,57
2011-02-01,58
2011-02-02,36
2011-02-03,30
2011-02-04,23
2011-02-05,37
2011-02-06,18
2011-02-07,73
2011-02-08,30
2011-02-09,15
2011-02-10,15
2011-02-11,24
2011-02-12,0
2011-02-13,37
2011-02-14,0
2011-02-15,43
2011-02-16,29
2011-02-17,45
2011-02-18,62
2011-02-19,18
2011-02-20,0
2011-02-21,15
2011-02-22,15
2011-02-23,59
2011-02-24,15
2011-02-25,31
2011-02-26,18
2011-02-27,18
2011-02-28,22
2011-03-01,15
2011-03-02,44
2011-03-03,15
2011-03-04,39
2011-03-05,19
2011-03-06,18
2011-03-07,30
2011-03-08,15
2011-03-09,29
2011-03-10,30
2011-03-11,30
2011-03-12,19
2011-03-13,18
2011-03-14,15
2011-03-15,22
2011-03-16,14
2011-03-17,0
2011-03-18,31
2011-03-19,0
2011-03-20,0
2011-03-21,22
2011-03-22,29
2011-03-23,15
2011-03-24,23
2011-03-25,47
2011-03-26,18
2011-03-27,18
2011-03-28,0
2011-03-29,29
2011-03-30,15
2011-03-31,75
2011-04-01,70
2011-04-02,19
2011-04-03,0
2011-04-04,43
2011-04-05,29
2011-04-06,59
2011-04-07,37
2011-04-08,55
2011-04-09,38
2011-04-10,0
2011-04-11,58
2011-04-12,36
2011-04-13,15
2011-04-14,38
2011-04-15,39
2011-04-16,19
2011-04-17,0
2011-04-18,59
2011-04-19,83
2011-04-20,100
2011-04-21,57
2011-04-22,18
2011-04-23,20
2011-04-24,61
2011-04-25,41
2011-04-26,51
2011-04-27,29
2011-04-28,59
2011-04-29,39
2011-04-30,19
2011-05-01,0
2011-05-02,37
2011-05-03,44
2011-05-04,44
2011-05-05,90
2011-05-06,47
2011-05-07,38
2011-05-08,0
2011-05-09,22
2011-05-10,58
2011-05-11,44
