date,INTC stock
2017-01-19,18
2017-01-20,16
2017-01-21,5
2017-01-22,5
2017-01-23,25
2017-01-24,29
2017-01-25,54
2017-01-26,89
2017-01-27,59
2017-01-28,16
2017-01-29,8
2017-01-30,16
2017-01-31,18
2017-02-01,15
2017-02-02,29
2017-02-03,38
2017-02-04,18
2017-02-05,5
2017-02-06,22
2017-02-07,22
2017-02-08,23
2017-02-09,44
2017-02-10,44
2017-02-11,16
2017-02-12,15
2017-02-13,33
2017-02-14,29
2017-02-15,32
2017-02-16,33
2017-02-17,27
2017-02-18,10
2017-02-19,8
2017-02-20,9
2017-02-21,27
2017-02-22,16
2017-02-23,27
2017-02-24,28
2017-02-25,16
2017-02-26,3
2017-02-27,28
2017-02-28,22
2017-03-01,58
2017-03-02,34
2017-03-03,32
2017-03-04,3
2017-03-05,2
2017-03-06,13
2017-03-07,30
2017-03-08,22
2017-03-09,28
2017-03-10,14
2017-03-11,13
2017-03-12,10
2017-03-13,55
2017-03-14,31
2017-03-15,33
2017-03-16,24
2017-03-17,21
2017-03-18,5
2017-03-19,3
2017-03-20,24
2017-03-21,33
2017-03-22,26
2017-03-23,22
2017-03-24,32
2017-03-25,0
2017-03-26,3
2017-03-27,22
2017-03-28,38
2017-03-29,25
2017-03-30,52
2017-03-31,35
2017-04-01,8
2017-04-02,5
2017-04-03,22
2017-04-04,40
2017-04-05,38
2017-04-06,38
2017-04-07,25
2017-04-08,0
2017-04-09,5
2017-04-10,9
2017-04-11,43
2017-04-12,42
2017-04-13,12
2017-04-14,26
2017-04-15,5
2017-04-16,5
2017-04-17,12
2017-04-18,29
2017-04-19,26
2017-04-20,31
2017-04-21,26
2017-04-22,3
2017-04-23,8
2017-04-24,33
2017-04-25,20
2017-04-26,33
2017-04-27,73
2017-04-28,69
2017-04-29,8
2017-04-30,8
2017-05-01,34
2017-05-02,29
2017-05-03,40
2017-05-04,56
2017-05-05,23
2017-05-06,21
2017-05-07,3
2017-05-08,16
2017-05-09,24
2017-05-10,33
2017-05-11,32
2017-05-12,49
2017-05-13,5
2017-05-14,16
2017-05-15,26
2017-05-16,38
2017-05-17,36
2017-05-18,31
2017-05-19,20
2017-05-20,20
2017-05-21,8
2017-05-22,22
2017-05-23,21
2017-05-24,29
2017-05-25,12
2017-05-26,38
2017-05-27,3
2017-05-28,12
2017-05-29,5
2017-05-30,23
2017-05-31,33
2017-06-01,29
2017-06-02,33
2017-06-03,14
2017-06-04,0
2017-06-05,31
2017-06-06,21
2017-06-07,25
2017-06-08,35
2017-06-09,32
2017-06-10,20
2017-06-11,11
2017-06-12,21
2017-06-13,25
2017-06-14,36
2017-06-15,19
2017-06-16,30
2017-06-17,17
2017-06-18,6
2017-06-19,33
2017-06-20,36
2017-06-21,48
2017-06-22,30
2017-06-23,41
2017-06-24,5
2017-06-25,6
2017-06-26,29
2017-06-27,27
2017-06-28,30
2017-06-29,12
2017-06-30,30
2017-07-01,6
2017-07-02,6
2017-07-03,25
2017-07-04,7
2017-07-05,30
2017-07-06,54
2017-07-07,45
2017-07-08,17
2017-07-09,3
2017-07-10,33
2017-07-11,38
2017-07-12,26
2017-07-13,47
2017-07-14,45
2017-07-15,11
2017-07-16,6
2017-07-17,31
2017-07-18,34
2017-07-19,44
2017-07-20,27
2017-07-21,48
2017-07-22,8
2017-07-23,8
2017-07-24,24
2017-07-25,33
2017-07-26,26
2017-07-27,93
2017-07-28,100
2017-07-29,20
2017-07-30,3
2017-07-31,33
2017-08-01,43
2017-08-02,53
2017-08-03,47
2017-08-04,39
2017-08-05,16
2017-08-06,14
2017-08-07,46
2017-08-08,27
2017-08-09,42
2017-08-10,40
2017-08-11,30
2017-08-12,5
2017-08-13,3
2017-08-14,41
2017-08-15,34
2017-08-16,49
2017-08-17,40
2017-08-18,12
2017-08-19,11
2017-08-20,13
2017-08-21,34
2017-08-22,26
2017-08-23,19
2017-08-24,26
2017-08-25,17
2017-08-26,3
2017-08-27,0
2017-08-28,12
2017-08-29,34
2017-08-30,28
2017-08-31,25
2017-09-01,49
2017-09-02,3
2017-09-03,8
2017-09-04,7
2017-09-05,18
2017-09-06,32
2017-09-07,39
2017-09-08,31
2017-09-09,3
2017-09-10,0
2017-09-11,16
2017-09-12,47
2017-09-13,31
2017-09-14,25
2017-09-15,28
2017-09-16,16
2017-09-17,5
2017-09-18,36
2017-09-19,52
2017-09-20,45
2017-09-21,30
2017-09-22,38
2017-09-23,8
2017-09-24,0
2017-09-25,27
2017-09-26,32
2017-09-27,50
2017-09-28,18
2017-09-29,40
2017-09-30,19
2017-10-01,8
2017-10-02,49
2017-10-03,72
2017-10-04,52
2017-10-05,50
2017-10-06,47
