date,INTC stock
2011-09-18,23
2011-09-19,76
2011-09-20,47
2011-09-21,19
2011-09-22,57
2011-09-23,100
2011-09-24,0
2011-09-25,23
2011-09-26,47
2011-09-27,47
2011-09-28,38
2011-09-29,29
2011-09-30,20
2011-10-01,36
2011-10-02,0
2011-10-03,38
2011-10-04,74
2011-10-05,47
2011-10-06,28
2011-10-07,39
2011-10-08,23
2011-10-09,45
2011-10-10,28
2011-10-11,35
2011-10-12,27
2011-10-13,28
2011-10-14,78
2011-10-15,0
2011-10-16,0
2011-10-17,28
2011-10-18,73
2011-10-19,82
2011-10-20,56
2011-10-21,89
2011-10-22,46
2011-10-23,89
2011-10-24,54
2011-10-25,27
2011-10-26,56
2011-10-27,56
2011-10-28,20
2011-10-29,69
2011-10-30,0
2011-10-31,96
2011-11-01,67
2011-11-02,65
2011-11-03,19
2011-11-04,57
2011-11-05,45
2011-11-06,0
2011-11-07,46
2011-11-08,36
2011-11-09,55
2011-11-10,83
2011-11-11,19
2011-11-12,22
2011-11-13,22
2011-11-14,18
2011-11-15,73
2011-11-16,45
2011-11-17,18
2011-11-18,19
2011-11-19,22
2011-11-20,32
2011-11-21,0
2011-11-22,71
2011-11-23,18
2011-11-24,0
2011-11-25,20
2011-11-26,22
2011-11-27,22
2011-11-28,18
2011-11-29,18
2011-11-30,62
2011-12-01,45
2011-12-02,38
2011-12-03,22
2011-12-04,42
2011-12-05,0
2011-12-06,27
2011-12-07,18
2011-12-08,55
2011-12-09,38
2011-12-10,0
2011-12-11,43
2011-12-12,62
2011-12-13,18
2011-12-14,36
2011-12-15,18
2011-12-16,19
2011-12-17,22
2011-12-18,22
2011-12-19,18
2011-12-20,37
2011-12-21,0
2011-12-22,39
2011-12-23,31
2011-12-24,0
2011-12-25,0
2011-12-26,21
2011-12-27,39
2011-12-28,48
2011-12-29,39
2011-12-30,20
2011-12-31,36
2012-01-01,0
2012-01-02,0
2012-01-03,53
2012-01-04,88
2012-01-05,54
2012-01-06,46
2012-01-07,0
2012-01-08,40
2012-01-09,17
2012-01-10,68
2012-01-11,26
2012-01-12,52
2012-01-13,35
2012-01-14,41
2012-01-15,20
2012-01-16,51
2012-01-17,34
2012-01-18,25
2012-01-19,51
2012-01-20,79
2012-01-21,40
2012-01-22,0
2012-01-23,84
2012-01-24,92
2012-01-25,68
2012-01-26,0
2012-01-27,26
2012-01-28,31
2012-01-29,0
2012-01-30,0
2012-01-31,33
2012-02-01,34
2012-02-02,42
2012-02-03,96
2012-02-04,30
2012-02-05,40
2012-02-06,25
2012-02-07,58
2012-02-08,25
2012-02-09,50
2012-02-10,17
2012-02-11,40
2012-02-12,0
2012-02-13,49
2012-02-14,17
2012-02-15,25
2012-02-16,34
2012-02-17,70
2012-02-18,30
2012-02-19,40
2012-02-20,26
2012-02-21,17
2012-02-22,83
2012-02-23,42
2012-02-24,43
2012-02-25,30
2012-02-26,20
2012-02-27,41
2012-02-28,66
2012-02-29,58
2012-03-01,43
2012-03-02,72
2012-03-03,21
2012-03-04,20
2012-03-05,17
2012-03-06,66
2012-03-07,49
2012-03-08,34
2012-03-09,35
2012-03-10,0
2012-03-11,19
2012-03-12,33
2012-03-13,25
2012-03-14,33
2012-03-15,33
2012-03-16,44
2012-03-17,20
2012-03-18,30
2012-03-19,41
2012-03-20,33
2012-03-21,16
2012-03-22,51
2012-03-23,44
2012-03-24,51
2012-03-25,41
2012-03-26,41
2012-03-27,66
2012-03-28,75
2012-03-29,34
2012-03-30,35
2012-03-31,60
2012-04-01,20
2012-04-02,50
2012-04-03,33
2012-04-04,43
2012-04-05,44
2012-04-06,19
2012-04-07,42
2012-04-08,43
2012-04-09,20
2012-04-10,43
2012-04-11,33
2012-04-12,33
2012-04-13,17
2012-04-14,59
2012-04-15,58
2012-04-16,33
2012-04-17,57
2012-04-18,90
2012-04-19,50
2012-04-20,43
2012-04-21,20
2012-04-22,0
2012-04-23,24
2012-04-24,49
2012-04-25,41
2012-04-26,17
2012-04-27,52
2012-04-28,20
2012-04-29,0
2012-04-30,34
2012-05-01,45
2012-05-02,41
2012-05-03,58
2012-05-04,35
2012-05-05,40
2012-05-06,20
2012-05-07,49
2012-05-08,24
2012-05-09,49
2012-05-10,25
2012-05-11,34
2012-05-12,41
2012-05-13,20
2012-05-14,32
2012-05-15,16
2012-05-16,33
2012-05-17,34
2012-05-18,35
2012-05-19,31
2012-05-20,20
2012-05-21,65
2012-05-22,49
2012-05-23,41
2012-05-24,25
2012-05-25,52
2012-05-26,0
2012-05-27,42
2012-05-28,17
2012-05-29,32
2012-05-30,16
2012-05-31,57
2012-06-01,59
2012-06-02,20
2012-06-03,20
2012-06-04,32
