date,INTC stock
2014-03-16,4
2014-03-17,19
2014-03-18,9
2014-03-19,18
2014-03-20,6
2014-03-21,16
2014-03-22,7
2014-03-23,0
2014-03-24,15
2014-03-25,12
2014-03-26,9
2014-03-27,28
2014-03-28,13
2014-03-29,0
2014-03-30,0
2014-03-31,9
2014-04-01,15
2014-04-02,12
2014-04-03,15
2014-04-04,19
2014-04-05,4
2014-04-06,0
2014-04-07,30
2014-04-08,24
2014-04-09,40
2014-04-10,19
2014-04-11,13
2014-04-12,4
2014-04-13,4
2014-04-14,6
2014-04-15,40
2014-04-16,22
2014-04-17,23
2014-04-18,11
2014-04-19,12
2014-04-20,0
2014-04-21,20
2014-04-22,12
2014-04-23,9
2014-04-24,28
2014-04-25,26
2014-04-26,11
2014-04-27,4
2014-04-28,12
2014-04-29,18
2014-04-30,12
2014-05-01,17
2014-05-02,0
2014-05-03,4
2014-05-04,0
2014-05-05,15
2014-05-06,12
2014-05-07,18
2014-05-08,28
2014-05-09,29
2014-05-10,11
2014-05-11,4
2014-05-12,21
2014-05-13,24
2014-05-14,9
2014-05-15,25
2014-05-16,10
2014-05-17,7
2014-05-18,11
2014-05-19,24
2014-05-20,12
2014-05-21,20
2014-05-22,24
2014-05-23,7
2014-05-24,16
2014-05-25,4
2014-05-26,7
2014-05-27,26
2014-05-28,33
2014-05-29,31
2014-05-30,11
2014-05-31,17
2014-06-01,12
2014-06-02,7
2014-06-03,23
2014-06-04,33
2014-06-05,20
2014-06-06,33
2014-06-07,8
2014-06-08,8
2014-06-09,17
2014-06-10,24
2014-06-11,34
2014-06-12,34
2014-06-13,68
2014-06-14,49
2014-06-15,21
2014-06-16,44
2014-06-17,40
2014-06-18,14
2014-06-19,17
2014-06-20,43
2014-06-21,13
2014-06-22,8
2014-06-23,14
2014-06-24,24
2014-06-25,23
2014-06-26,38
2014-06-27,51
2014-06-28,8
2014-06-29,8
2014-06-30,21
2014-07-01,38
2014-07-02,28
2014-07-03,39
2014-07-04,26
2014-07-05,8
2014-07-06,4
2014-07-07,3
2014-07-08,37
2014-07-09,41
2014-07-10,14
2014-07-11,32
2014-07-12,8
2014-07-13,4
2014-07-14,27
2014-07-15,44
2014-07-16,100
2014-07-17,63
2014-07-18,69
2014-07-19,8
2014-07-20,21
2014-07-21,31
2014-07-22,34
2014-07-23,18
2014-07-24,21
2014-07-25,44
2014-07-26,9
2014-07-27,8
2014-07-28,21
2014-07-29,28
2014-07-30,28
2014-07-31,56
2014-08-01,15
2014-08-02,21
2014-08-03,0
2014-08-04,31
2014-08-05,34
2014-08-06,21
2014-08-07,30
2014-08-08,18
2014-08-09,17
2014-08-10,0
2014-08-11,17
2014-08-12,34
2014-08-13,37
2014-08-14,24
2014-08-15,30
2014-08-16,8
2014-08-17,4
2014-08-18,21
2014-08-19,30
2014-08-20,24
2014-08-21,27
2014-08-22,25
2014-08-23,20
2014-08-24,0
2014-08-25,13
2014-08-26,23
2014-08-27,16
2014-08-28,3
2014-08-29,21
2014-08-30,12
2014-08-31,4
2014-09-01,10
2014-09-02,29
2014-09-03,16
2014-09-04,20
2014-09-05,24
2014-09-06,12
2014-09-07,12
2014-09-08,10
2014-09-09,19
2014-09-10,22
2014-09-11,26
2014-09-12,27
2014-09-13,8
2014-09-14,8
2014-09-15,22
2014-09-16,10
2014-09-17,32
2014-09-18,36
2014-09-19,17
2014-09-20,8
2014-09-21,0
2014-09-22,35
2014-09-23,29
2014-09-24,13
2014-09-25,23
2014-09-26,17
2014-09-27,8
2014-09-28,0
2014-09-29,25
2014-09-30,19
2014-10-01,32
2014-10-02,7
2014-10-03,18
2014-10-04,8
2014-10-05,8
2014-10-06,22
2014-10-07,13
2014-10-08,19
2014-10-09,16
2014-10-10,40
2014-10-11,12
2014-10-12,4
2014-10-13,13
2014-10-14,47
2014-10-15,57
2014-10-16,22
2014-10-17,13
2014-10-18,11
2014-10-19,4
2014-10-20,13
2014-10-21,22
2014-10-22,13
2014-10-23,29
2014-10-24,0
2014-10-25,0
2014-10-26,0
2014-10-27,31
2014-10-28,19
2014-10-29,12
2014-10-30,13
2014-10-31,20
2014-11-01,4
2014-11-02,4
2014-11-03,35
2014-11-04,15
2014-11-05,28
2014-11-06,28
2014-11-07,20
2014-11-08,0
2014-11-09,4
2014-11-10,9
2014-11-11,25
2014-11-12,37
2014-11-13,12
2014-11-14,19
2014-11-15,0
2014-11-16,4
2014-11-17,9
2014-11-18,16
2014-11-19,13
2014-11-20,37
2014-11-21,32
2014-11-22,4
2014-11-23,4
2014-11-24,24
2014-11-25,27
2014-11-26,18
2014-11-27,19
2014-11-28,33
2014-11-29,11
2014-11-30,11
2014-12-01,27
