date,INTC stock
2015-08-18,24
2015-08-19,31
2015-08-20,46
2015-08-21,41
2015-08-22,21
2015-08-23,5
2015-08-24,55
2015-08-25,68
2015-08-26,53
2015-08-27,41
2015-08-28,40
2015-08-29,13
2015-08-30,10
2015-08-31,23
2015-09-01,33
2015-09-02,44
2015-09-03,22
2015-09-04,26
2015-09-05,15
2015-09-06,0
2015-09-07,13
2015-09-08,38
2015-09-09,41
2015-09-10,40
2015-09-11,48
2015-09-12,15
2015-09-13,14
2015-09-14,31
2015-09-15,50
2015-09-16,25
2015-09-17,48
2015-09-18,33
2015-09-19,20
2015-09-20,10
2015-09-21,24
2015-09-22,21
2015-09-23,33
2015-09-24,30
2015-09-25,31
2015-09-26,7
2015-09-27,5
2015-09-28,18
2015-09-29,27
2015-09-30,25
2015-10-01,39
2015-10-02,19
2015-10-03,19
2015-10-04,7
2015-10-05,41
2015-10-06,34
2015-10-07,55
2015-10-08,33
2015-10-09,47
2015-10-10,5
2015-10-11,10
2015-10-12,21
2015-10-13,51
2015-10-14,92
2015-10-15,33
2015-10-16,47
2015-10-17,17
2015-10-18,7
2015-10-19,36
2015-10-20,34
2015-10-21,16
2015-10-22,53
2015-10-23,39
2015-10-24,22
2015-10-25,19
2015-10-26,46
2015-10-27,43
2015-10-28,30
2015-10-29,37
2015-10-30,28
2015-10-31,17
2015-11-01,5
2015-11-02,26
2015-11-03,48
2015-11-04,26
2015-11-05,43
2015-11-06,34
2015-11-07,10
2015-11-08,0
2015-11-09,18
2015-11-10,26
2015-11-11,19
2015-11-12,29
2015-11-13,23
2015-11-14,7
2015-11-15,9
2015-11-16,30
2015-11-17,32
2015-11-18,22
2015-11-19,35
2015-11-20,57
2015-11-21,21
2015-11-22,7
2015-11-23,34
2015-11-24,24
2015-11-25,14
2015-11-26,8
2015-11-27,11
2015-11-28,5
2015-11-29,14
2015-11-30,26
2015-12-01,26
2015-12-02,16
2015-12-03,31
2015-12-04,38
2015-12-05,12
2015-12-06,7
2015-12-07,26
2015-12-08,31
2015-12-09,22
2015-12-10,27
2015-12-11,17
2015-12-12,17
2015-12-13,19
2015-12-14,20
2015-12-15,23
2015-12-16,25
2015-12-17,28
2015-12-18,34
2015-12-19,23
2015-12-20,10
2015-12-21,26
2015-12-22,33
2015-12-23,44
2015-12-24,36
2015-12-25,17
2015-12-26,8
2015-12-27,10
2015-12-28,11
2015-12-29,24
2015-12-30,39
2015-12-31,22
2016-01-01,6
2016-01-02,5
2016-01-03,5
2016-01-04,26
2016-01-05,33
2016-01-06,18
2016-01-07,31
2016-01-08,22
2016-01-09,10
2016-01-10,10
2016-01-11,32
2016-01-12,38
2016-01-13,54
2016-01-14,70
2016-01-15,96
2016-01-16,22
2016-01-17,12
2016-01-18,19
2016-01-19,36
2016-01-20,38
2016-01-21,35
2016-01-22,36
2016-01-23,15
2016-01-24,10
2016-01-25,38
2016-01-26,23
2016-01-27,30
2016-01-28,58
2016-01-29,36
2016-01-30,7
2016-01-31,10
2016-02-01,26
2016-02-02,38
2016-02-03,34
2016-02-04,35
2016-02-05,36
2016-02-06,30
2016-02-07,5
2016-02-08,24
2016-02-09,35
2016-02-10,49
2016-02-11,32
2016-02-12,29
2016-02-13,7
2016-02-14,5
2016-02-15,11
2016-02-16,25
2016-02-17,27
2016-02-18,32
2016-02-19,35
2016-02-20,10
2016-02-21,5
2016-02-22,17
2016-02-23,33
2016-02-24,31
2016-02-25,26
2016-02-26,40
2016-02-27,15
2016-02-28,10
2016-02-29,23
2016-03-01,48
2016-03-02,40
2016-03-03,51
2016-03-04,61
2016-03-05,15
2016-03-06,12
2016-03-07,39
2016-03-08,31
2016-03-09,36
2016-03-10,22
2016-03-11,42
2016-03-12,7
2016-03-13,5
2016-03-14,23
2016-03-15,23
2016-03-16,34
2016-03-17,54
2016-03-18,38
2016-03-19,10
2016-03-20,5
2016-03-21,43
2016-03-22,36
2016-03-23,39
2016-03-24,32
2016-03-25,14
2016-03-26,15
2016-03-27,8
2016-03-28,27
2016-03-29,23
2016-03-30,38
2016-03-31,47
2016-04-01,29
2016-04-02,5
2016-04-03,5
2016-04-04,27
2016-04-05,34
2016-04-06,19
2016-04-07,28
2016-04-08,38
2016-04-09,10
2016-04-10,10
2016-04-11,21
2016-04-12,25
2016-04-13,30
2016-04-14,39
2016-04-15,36
2016-04-16,15
2016-04-17,5
2016-04-18,40
2016-04-19,97
2016-04-20,100
2016-04-21,63
2016-04-22,52
2016-04-23,10
2016-04-24,10
2016-04-25,33
2016-04-26,33
2016-04-27,45
2016-04-28,46
2016-04-29,49
2016-04-30,15
2016-05-01,7
2016-05-02,48
2016-05-03,32
2016-05-04,43
