date,INTC stock
2017-05-29,6
2017-05-30,16
2017-05-31,7
2017-06-01,15
2017-06-02,12
2017-06-03,3
2017-06-04,2
2017-06-05,19
2017-06-06,15
2017-06-07,8
2017-06-08,16
2017-06-09,14
2017-06-10,4
2017-06-11,5
2017-06-12,14
2017-06-13,14
2017-06-14,17
2017-06-15,15
2017-06-16,10
2017-06-17,3
2017-06-18,4
2017-06-19,12
2017-06-20,14
2017-06-21,22
2017-06-22,14
2017-06-23,16
2017-06-24,7
2017-06-25,4
2017-06-26,16
2017-06-27,15
2017-06-28,12
2017-06-29,11
2017-06-30,11
2017-07-01,1
2017-07-02,4
2017-07-03,7
2017-07-04,11
2017-07-05,18
2017-07-06,19
2017-07-07,21
2017-07-08,3
2017-07-09,5
2017-07-10,14
2017-07-11,10
2017-07-12,12
2017-07-13,18
2017-07-14,22
2017-07-15,8
2017-07-16,5
2017-07-17,14
2017-07-18,19
2017-07-19,20
2017-07-20,21
2017-07-21,11
2017-07-22,3
2017-07-23,7
2017-07-24,15
2017-07-25,12
2017-07-26,7
2017-07-27,33
2017-07-28,36
2017-07-29,8
2017-07-30,2
2017-07-31,8
2017-08-01,23
2017-08-02,15
2017-08-03,12
2017-08-04,22
2017-08-05,6
2017-08-06,4
2017-08-07,15
2017-08-08,25
2017-08-09,26
2017-08-10,27
2017-08-11,11
2017-08-12,2
2017-08-13,0
2017-08-14,19
2017-08-15,20
2017-08-16,14
2017-08-17,13
2017-08-18,12
2017-08-19,5
2017-08-20,1
2017-08-21,7
2017-08-22,9
2017-08-23,17
2017-08-24,11
2017-08-25,8
2017-08-26,4
2017-08-27,6
2017-08-28,7
2017-08-29,14
2017-08-30,8
2017-08-31,8
2017-09-01,8
2017-09-02,0
2017-09-03,2
2017-09-04,0
2017-09-05,9
2017-09-06,15
2017-09-07,13
2017-09-08,3
2017-09-09,2
2017-09-10,1
2017-09-11,12
2017-09-12,15
2017-09-13,13
2017-09-14,21
2017-09-15,11
2017-09-16,0
2017-09-17,2
2017-09-18,19
2017-09-19,15
2017-09-20,16
2017-09-21,17
2017-09-22,16
2017-09-23,6
2017-09-24,2
2017-09-25,23
2017-09-26,11
2017-09-27,17
2017-09-28,16
2017-09-29,28
2017-09-30,10
2017-10-01,2
2017-10-02,27
2017-10-03,45
2017-10-04,35
2017-10-05,14
2017-10-06,30
2017-10-07,2
2017-10-08,1
2017-10-09,18
2017-10-10,13
2017-10-11,24
2017-10-12,27
2017-10-13,24
2017-10-14,6
2017-10-15,4
2017-10-16,16
2017-10-17,23
2017-10-18,19
2017-10-19,29
2017-10-20,17
2017-10-21,4
2017-10-22,5
2017-10-23,37
2017-10-24,22
2017-10-25,32
2017-10-26,48
2017-10-27,74
2017-10-28,15
2017-10-29,8
2017-10-30,50
2017-10-31,55
2017-11-01,46
2017-11-02,39
2017-11-03,47
2017-11-04,16
2017-11-05,7
2017-11-06,40
2017-11-07,33
2017-11-08,23
2017-11-09,49
2017-11-10,21
2017-11-11,8
2017-11-12,2
2017-11-13,20
2017-11-14,33
2017-11-15,26
2017-11-16,24
2017-11-17,16
2017-11-18,6
2017-11-19,3
2017-11-20,27
2017-11-21,23
2017-11-22,30
2017-11-23,7
2017-11-24,10
2017-11-25,6
2017-11-26,3
2017-11-27,20
2017-11-28,22
2017-11-29,26
2017-11-30,26
2017-12-01,24
2017-12-02,1
2017-12-03,4
2017-12-04,16
2017-12-05,18
2017-12-06,23
2017-12-07,18
2017-12-08,24
2017-12-09,7
2017-12-10,1
2017-12-11,14
2017-12-12,20
2017-12-13,8
2017-12-14,16
2017-12-15,19
2017-12-16,6
2017-12-17,1
2017-12-18,20
2017-12-19,24
2017-12-20,29
2017-12-21,33
2017-12-22,27
2017-12-23,2
2017-12-24,5
2017-12-25,4
2017-12-26,18
2017-12-27,32
2017-12-28,25
2017-12-29,15
2017-12-30,8
2017-12-31,2
2018-01-01,4
2018-01-02,20
2018-01-03,60
2018-01-04,100
2018-01-05,62
2018-01-06,18
2018-01-07,10
2018-01-08,38
2018-01-09,42
2018-01-10,41
2018-01-11,43
2018-01-12,39
2018-01-13,7
2018-01-14,4
2018-01-15,11
2018-01-16,30
2018-01-17,34
2018-01-18,37
2018-01-19,24
2018-01-20,11
2018-01-21,5
2018-01-22,29
2018-01-23,30
2018-01-24,35
2018-01-25,58
2018-01-26,86
2018-01-27,23
2018-01-28,13
2018-01-29,47
2018-01-30,42
2018-01-31,46
2018-02-01,32
2018-02-02,23
2018-02-03,12
2018-02-04,0
2018-02-05,20
2018-02-06,46
2018-02-07,33
2018-02-08,25
2018-02-09,42
2018-02-10,8
2018-02-11,3
2018-02-12,28
2018-02-13,30
