date,INTC stock
2011-01-01,14
2011-01-02,0
2011-01-03,30
2011-01-04,29
2011-01-05,29
2011-01-06,30
2011-01-07,0
2011-01-08,12
2011-01-09,0
2011-01-10,19
2011-01-11,19
2011-01-12,38
2011-01-13,66
2011-01-14,39
2011-01-15,12
2011-01-16,12
2011-01-17,9
2011-01-18,18
2011-01-19,19
2011-01-20,9
2011-01-21,10
2011-01-22,23
2011-01-23,0
2011-01-24,9
2011-01-25,27
2011-01-26,28
2011-01-27,19
2011-01-28,49
2011-01-29,22
2011-01-30,11
2011-01-31,26
2011-02-01,26
2011-02-02,9
2011-02-03,18
2011-02-04,0
2011-02-05,0
2011-02-06,11
2011-02-07,44
2011-02-08,9
2011-02-09,9
2011-02-10,0
2011-02-11,19
2011-02-12,0
2011-02-13,22
2011-02-14,0
2011-02-15,53
2011-02-16,18
2011-02-17,27
2011-02-18,9
2011-02-19,11
2011-02-20,22
2011-02-21,0
2011-02-22,0
2011-02-23,9
2011-02-24,0
2011-02-25,19
2011-02-26,11
2011-02-27,0
2011-02-28,0
2011-03-01,0
2011-03-02,27
2011-03-03,36
2011-03-04,9
2011-03-05,11
2011-03-06,0
2011-03-07,28
2011-03-08,9
2011-03-09,9
2011-03-10,18
2011-03-11,9
2011-03-12,11
2011-03-13,11
2011-03-14,19
2011-03-15,9
2011-03-16,0
2011-03-17,9
2011-03-18,19
2011-03-19,0
2011-03-20,0
2011-03-21,18
2011-03-22,9
2011-03-23,0
2011-03-24,0
2011-03-25,28
2011-03-26,0
2011-03-27,0
2011-03-28,9
2011-03-29,26
2011-03-30,18
2011-03-31,27
2011-04-01,19
2011-04-02,0
2011-04-03,0
2011-04-04,35
2011-04-05,9
2011-04-06,45
2011-04-07,45
2011-04-08,48
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,27
2011-04-13,27
2011-04-14,27
2011-04-15,9
2011-04-16,12
2011-04-17,0
2011-04-18,27
2011-04-19,46
2011-04-20,37
2011-04-21,30
2011-04-22,11
2011-04-23,24
2011-04-24,12
2011-04-25,29
2011-04-26,53
2011-04-27,35
2011-04-28,18
2011-04-29,28
2011-04-30,12
2011-05-01,0
2011-05-02,18
2011-05-03,18
2011-05-04,45
2011-05-05,100
2011-05-06,28
2011-05-07,0
2011-05-08,0
2011-05-09,53
2011-05-10,27
2011-05-11,26
2011-05-12,35
2011-05-13,28
2011-05-14,0
2011-05-15,11
2011-05-16,34
2011-05-17,35
2011-05-18,17
2011-05-19,27
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,9
2011-05-25,0
2011-05-26,9
2011-05-27,9
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,35
2011-06-01,9
2011-06-02,9
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,18
2011-06-07,17
2011-06-08,18
2011-06-09,9
2011-06-10,28
2011-06-11,0
2011-06-12,0
2011-06-13,27
2011-06-14,9
2011-06-15,9
2011-06-16,18
2011-06-17,19
2011-06-18,22
2011-06-19,0
2011-06-20,43
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,19
2011-06-25,0
2011-06-26,0
2011-06-27,9
2011-06-28,9
2011-06-29,9
2011-06-30,0
2011-07-01,9
2011-07-02,0
2011-07-03,11
2011-07-04,9
2011-07-05,9
2011-07-06,18
2011-07-07,0
2011-07-08,47
2011-07-09,0
2011-07-10,0
2011-07-11,27
2011-07-12,27
2011-07-13,18
2011-07-14,0
2011-07-15,10
2011-07-16,0
2011-07-17,0
2011-07-18,18
2011-07-19,18
2011-07-20,18
2011-07-21,36
2011-07-22,19
2011-07-23,11
2011-07-24,11
2011-07-25,17
2011-07-26,44
2011-07-27,9
2011-07-28,18
2011-07-29,19
2011-07-30,11
2011-07-31,0
2011-08-01,18
2011-08-02,9
2011-08-03,9
2011-08-04,27
2011-08-05,65
2011-08-06,0
2011-08-07,11
2011-08-08,25
2011-08-09,34
2011-08-10,35
2011-08-11,44
2011-08-12,9
2011-08-13,0
2011-08-14,0
2011-08-15,37
2011-08-16,9
2011-08-17,18
2011-08-18,17
2011-08-19,27
2011-08-20,0
2011-08-21,22
2011-08-22,9
2011-08-23,17
2011-08-24,8
2011-08-25,8
2011-08-26,18
2011-08-27,0
2011-08-28,0
2011-08-29,17
2011-08-30,8
2011-08-31,17
2011-09-01,9
2011-09-02,0
2011-09-03,21
2011-09-04,0
2011-09-05,8
2011-09-06,24
2011-09-07,17
2011-09-08,16
2011-09-09,17
2011-09-10,0
2011-09-11,0
2011-09-12,0
2011-09-13,0
2011-09-14,8
2011-09-15,16
2011-09-16,34
2011-09-17,10
2011-09-18,0
