date,INTC stock
2018-02-13,45
2018-02-14,52
2018-02-15,45
2018-02-16,49
2018-02-17,12
2018-02-18,3
2018-02-19,19
2018-02-20,50
2018-02-21,35
2018-02-22,38
2018-02-23,45
2018-02-24,17
2018-02-25,7
2018-02-26,41
2018-02-27,60
2018-02-28,53
2018-03-01,52
2018-03-02,56
2018-03-03,15
2018-03-04,4
2018-03-05,50
2018-03-06,48
2018-03-07,66
2018-03-08,51
2018-03-09,74
2018-03-10,28
2018-03-11,9
2018-03-12,62
2018-03-13,96
2018-03-14,70
2018-03-15,59
2018-03-16,42
2018-03-17,18
2018-03-18,10
2018-03-19,57
2018-03-20,72
2018-03-21,53
2018-03-22,43
2018-03-23,56
2018-03-24,12
2018-03-25,5
2018-03-26,65
2018-03-27,77
2018-03-28,66
2018-03-29,82
2018-03-30,41
2018-03-31,3
2018-04-01,11
2018-04-02,89
2018-04-03,100
2018-04-04,73
2018-04-05,82
2018-04-06,58
2018-04-07,16
2018-04-08,8
2018-04-09,51
