date,INTC stock
2012-01-26,0
2012-01-27,10
2012-01-28,0
2012-01-29,0
2012-01-30,10
2012-01-31,29
2012-02-01,10
2012-02-02,19
2012-02-03,50
2012-02-04,23
2012-02-05,0
2012-02-06,0
2012-02-07,19
2012-02-08,47
2012-02-09,10
2012-02-10,40
2012-02-11,12
2012-02-12,0
2012-02-13,28
2012-02-14,19
2012-02-15,10
2012-02-16,39
2012-02-17,61
2012-02-18,12
2012-02-19,0
2012-02-20,10
2012-02-21,29
2012-02-22,38
2012-02-23,19
2012-02-24,30
2012-02-25,12
2012-02-26,0
2012-02-27,38
2012-02-28,9
2012-02-29,47
2012-03-01,0
2012-03-02,53
2012-03-03,12
2012-03-04,0
2012-03-05,29
2012-03-06,28
2012-03-07,10
2012-03-08,29
2012-03-09,20
2012-03-10,34
2012-03-11,11
2012-03-12,0
2012-03-13,29
2012-03-14,38
2012-03-15,19
2012-03-16,40
2012-03-17,0
2012-03-18,0
2012-03-19,9
2012-03-20,0
2012-03-21,9
2012-03-22,19
2012-03-23,0
2012-03-24,23
2012-03-25,12
2012-03-26,29
2012-03-27,47
2012-03-28,48
2012-03-29,19
2012-03-30,31
2012-03-31,12
2012-04-01,12
2012-04-02,29
2012-04-03,19
2012-04-04,39
2012-04-05,10
2012-04-06,22
2012-04-07,0
2012-04-08,25
2012-04-09,0
2012-04-10,10
2012-04-11,28
2012-04-12,19
2012-04-13,30
2012-04-14,34
2012-04-15,23
2012-04-16,19
2012-04-17,28
2012-04-18,56
2012-04-19,29
2012-04-20,20
2012-04-21,11
2012-04-22,11
2012-04-23,19
2012-04-24,19
2012-04-25,38
2012-04-26,29
2012-04-27,20
2012-04-28,12
2012-04-29,12
2012-04-30,30
2012-05-01,52
2012-05-02,37
2012-05-03,38
2012-05-04,10
2012-05-05,11
2012-05-06,11
2012-05-07,9
2012-05-08,19
2012-05-09,28
2012-05-10,19
2012-05-11,20
2012-05-12,23
2012-05-13,12
2012-05-14,0
2012-05-15,18
2012-05-16,0
2012-05-17,39
2012-05-18,20
2012-05-19,0
2012-05-20,12
2012-05-21,18
2012-05-22,28
2012-05-23,19
2012-05-24,29
2012-05-25,10
2012-05-26,0
2012-05-27,12
2012-05-28,0
2012-05-29,9
2012-05-30,28
2012-05-31,38
2012-06-01,49
2012-06-02,12
2012-06-03,0
2012-06-04,9
2012-06-05,74
2012-06-06,28
2012-06-07,19
2012-06-08,10
2012-06-09,0
2012-06-10,0
2012-06-11,18
2012-06-12,18
2012-06-13,9
2012-06-14,0
2012-06-15,10
2012-06-16,12
2012-06-17,0
2012-06-18,46
2012-06-19,28
2012-06-20,19
2012-06-21,19
2012-06-22,20
2012-06-23,0
2012-06-24,0
2012-06-25,18
2012-06-26,18
2012-06-27,38
2012-06-28,10
2012-06-29,50
2012-06-30,12
2012-07-01,0
2012-07-02,38
2012-07-03,19
2012-07-04,10
2012-07-05,0
2012-07-06,10
2012-07-07,0
2012-07-08,0
2012-07-09,19
2012-07-10,19
2012-07-11,10
2012-07-12,29
2012-07-13,0
2012-07-14,12
2012-07-15,12
2012-07-16,0
2012-07-17,37
2012-07-18,47
2012-07-19,39
2012-07-20,0
2012-07-21,12
2012-07-22,12
2012-07-23,0
2012-07-24,19
2012-07-25,0
2012-07-26,29
2012-07-27,20
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,19
2012-08-02,10
2012-08-03,10
2012-08-04,12
2012-08-05,0
2012-08-06,10
2012-08-07,19
2012-08-08,19
2012-08-09,0
2012-08-10,10
2012-08-11,24
2012-08-12,0
2012-08-13,19
2012-08-14,57
2012-08-15,30
2012-08-16,19
2012-08-17,20
2012-08-18,12
2012-08-19,0
2012-08-20,48
2012-08-21,19
2012-08-22,28
2012-08-23,10
2012-08-24,10
2012-08-25,23
2012-08-26,22
2012-08-27,46
2012-08-28,9
2012-08-29,9
2012-08-30,0
2012-08-31,48
2012-09-01,11
2012-09-02,11
2012-09-03,19
2012-09-04,18
2012-09-05,0
2012-09-06,28
2012-09-07,39
2012-09-08,0
2012-09-09,11
2012-09-10,9
2012-09-11,100
2012-09-12,36
2012-09-13,45
2012-09-14,19
2012-09-15,0
2012-09-16,0
2012-09-17,18
2012-09-18,27
2012-09-19,27
2012-09-20,0
2012-09-21,38
2012-09-22,0
2012-09-23,11
2012-09-24,44
2012-09-25,18
2012-09-26,9
2012-09-27,18
2012-09-28,57
2012-09-29,11
2012-09-30,0
2012-10-01,9
2012-10-02,45
2012-10-03,9
2012-10-04,27
2012-10-05,18
2012-10-06,11
2012-10-07,10
2012-10-08,26
2012-10-09,9
2012-10-10,52
2012-10-11,26
2012-10-12,9
