date,stock scandal,isPartial
2014-07-24,38,False
2014-07-25,39,False
2014-07-26,0,False
2014-07-27,23,False
2014-07-28,19,False
2014-07-29,19,False
2014-07-30,37,False
2014-07-31,19,False
2014-08-01,19,False
2014-08-02,22,False
2014-08-03,22,False
2014-08-04,19,False
2014-08-05,0,False
2014-08-06,18,False
2014-08-07,0,False
2014-08-08,39,False
2014-08-09,22,False
2014-08-10,22,False
2014-08-11,18,False
2014-08-12,0,False
2014-08-13,27,False
2014-08-14,19,False
2014-08-15,20,False
2014-08-16,22,False
2014-08-17,22,False
2014-08-18,18,False
2014-08-19,0,False
2014-08-20,18,False
2014-08-21,36,False
2014-08-22,19,False
2014-08-23,0,False
2014-08-24,0,False
2014-08-25,27,False
2014-08-26,35,False
2014-08-27,18,False
2014-08-28,36,False
2014-08-29,19,False
2014-08-30,0,False
2014-08-31,0,False
2014-09-01,27,False
2014-09-02,17,False
2014-09-03,35,False
2014-09-04,18,False
2014-09-05,28,False
2014-09-06,0,False
2014-09-07,42,False
2014-09-08,17,False
2014-09-09,51,False
2014-09-10,26,False
2014-09-11,18,False
2014-09-12,36,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,17,False
2014-09-16,35,False
2014-09-17,18,False
2014-09-18,17,False
2014-09-19,18,False
2014-09-20,31,False
2014-09-21,20,False
2014-09-22,35,False
2014-09-23,17,False
2014-09-24,52,False
2014-09-25,35,False
2014-09-26,54,False
2014-09-27,21,False
2014-09-28,21,False
2014-09-29,26,False
2014-09-30,26,False
2014-10-01,17,False
2014-10-02,35,False
2014-10-03,37,False
2014-10-04,0,False
2014-10-05,0,False
2014-10-06,17,False
2014-10-07,17,False
2014-10-08,34,False
2014-10-09,26,False
2014-10-10,18,False
2014-10-11,62,False
2014-10-12,30,False
2014-10-13,17,False
2014-10-14,50,False
2014-10-15,34,False
2014-10-16,26,False
2014-10-17,27,False
2014-10-18,21,False
2014-10-19,20,False
2014-10-20,34,False
2014-10-21,17,False
2014-10-22,17,False
2014-10-23,17,False
2014-10-24,18,False
2014-10-25,20,False
2014-10-26,20,False
2014-10-27,59,False
2014-10-28,42,False
2014-10-29,17,False
2014-10-30,17,False
2014-10-31,36,False
2014-11-01,0,False
2014-11-02,39,False
2014-11-03,17,False
2014-11-04,17,False
2014-11-05,25,False
2014-11-06,25,False
2014-11-07,0,False
2014-11-08,0,False
2014-11-09,20,False
2014-11-10,34,False
2014-11-11,50,False
2014-11-12,33,False
2014-11-13,17,False
2014-11-14,44,False
2014-11-15,29,False
2014-11-16,19,False
2014-11-17,16,False
2014-11-18,18,False
2014-11-19,26,False
2014-11-20,25,False
2014-11-21,17,False
2014-11-22,20,False
2014-11-23,29,False
2014-11-24,41,False
2014-11-25,16,False
2014-11-26,17,False
2014-11-27,26,False
2014-11-28,0,False
2014-11-29,29,False
2014-11-30,28,False
2014-12-01,41,False
2014-12-02,16,False
2014-12-03,16,False
2014-12-04,17,False
2014-12-05,26,False
2014-12-06,40,False
2014-12-07,0,False
2014-12-08,0,False
2014-12-09,16,False
2014-12-10,16,False
2014-12-11,17,False
2014-12-12,26,False
2014-12-13,40,False
2014-12-14,0,False
2014-12-15,50,False
2014-12-16,17,False
2014-12-17,34,False
2014-12-18,35,False
2014-12-19,18,False
2014-12-20,21,False
2014-12-21,21,False
2014-12-22,71,False
2014-12-23,18,False
2014-12-24,20,False
2014-12-25,33,False
2014-12-26,20,False
2014-12-27,20,False
2014-12-28,60,False
2014-12-29,0,False
2014-12-30,0,False
2014-12-31,0,False
2015-01-01,22,False
2015-01-02,18,False
2015-01-03,0,False
2015-01-04,19,False
2015-01-05,33,False
2015-01-06,25,False
2015-01-07,32,False
2015-01-08,32,False
2015-01-09,17,False
2015-01-10,19,False
2015-01-11,55,False
2015-01-12,32,False
2015-01-13,24,False
2015-01-14,40,False
2015-01-15,32,False
2015-01-16,17,False
2015-01-17,19,False
2015-01-18,37,False
2015-01-19,16,False
2015-01-20,32,False
2015-01-21,0,False
2015-01-22,24,False
2015-01-23,16,False
2015-01-24,19,False
2015-01-25,18,False
2015-01-26,31,False
2015-01-27,15,False
2015-01-28,24,False
2015-01-29,48,False
2015-01-30,49,False
2015-01-31,56,False
2015-02-01,37,False
2015-02-02,31,False
2015-02-03,46,False
2015-02-04,47,False
2015-02-05,40,False
2015-02-06,25,False
2015-02-07,19,False
2015-02-08,36,False
2015-02-09,39,False
2015-02-10,31,False
2015-02-11,23,False
2015-02-12,48,False
2015-02-13,100,False
2015-02-14,47,False
2015-02-15,19,False
2015-02-16,24,False
2015-02-17,16,False
2015-02-18,32,False
2015-02-19,56,False
2015-02-20,17,False
2015-02-21,19,False
2015-02-22,27,False
2015-02-23,15,False
2015-02-24,47,False
2015-02-25,23,False
2015-02-26,39,False
2015-02-27,24,False
2015-02-28,18,False
2015-03-01,0,False
2015-03-02,15,False
2015-03-03,47,False
2015-03-04,39,False
2015-03-05,31,False
2015-03-06,41,False
2015-03-07,0,False
2015-03-08,18,False
2015-03-09,39,False
2015-03-10,23,False
2015-03-11,31,False
2015-03-12,40,False
2015-03-13,16,False
2015-03-14,0,False
2015-03-15,0,False
2015-03-16,15,False
2015-03-17,23,False
2015-03-18,54,False
2015-03-19,23,False
2015-03-20,24,False
2015-03-21,18,False
2015-03-22,18,False
2015-03-23,46,False
2015-03-24,31,False
2015-03-25,23,False
2015-03-26,27,False
2015-03-27,33,False
2015-03-28,0,False
2015-03-29,0,False
2015-03-30,16,False
2015-03-31,0,False
2015-04-01,56,False
2015-04-02,41,False
2015-04-03,18,False
2015-04-04,38,False
2015-04-05,0,False
2015-04-06,25,False
2015-04-07,0,False
2015-04-08,16,False
2015-04-09,47,False
2015-04-10,33,False
