date,stock scandal,isPartial
2016-09-11,0,False
2016-09-12,15,False
2016-09-13,7,False
2016-09-14,22,False
2016-09-15,0,False
2016-09-16,0,False
2016-09-17,8,False
2016-09-18,0,False
2016-09-19,0,False
2016-09-20,7,False
2016-09-21,14,False
2016-09-22,37,False
2016-09-23,0,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,22,False
2016-09-27,7,False
2016-09-28,22,False
2016-09-29,15,False
2016-09-30,0,False
2016-10-01,25,False
2016-10-02,0,False
2016-10-03,14,False
2016-10-04,21,False
2016-10-05,78,False
2016-10-06,7,False
2016-10-07,15,False
2016-10-08,17,False
2016-10-09,33,False
2016-10-10,15,False
2016-10-11,22,False
2016-10-12,0,False
2016-10-13,36,False
2016-10-14,7,False
2016-10-15,42,False
2016-10-16,0,False
2016-10-17,21,False
2016-10-18,21,False
2016-10-19,21,False
2016-10-20,0,False
2016-10-21,15,False
2016-10-22,0,False
2016-10-23,16,False
2016-10-24,0,False
2016-10-25,21,False
2016-10-26,21,False
2016-10-27,29,False
2016-10-28,30,False
2016-10-29,25,False
2016-10-30,0,False
2016-10-31,37,False
2016-11-01,30,False
2016-11-02,43,False
2016-11-03,14,False
2016-11-04,30,False
2016-11-05,0,False
2016-11-06,24,False
2016-11-07,21,False
2016-11-08,21,False
2016-11-09,26,False
2016-11-10,14,False
2016-11-11,8,False
2016-11-12,16,False
2016-11-13,8,False
2016-11-14,14,False
2016-11-15,21,False
2016-11-16,7,False
2016-11-17,22,False
2016-11-18,7,False
2016-11-19,17,False
2016-11-20,8,False
2016-11-21,28,False
2016-11-22,7,False
2016-11-23,14,False
2016-11-24,7,False
2016-11-25,0,False
2016-11-26,16,False
2016-11-27,8,False
2016-11-28,7,False
2016-11-29,27,False
2016-11-30,7,False
2016-12-01,14,False
2016-12-02,22,False
2016-12-03,0,False
2016-12-04,7,False
2016-12-05,6,False
2016-12-06,27,False
2016-12-07,20,False
2016-12-08,28,False
2016-12-09,29,False
2016-12-10,0,False
2016-12-11,0,False
2016-12-12,20,False
2016-12-13,20,False
2016-12-14,20,False
2016-12-15,21,False
2016-12-16,15,False
2016-12-17,0,False
2016-12-18,0,False
2016-12-19,21,False
2016-12-20,21,False
2016-12-21,14,False
2016-12-22,7,False
2016-12-23,0,False
2016-12-24,0,False
2016-12-25,0,False
2016-12-26,15,False
2016-12-27,22,False
2016-12-28,7,False
2016-12-29,0,False
2016-12-30,0,False
2016-12-31,8,False
2017-01-01,0,False
2017-01-02,0,False
2017-01-03,7,False
2017-01-04,7,False
2017-01-05,14,False
2017-01-06,7,False
2017-01-07,0,False
2017-01-08,0,False
2017-01-09,13,False
2017-01-10,7,False
2017-01-11,13,False
2017-01-12,41,False
2017-01-13,14,False
2017-01-14,15,False
2017-01-15,15,False
2017-01-16,7,False
2017-01-17,20,False
2017-01-18,7,False
2017-01-19,0,False
2017-01-20,14,False
2017-01-21,15,False
2017-01-22,7,False
2017-01-23,0,False
2017-01-24,26,False
2017-01-25,7,False
2017-01-26,0,False
2017-01-27,21,False
2017-01-28,0,False
2017-01-29,0,False
2017-01-30,19,False
2017-01-31,13,False
2017-02-01,26,False
2017-02-02,20,False
2017-02-03,7,False
2017-02-04,8,False
2017-02-05,7,False
2017-02-06,19,False
2017-02-07,13,False
2017-02-08,26,False
2017-02-09,13,False
2017-02-10,7,False
2017-02-11,8,False
2017-02-12,23,False
2017-02-13,13,False
2017-02-14,0,False
2017-02-15,13,False
2017-02-16,7,False
2017-02-17,20,False
2017-02-18,0,False
2017-02-19,7,False
2017-02-20,7,False
2017-02-21,32,False
2017-02-22,13,False
2017-02-23,7,False
2017-02-24,41,False
2017-02-25,8,False
2017-02-26,22,False
2017-02-27,19,False
2017-02-28,25,False
2017-03-01,25,False
2017-03-02,32,False
2017-03-03,13,False
2017-03-04,7,False
2017-03-05,0,False
2017-03-06,6,False
2017-03-07,12,False
2017-03-08,13,False
2017-03-09,26,False
2017-03-10,13,False
2017-03-11,8,False
2017-03-12,7,False
2017-03-13,30,False
2017-03-14,26,False
2017-03-15,6,False
2017-03-16,13,False
2017-03-17,7,False
2017-03-18,15,False
2017-03-19,7,False
2017-03-20,26,False
2017-03-21,39,False
2017-03-22,13,False
2017-03-23,7,False
2017-03-24,7,False
2017-03-25,0,False
2017-03-26,7,False
2017-03-27,13,False
2017-03-28,0,False
2017-03-29,26,False
2017-03-30,33,False
2017-03-31,21,False
2017-04-01,0,False
2017-04-02,0,False
2017-04-03,19,False
2017-04-04,13,False
2017-04-05,13,False
2017-04-06,0,False
2017-04-07,0,False
2017-04-08,0,False
2017-04-09,15,False
2017-04-10,40,False
2017-04-11,100,False
2017-04-12,93,False
2017-04-13,35,False
2017-04-14,15,False
2017-04-15,31,False
2017-04-16,31,False
2017-04-17,7,False
2017-04-18,19,False
2017-04-19,32,False
2017-04-20,7,False
2017-04-21,27,False
2017-04-22,15,False
2017-04-23,15,False
2017-04-24,13,False
2017-04-25,26,False
2017-04-26,19,False
2017-04-27,46,False
2017-04-28,7,False
2017-04-29,15,False
2017-04-30,31,False
2017-05-01,7,False
2017-05-02,6,False
2017-05-03,13,False
2017-05-04,32,False
2017-05-05,7,False
2017-05-06,8,False
2017-05-07,0,False
2017-05-08,33,False
2017-05-09,32,False
2017-05-10,6,False
2017-05-11,0,False
2017-05-12,21,False
2017-05-13,0,False
2017-05-14,8,False
2017-05-15,14,False
2017-05-16,21,False
2017-05-17,21,False
2017-05-18,14,False
2017-05-19,14,False
2017-05-20,8,False
2017-05-21,8,False
2017-05-22,14,False
2017-05-23,0,False
2017-05-24,0,False
2017-05-25,21,False
2017-05-26,15,False
2017-05-27,0,False
2017-05-28,0,False
2017-05-29,7,False
