date,stock scandal,isPartial
2017-01-19,0,False
2017-01-20,0,False
2017-01-21,6,False
2017-01-22,0,False
2017-01-23,11,False
2017-01-24,6,False
2017-01-25,0,False
2017-01-26,5,False
2017-01-27,23,False
2017-01-28,6,False
2017-01-29,6,False
2017-01-30,27,False
2017-01-31,6,False
2017-02-01,27,False
2017-02-02,11,False
2017-02-03,23,False
2017-02-04,13,False
2017-02-05,0,False
2017-02-06,16,False
2017-02-07,5,False
2017-02-08,11,False
2017-02-09,17,False
2017-02-10,6,False
2017-02-11,6,False
2017-02-12,6,False
2017-02-13,11,False
2017-02-14,16,False
2017-02-15,17,False
2017-02-16,0,False
2017-02-17,11,False
2017-02-18,19,False
2017-02-19,19,False
2017-02-20,6,False
2017-02-21,27,False
2017-02-22,5,False
2017-02-23,17,False
2017-02-24,6,False
2017-02-25,0,False
2017-02-26,12,False
2017-02-27,11,False
2017-02-28,5,False
2017-03-01,10,False
2017-03-02,5,False
2017-03-03,28,False
2017-03-04,12,False
2017-03-05,0,False
2017-03-06,16,False
2017-03-07,10,False
2017-03-08,37,False
2017-03-09,0,False
2017-03-10,11,False
2017-03-11,0,False
2017-03-12,12,False
2017-03-13,5,False
2017-03-14,16,False
2017-03-15,16,False
2017-03-16,11,False
2017-03-17,12,False
2017-03-18,6,False
2017-03-19,18,False
2017-03-20,11,False
2017-03-21,22,False
2017-03-22,16,False
2017-03-23,22,False
2017-03-24,34,False
2017-03-25,6,False
2017-03-26,6,False
2017-03-27,11,False
2017-03-28,16,False
2017-03-29,5,False
2017-03-30,22,False
2017-03-31,11,False
2017-04-01,6,False
2017-04-02,13,False
2017-04-03,5,False
2017-04-04,11,False
2017-04-05,27,False
2017-04-06,22,False
2017-04-07,23,False
2017-04-08,13,False
2017-04-09,13,False
2017-04-10,17,False
2017-04-11,61,False
2017-04-12,100,False
2017-04-13,41,False
2017-04-14,19,False
2017-04-15,13,False
2017-04-16,13,False
2017-04-17,17,False
2017-04-18,5,False
2017-04-19,5,False
2017-04-20,11,False
2017-04-21,6,False
2017-04-22,6,False
2017-04-23,18,False
2017-04-24,22,False
2017-04-25,16,False
2017-04-26,32,False
2017-04-27,27,False
2017-04-28,11,False
2017-04-29,0,False
2017-04-30,0,False
2017-05-01,29,False
2017-05-02,0,False
2017-05-03,11,False
2017-05-04,16,False
2017-05-05,6,False
2017-05-06,0,False
2017-05-07,0,False
2017-05-08,5,False
2017-05-09,16,False
2017-05-10,11,False
2017-05-11,0,False
2017-05-12,17,False
2017-05-13,0,False
2017-05-14,6,False
2017-05-15,17,False
2017-05-16,6,False
2017-05-17,47,False
2017-05-18,12,False
2017-05-19,12,False
2017-05-20,21,False
2017-05-21,7,False
2017-05-22,11,False
2017-05-23,17,False
2017-05-24,12,False
2017-05-25,12,False
2017-05-26,13,False
2017-05-27,0,False
2017-05-28,14,False
2017-05-29,6,False
2017-05-30,0,False
2017-05-31,6,False
2017-06-01,0,False
2017-06-02,12,False
2017-06-03,7,False
2017-06-04,0,False
2017-06-05,12,False
2017-06-06,11,False
2017-06-07,6,False
2017-06-08,0,False
2017-06-09,12,False
2017-06-10,0,False
2017-06-11,7,False
2017-06-12,11,False
2017-06-13,11,False
2017-06-14,0,False
2017-06-15,12,False
2017-06-16,0,False
2017-06-17,0,False
2017-06-18,7,False
2017-06-19,11,False
2017-06-20,17,False
2017-06-21,6,False
2017-06-22,11,False
2017-06-23,0,False
2017-06-24,0,False
2017-06-25,7,False
2017-06-26,6,False
2017-06-27,0,False
2017-06-28,6,False
2017-06-29,6,False
2017-06-30,0,False
2017-07-01,7,False
2017-07-02,0,False
2017-07-03,12,False
2017-07-04,0,False
2017-07-05,6,False
2017-07-06,6,False
2017-07-07,0,False
2017-07-08,0,False
2017-07-09,7,False
2017-07-10,0,False
2017-07-11,12,False
2017-07-12,0,False
2017-07-13,30,False
2017-07-14,6,False
2017-07-15,14,False
