date,stock scandal,isPartial
2011-09-18,29,False
2011-09-19,24,False
2011-09-20,24,False
2011-09-21,0,False
2011-09-22,24,False
2011-09-23,0,False
2011-09-24,0,False
2011-09-25,59,False
2011-09-26,0,False
2011-09-27,0,False
2011-09-28,48,False
2011-09-29,73,False
2011-09-30,0,False
2011-10-01,60,False
2011-10-02,0,False
2011-10-03,0,False
2011-10-04,0,False
2011-10-05,0,False
2011-10-06,24,False
2011-10-07,0,False
2011-10-08,0,False
2011-10-09,29,False
2011-10-10,23,False
2011-10-11,22,False
2011-10-12,0,False
2011-10-13,24,False
2011-10-14,24,False
2011-10-15,29,False
2011-10-16,0,False
2011-10-17,0,False
2011-10-18,46,False
2011-10-19,46,False
2011-10-20,24,False
2011-10-21,0,False
2011-10-22,29,False
2011-10-23,28,False
2011-10-24,46,False
2011-10-25,69,False
2011-10-26,23,False
2011-10-27,24,False
2011-10-28,50,False
2011-10-29,0,False
2011-10-30,0,False
2011-10-31,24,False
2011-11-01,0,False
2011-11-02,70,False
2011-11-03,24,False
2011-11-04,0,False
2011-11-05,0,False
2011-11-06,0,False
2011-11-07,23,False
2011-11-08,23,False
2011-11-09,46,False
2011-11-10,93,False
2011-11-11,24,False
2011-11-12,0,False
2011-11-13,28,False
2011-11-14,45,False
2011-11-15,46,False
2011-11-16,23,False
2011-11-17,23,False
2011-11-18,0,False
2011-11-19,0,False
2011-11-20,0,False
2011-11-21,45,False
2011-11-22,23,False
2011-11-23,46,False
2011-11-24,24,False
2011-11-25,25,False
2011-11-26,28,False
2011-11-27,27,False
2011-11-28,0,False
2011-11-29,44,False
2011-11-30,23,False
2011-12-01,23,False
2011-12-02,0,False
2011-12-03,0,False
2011-12-04,55,False
2011-12-05,45,False
2011-12-06,22,False
2011-12-07,0,False
2011-12-08,0,False
2011-12-09,24,False
2011-12-10,27,False
2011-12-11,0,False
2011-12-12,0,False
2011-12-13,22,False
2011-12-14,0,False
2011-12-15,46,False
2011-12-16,0,False
2011-12-17,56,False
2011-12-18,55,False
2011-12-19,0,False
2011-12-20,0,False
2011-12-21,0,False
2011-12-22,0,False
2011-12-23,53,False
2011-12-24,0,False
2011-12-25,0,False
2011-12-26,0,False
2011-12-27,24,False
2011-12-28,0,False
2011-12-29,49,False
2011-12-30,52,False
2011-12-31,0,False
2012-01-01,0,False
2012-01-02,24,False
2012-01-03,0,False
2012-01-04,0,False
2012-01-05,0,False
2012-01-06,0,False
2012-01-07,27,False
2012-01-08,0,False
2012-01-09,22,False
2012-01-10,22,False
2012-01-11,21,False
2012-01-12,0,False
2012-01-13,0,False
2012-01-14,26,False
2012-01-15,26,False
2012-01-16,21,False
2012-01-17,0,False
2012-01-18,43,False
2012-01-19,22,False
2012-01-20,22,False
2012-01-21,26,False
2012-01-22,25,False
2012-01-23,21,False
2012-01-24,0,False
2012-01-25,0,False
2012-01-26,44,False
2012-01-27,22,False
2012-01-28,78,False
2012-01-29,0,False
2012-01-30,0,False
2012-01-31,21,False
2012-02-01,21,False
2012-02-02,21,False
2012-02-03,0,False
2012-02-04,25,False
2012-02-05,0,False
2012-02-06,0,False
2012-02-07,21,False
2012-02-08,21,False
2012-02-09,21,False
2012-02-10,66,False
2012-02-11,0,False
2012-02-12,0,False
2012-02-13,21,False
2012-02-14,21,False
2012-02-15,0,False
2012-02-16,43,False
2012-02-17,45,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,22,False
2012-02-21,0,False
2012-02-22,0,False
2012-02-23,42,False
2012-02-24,0,False
2012-02-25,0,False
2012-02-26,0,False
2012-02-27,21,False
2012-02-28,0,False
2012-02-29,21,False
2012-03-01,0,False
2012-03-02,23,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,21,False
2012-03-06,0,False
2012-03-07,21,False
2012-03-08,21,False
2012-03-09,0,False
2012-03-10,0,False
2012-03-11,25,False
2012-03-12,41,False
2012-03-13,41,False
2012-03-14,42,False
2012-03-15,21,False
2012-03-16,44,False
2012-03-17,26,False
2012-03-18,25,False
2012-03-19,21,False
2012-03-20,63,False
2012-03-21,21,False
2012-03-22,0,False
2012-03-23,0,False
2012-03-24,26,False
2012-03-25,26,False
2012-03-26,21,False
2012-03-27,21,False
2012-03-28,21,False
2012-03-29,21,False
2012-03-30,45,False
2012-03-31,50,False
2012-04-01,26,False
2012-04-02,42,False
2012-04-03,0,False
2012-04-04,0,False
2012-04-05,22,False
2012-04-06,0,False
2012-04-07,0,False
2012-04-08,0,False
2012-04-09,0,False
2012-04-10,44,False
2012-04-11,0,False
2012-04-12,63,False
2012-04-13,44,False
2012-04-14,0,False
2012-04-15,0,False
2012-04-16,21,False
2012-04-17,20,False
2012-04-18,0,False
2012-04-19,21,False
2012-04-20,22,False
2012-04-21,25,False
2012-04-22,50,False
2012-04-23,20,False
2012-04-24,40,False
2012-04-25,41,False
2012-04-26,42,False
2012-04-27,44,False
2012-04-28,26,False
2012-04-29,0,False
2012-04-30,65,False
2012-05-01,68,False
2012-05-02,42,False
2012-05-03,21,False
2012-05-04,0,False
2012-05-05,0,False
2012-05-06,100,False
2012-05-07,21,False
2012-05-08,21,False
2012-05-09,21,False
2012-05-10,42,False
2012-05-11,43,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,0,False
2012-05-15,0,False
2012-05-16,41,False
2012-05-17,21,False
2012-05-18,0,False
2012-05-19,0,False
2012-05-20,25,False
2012-05-21,20,False
2012-05-22,0,False
2012-05-23,84,False
2012-05-24,84,False
2012-05-25,22,False
2012-05-26,26,False
2012-05-27,0,False
2012-05-28,44,False
2012-05-29,20,False
2012-05-30,0,False
2012-05-31,42,False
2012-06-01,0,False
2012-06-02,0,False
2012-06-03,0,False
2012-06-04,61,False
