date,stock scandal,isPartial
2014-12-01,42,False
2014-12-02,0,False
2014-12-03,86,False
2014-12-04,43,False
2014-12-05,67,False
2014-12-06,52,False
2014-12-07,0,False
2014-12-08,44,False
2014-12-09,0,False
2014-12-10,21,False
2014-12-11,22,False
2014-12-12,23,False
2014-12-13,26,False
2014-12-14,0,False
2014-12-15,65,False
2014-12-16,22,False
2014-12-17,0,False
2014-12-18,23,False
2014-12-19,24,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,23,False
2014-12-23,71,False
2014-12-24,27,False
2014-12-25,29,False
2014-12-26,52,False
2014-12-27,26,False
2014-12-28,78,False
2014-12-29,0,False
2014-12-30,0,False
2014-12-31,0,False
2015-01-01,28,False
2015-01-02,24,False
2015-01-03,0,False
2015-01-04,0,False
2015-01-05,0,False
2015-01-06,22,False
2015-01-07,84,False
2015-01-08,42,False
2015-01-09,43,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,0,False
2015-01-13,0,False
2015-01-14,42,False
2015-01-15,21,False
2015-01-16,0,False
2015-01-17,25,False
2015-01-18,72,False
2015-01-19,21,False
2015-01-20,21,False
2015-01-21,21,False
2015-01-22,21,False
2015-01-23,21,False
2015-01-24,0,False
2015-01-25,24,False
2015-01-26,41,False
2015-01-27,40,False
2015-01-28,41,False
2015-01-29,20,False
2015-01-30,43,False
2015-01-31,0,False
2015-02-01,24,False
2015-02-02,61,False
2015-02-03,0,False
2015-02-04,82,False
2015-02-05,0,False
2015-02-06,22,False
2015-02-07,24,False
2015-02-08,0,False
2015-02-09,81,False
2015-02-10,20,False
2015-02-11,41,False
2015-02-12,21,False
2015-02-13,86,False
2015-02-14,74,False
2015-02-15,25,False
2015-02-16,0,False
2015-02-17,0,False
2015-02-18,21,False
2015-02-19,42,False
2015-02-20,21,False
2015-02-21,0,False
2015-02-22,47,False
2015-02-23,20,False
2015-02-24,40,False
2015-02-25,20,False
2015-02-26,21,False
2015-02-27,0,False
2015-02-28,0,False
2015-03-01,0,False
2015-03-02,20,False
2015-03-03,20,False
2015-03-04,60,False
2015-03-05,20,False
2015-03-06,0,False
2015-03-07,0,False
2015-03-08,24,False
