date,stock scandal,isPartial
2013-06-29,25,False
2013-06-30,0,False
2013-07-01,0,False
2013-07-02,21,False
2013-07-03,41,False
2013-07-04,0,False
2013-07-05,22,False
2013-07-06,0,False
2013-07-07,25,False
2013-07-08,0,False
2013-07-09,21,False
2013-07-10,63,False
2013-07-11,0,False
2013-07-12,33,False
2013-07-13,51,False
2013-07-14,25,False
2013-07-15,21,False
2013-07-16,62,False
2013-07-17,21,False
2013-07-18,32,False
2013-07-19,22,False
2013-07-20,51,False
2013-07-21,0,False
2013-07-22,0,False
2013-07-23,20,False
2013-07-24,42,False
2013-07-25,42,False
2013-07-26,44,False
2013-07-27,51,False
2013-07-28,0,False
2013-07-29,51,False
2013-07-30,20,False
2013-07-31,0,False
2013-08-01,42,False
2013-08-02,33,False
2013-08-03,26,False
2013-08-04,0,False
2013-08-05,21,False
2013-08-06,21,False
2013-08-07,21,False
2013-08-08,32,False
2013-08-09,22,False
2013-08-10,25,False
2013-08-11,0,False
2013-08-12,31,False
2013-08-13,31,False
2013-08-14,21,False
2013-08-15,22,False
2013-08-16,44,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,0,False
2013-08-20,61,False
2013-08-21,0,False
2013-08-22,0,False
2013-08-23,22,False
2013-08-24,25,False
2013-08-25,24,False
2013-08-26,30,False
2013-08-27,20,False
2013-08-28,40,False
2013-08-29,20,False
2013-08-30,21,False
2013-08-31,24,False
2013-09-01,24,False
2013-09-02,30,False
2013-09-03,0,False
2013-09-04,40,False
2013-09-05,100,False
2013-09-06,0,False
2013-09-07,24,False
2013-09-08,23,False
2013-09-09,39,False
2013-09-10,38,False
2013-09-11,29,False
2013-09-12,20,False
2013-09-13,20,False
2013-09-14,0,False
2013-09-15,23,False
2013-09-16,0,False
2013-09-17,39,False
2013-09-18,0,False
2013-09-19,20,False
2013-09-20,41,False
2013-09-21,0,False
2013-09-22,23,False
2013-09-23,39,False
2013-09-24,59,False
2013-09-25,39,False
2013-09-26,20,False
2013-09-27,21,False
2013-09-28,0,False
2013-09-29,23,False
2013-09-30,38,False
2013-10-01,86,False
2013-10-02,59,False
2013-10-03,20,False
2013-10-04,20,False
2013-10-05,46,False
2013-10-06,23,False
2013-10-07,48,False
2013-10-08,19,False
2013-10-09,39,False
2013-10-10,20,False
2013-10-11,20,False
2013-10-12,24,False
2013-10-13,23,False
2013-10-14,40,False
2013-10-15,58,False
2013-10-16,29,False
2013-10-17,30,False
2013-10-18,61,False
2013-10-19,23,False
2013-10-20,45,False
2013-10-21,19,False
2013-10-22,57,False
2013-10-23,38,False
2013-10-24,19,False
2013-10-25,40,False
2013-10-26,0,False
2013-10-27,22,False
2013-10-28,19,False
2013-10-29,38,False
2013-10-30,29,False
2013-10-31,0,False
