date,stock scandal,isPartial
2016-05-04,32,False
2016-05-05,0,False
2016-05-06,100,False
2016-05-07,0,False
2016-05-08,37,False
2016-05-09,21,False
2016-05-10,21,False
2016-05-11,31,False
2016-05-12,10,False
2016-05-13,43,False
2016-05-14,0,False
2016-05-15,24,False
2016-05-16,0,False
2016-05-17,10,False
2016-05-18,20,False
2016-05-19,11,False
2016-05-20,22,False
2016-05-21,12,False
2016-05-22,12,False
2016-05-23,21,False
2016-05-24,0,False
2016-05-25,10,False
2016-05-26,22,False
2016-05-27,22,False
2016-05-28,13,False
2016-05-29,25,False
2016-05-30,11,False
2016-05-31,31,False
2016-06-01,11,False
2016-06-02,54,False
2016-06-03,0,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,0,False
2016-06-07,0,False
2016-06-08,0,False
2016-06-09,21,False
2016-06-10,22,False
2016-06-11,12,False
2016-06-12,0,False
2016-06-13,31,False
2016-06-14,0,False
2016-06-15,10,False
2016-06-16,21,False
2016-06-17,0,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,0,False
2016-06-21,21,False
2016-06-22,11,False
2016-06-23,11,False
2016-06-24,0,False
2016-06-25,13,False
2016-06-26,25,False
2016-06-27,0,False
2016-06-28,53,False
2016-06-29,22,False
2016-06-30,11,False
2016-07-01,0,False
2016-07-02,13,False
2016-07-03,13,False
2016-07-04,11,False
2016-07-05,0,False
2016-07-06,0,False
2016-07-07,12,False
2016-07-08,24,False
2016-07-09,26,False
2016-07-10,13,False
2016-07-11,22,False
2016-07-12,11,False
2016-07-13,45,False
2016-07-14,0,False
2016-07-15,0,False
2016-07-16,0,False
2016-07-17,26,False
2016-07-18,23,False
2016-07-19,34,False
2016-07-20,0,False
2016-07-21,11,False
2016-07-22,23,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,22,False
2016-07-26,33,False
2016-07-27,22,False
2016-07-28,11,False
2016-07-29,12,False
2016-07-30,0,False
2016-07-31,13,False
2016-08-01,11,False
2016-08-02,11,False
2016-08-03,11,False
2016-08-04,0,False
2016-08-05,12,False
2016-08-06,0,False
2016-08-07,14,False
2016-08-08,0,False
2016-08-09,0,False
2016-08-10,0,False
2016-08-11,0,False
2016-08-12,24,False
2016-08-13,14,False
2016-08-14,0,False
2016-08-15,0,False
2016-08-16,0,False
2016-08-17,24,False
2016-08-18,12,False
2016-08-19,0,False
2016-08-20,0,False
2016-08-21,13,False
2016-08-22,0,False
2016-08-23,12,False
2016-08-24,34,False
2016-08-25,11,False
2016-08-26,0,False
2016-08-27,13,False
2016-08-28,13,False
2016-08-29,0,False
2016-08-30,11,False
2016-08-31,22,False
2016-09-01,11,False
2016-09-02,34,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,11,False
2016-09-06,11,False
2016-09-07,11,False
2016-09-08,33,False
2016-09-09,23,False
2016-09-10,0,False
2016-09-11,0,False
2016-09-12,34,False
2016-09-13,11,False
2016-09-14,22,False
2016-09-15,22,False
2016-09-16,0,False
2016-09-17,12,False
2016-09-18,24,False
2016-09-19,11,False
2016-09-20,21,False
2016-09-21,21,False
2016-09-22,66,False
2016-09-23,34,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,21,False
2016-09-27,32,False
2016-09-28,43,False
2016-09-29,21,False
2016-09-30,11,False
2016-10-01,62,False
2016-10-02,0,False
2016-10-03,21,False
2016-10-04,11,False
2016-10-05,64,False
2016-10-06,21,False
2016-10-07,22,False
2016-10-08,25,False
2016-10-09,24,False
2016-10-10,0,False
2016-10-11,21,False
2016-10-12,11,False
2016-10-13,32,False
2016-10-14,11,False
2016-10-15,25,False
2016-10-16,12,False
2016-10-17,21,False
2016-10-18,31,False
2016-10-19,11,False
2016-10-20,11,False
2016-10-21,22,False
2016-10-22,25,False
2016-10-23,49,False
2016-10-24,0,False
2016-10-25,31,False
2016-10-26,31,False
2016-10-27,21,False
2016-10-28,34,False
2016-10-29,12,False
2016-10-30,0,False
2016-10-31,43,False
2016-11-01,44,False
2016-11-02,54,False
2016-11-03,11,False
2016-11-04,33,False
2016-11-05,0,False
2016-11-06,36,False
2016-11-07,42,False
2016-11-08,10,False
2016-11-09,10,False
2016-11-10,21,False
2016-11-11,22,False
2016-11-12,0,False
2016-11-13,0,False
2016-11-14,0,False
2016-11-15,42,False
2016-11-16,11,False
2016-11-17,43,False
2016-11-18,0,False
2016-11-19,0,False
2016-11-20,24,False
2016-11-21,30,False
2016-11-22,10,False
2016-11-23,21,False
2016-11-24,43,False
2016-11-25,11,False
2016-11-26,59,False
2016-11-27,0,False
2016-11-28,10,False
2016-11-29,20,False
2016-11-30,20,False
2016-12-01,10,False
2016-12-02,11,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,0,False
2016-12-06,30,False
2016-12-07,30,False
2016-12-08,41,False
2016-12-09,75,False
2016-12-10,0,False
2016-12-11,0,False
2016-12-12,30,False
2016-12-13,10,False
2016-12-14,30,False
2016-12-15,0,False
2016-12-16,11,False
2016-12-17,0,False
2016-12-18,0,False
2016-12-19,21,False
2016-12-20,21,False
2016-12-21,21,False
2016-12-22,22,False
2016-12-23,0,False
2016-12-24,0,False
2016-12-25,0,False
2016-12-26,0,False
2016-12-27,22,False
2016-12-28,22,False
2016-12-29,22,False
2016-12-30,0,False
2016-12-31,25,False
2017-01-01,13,False
2017-01-02,11,False
2017-01-03,10,False
2017-01-04,10,False
2017-01-05,10,False
2017-01-06,32,False
2017-01-07,23,False
2017-01-08,11,False
2017-01-09,20,False
2017-01-10,10,False
2017-01-11,20,False
2017-01-12,40,False
2017-01-13,41,False
2017-01-14,0,False
2017-01-15,22,False
2017-01-16,10,False
2017-01-17,39,False
2017-01-18,0,False
2017-01-19,20,False
