date,stock scandal,isPartial
2018-02-13,8,False
2018-02-14,23,False
2018-02-15,0,False
2018-02-16,8,False
2018-02-17,9,False
2018-02-18,9,False
2018-02-19,15,False
2018-02-20,15,False
2018-02-21,31,False
2018-02-22,8,False
2018-02-23,32,False
2018-02-24,18,False
2018-02-25,17,False
2018-02-26,23,False
2018-02-27,8,False
2018-02-28,38,False
2018-03-01,15,False
2018-03-02,16,False
2018-03-03,18,False
2018-03-04,9,False
2018-03-05,8,False
2018-03-06,15,False
2018-03-07,8,False
2018-03-08,0,False
2018-03-09,0,False
2018-03-10,18,False
2018-03-11,9,False
2018-03-12,30,False
2018-03-13,23,False
2018-03-14,8,False
2018-03-15,23,False
2018-03-16,16,False
2018-03-17,9,False
2018-03-18,9,False
2018-03-19,78,False
2018-03-20,77,False
2018-03-21,69,False
2018-03-22,100,False
2018-03-23,39,False
2018-03-24,45,False
2018-03-25,53,False
2018-03-26,31,False
2018-03-27,47,False
2018-03-28,40,False
2018-03-29,41,False
2018-03-30,0,False
2018-03-31,0,False
2018-04-01,0,False
2018-04-02,33,False
2018-04-03,0,False
2018-04-04,46,False
2018-04-05,32,False
2018-04-06,8,False
2018-04-07,9,False
2018-04-08,18,False
2018-04-09,23,False
2018-04-10,30,False
2018-04-11,61,False
2018-04-12,54,False
2018-04-13,57,False
2018-04-14,9,False
2018-04-15,9,False
2018-04-16,15,False
2018-04-17,23,False
2018-04-18,39,False
2018-04-19,24,False
2018-04-20,25,False
2018-04-21,18,False
2018-04-22,18,False
2018-04-23,30,False
2018-04-24,15,False
2018-04-25,23,False
2018-04-26,15,False
2018-04-27,16,False
2018-04-28,0,False
2018-04-29,18,False
2018-04-30,8,False
2018-05-01,24,False
2018-05-02,46,False
2018-05-03,24,False
2018-05-04,32,False
2018-05-05,18,False
2018-05-06,27,False
2018-05-07,23,False
2018-05-08,8,False
2018-05-09,15,False
2018-05-10,8,False
2018-05-11,16,False
2018-05-12,9,False
2018-05-13,0,False
2018-05-14,23,False
2018-05-15,8,False
2018-05-16,23,False
2018-05-17,0,False
2018-05-18,24,False
2018-05-19,9,False
2018-05-20,18,False
2018-05-21,24,False
2018-05-22,8,False
2018-05-23,15,False
2018-05-24,8,False
2018-05-25,25,False
2018-05-26,0,False
2018-05-27,9,False
2018-05-28,24,False
2018-05-29,15,False
2018-05-30,31,False
2018-05-31,47,False
2018-06-01,0,False
2018-06-02,18,False
2018-06-03,0,False
2018-06-04,0,False
2018-06-05,15,False
2018-06-06,31,False
2018-06-07,23,False
2018-06-08,16,False
2018-06-09,9,False
2018-06-10,9,False
2018-06-11,15,False
2018-06-12,14,False
2018-06-13,0,False
2018-06-14,38,False
2018-06-15,8,False
2018-06-16,9,False
2018-06-17,0,False
2018-06-18,8,False
2018-06-19,0,False
2018-06-20,23,False
2018-06-21,23,False
2018-06-22,8,False
2018-06-23,9,False
2018-06-24,0,False
2018-06-25,8,False
2018-06-26,23,False
2018-06-27,8,False
2018-06-28,0,False
2018-06-29,8,False
