date,Maxim Integrated Products,isPartial
2013-04-20,0,False
2013-04-21,0,False
2013-04-22,66,False
2013-04-23,0,False
2013-04-24,33,False
2013-04-25,17,False
2013-04-26,52,False
2013-04-27,0,False
2013-04-28,0,False
2013-04-29,0,False
2013-04-30,50,False
2013-05-01,0,False
2013-05-02,17,False
2013-05-03,0,False
2013-05-04,20,False
2013-05-05,0,False
2013-05-06,84,False
2013-05-07,66,False
2013-05-08,17,False
2013-05-09,17,False
2013-05-10,53,False
2013-05-11,20,False
2013-05-12,0,False
2013-05-13,66,False
2013-05-14,33,False
2013-05-15,65,False
2013-05-16,83,False
2013-05-17,52,False
2013-05-18,20,False
2013-05-19,0,False
2013-05-20,49,False
2013-05-21,33,False
2013-05-22,16,False
2013-05-23,33,False
2013-05-24,17,False
2013-05-25,20,False
2013-05-26,0,False
2013-05-27,34,False
2013-05-28,32,False
2013-05-29,32,False
2013-05-30,0,False
2013-05-31,17,False
2013-06-01,20,False
2013-06-02,0,False
2013-06-03,32,False
2013-06-04,49,False
2013-06-05,49,False
2013-06-06,17,False
2013-06-07,17,False
2013-06-08,0,False
2013-06-09,0,False
2013-06-10,16,False
2013-06-11,32,False
2013-06-12,0,False
2013-06-13,33,False
2013-06-14,17,False
2013-06-15,0,False
2013-06-16,40,False
2013-06-17,49,False
2013-06-18,16,False
2013-06-19,16,False
2013-06-20,67,False
2013-06-21,69,False
2013-06-22,0,False
2013-06-23,0,False
2013-06-24,16,False
2013-06-25,49,False
2013-06-26,0,False
2013-06-27,33,False
2013-06-28,35,False
2013-06-29,0,False
