date,REGN stock
2017-10-06,38
2017-10-07,14
2017-10-08,21
2017-10-09,30
2017-10-10,42
2017-10-11,30
2017-10-12,12
2017-10-13,25
2017-10-14,28
2017-10-15,14
2017-10-16,42
2017-10-17,36
2017-10-18,12
2017-10-19,25
2017-10-20,25
2017-10-21,0
2017-10-22,13
2017-10-23,24
2017-10-24,59
2017-10-25,48
2017-10-26,43
2017-10-27,25
2017-10-28,28
2017-10-29,13
2017-10-30,18
2017-10-31,37
2017-11-01,43
2017-11-02,49
2017-11-03,37
2017-11-04,14
2017-11-05,13
2017-11-06,29
2017-11-07,58
2017-11-08,71
2017-11-09,53
2017-11-10,37
2017-11-11,27
2017-11-12,13
2017-11-13,0
2017-11-14,65
2017-11-15,35
2017-11-16,41
2017-11-17,36
2017-11-18,0
2017-11-19,0
2017-11-20,23
2017-11-21,53
2017-11-22,35
2017-11-23,12
2017-11-24,12
2017-11-25,13
2017-11-26,0
2017-11-27,34
2017-11-28,46
2017-11-29,35
2017-11-30,60
2017-12-01,80
2017-12-02,27
2017-12-03,26
2017-12-04,12
2017-12-05,41
2017-12-06,18
2017-12-07,36
2017-12-08,50
2017-12-09,0
2017-12-10,0
2017-12-11,23
2017-12-12,23
2017-12-13,18
2017-12-14,36
2017-12-15,31
2017-12-16,14
2017-12-17,0
2017-12-18,54
2017-12-19,24
2017-12-20,31
2017-12-21,44
2017-12-22,0
2017-12-23,0
2017-12-24,0
2017-12-25,15
2017-12-26,40
2017-12-27,32
2017-12-28,38
2017-12-29,20
2017-12-30,0
2017-12-31,0
2018-01-01,14
2018-01-02,31
2018-01-03,23
2018-01-04,36
2018-01-05,48
2018-01-06,26
2018-01-07,13
2018-01-08,35
2018-01-09,57
2018-01-10,40
2018-01-11,64
2018-01-12,84
2018-01-13,13
2018-01-14,0
2018-01-15,12
2018-01-16,34
2018-01-17,28
2018-01-18,34
2018-01-19,18
2018-01-20,13
2018-01-21,13
2018-01-22,17
2018-01-23,40
2018-01-24,17
2018-01-25,57
2018-01-26,54
2018-01-27,26
2018-01-28,0
2018-01-29,51
2018-01-30,11
2018-01-31,28
2018-02-01,74
2018-02-02,53
2018-02-03,19
2018-02-04,0
2018-02-05,68
2018-02-06,34
2018-02-07,79
2018-02-08,57
2018-02-09,71
2018-02-10,39
2018-02-11,0
2018-02-12,17
2018-02-13,17
2018-02-14,63
2018-02-15,46
2018-02-16,36
2018-02-17,13
2018-02-18,13
2018-02-19,23
2018-02-20,28
2018-02-21,100
2018-02-22,51
2018-02-23,35
2018-02-24,39
2018-02-25,0
2018-02-26,17
2018-02-27,33
2018-02-28,11
2018-03-01,39
2018-03-02,23
2018-03-03,13
2018-03-04,0
2018-03-05,16
2018-03-06,22
2018-03-07,17
2018-03-08,28
2018-03-09,47
2018-03-10,26
2018-03-11,13
2018-03-12,72
2018-03-13,22
2018-03-14,17
2018-03-15,23
2018-03-16,29
2018-03-17,13
2018-03-18,19
2018-03-19,56
2018-03-20,51
2018-03-21,45
2018-03-22,46
2018-03-23,12
2018-03-24,13
2018-03-25,0
2018-03-26,40
2018-03-27,23
2018-03-28,35
2018-03-29,30
2018-03-30,13
2018-03-31,0
2018-04-01,0
2018-04-02,48
2018-04-03,34
2018-04-04,34
2018-04-05,35
2018-04-06,18
2018-04-07,0
2018-04-08,0
2018-04-09,45
