date,REGN stock
2016-09-11,0
2016-09-12,32
2016-09-13,21
2016-09-14,10
2016-09-15,11
2016-09-16,11
2016-09-17,12
2016-09-18,0
2016-09-19,10
2016-09-20,0
2016-09-21,10
2016-09-22,11
2016-09-23,0
2016-09-24,12
2016-09-25,0
2016-09-26,10
2016-09-27,20
2016-09-28,10
2016-09-29,21
2016-09-30,22
2016-10-01,12
2016-10-02,0
2016-10-03,20
2016-10-04,41
2016-10-05,31
2016-10-06,21
2016-10-07,21
2016-10-08,0
2016-10-09,0
2016-10-10,10
2016-10-11,0
2016-10-12,52
2016-10-13,31
2016-10-14,21
2016-10-15,12
2016-10-16,12
2016-10-17,10
2016-10-18,10
2016-10-19,10
2016-10-20,0
2016-10-21,11
2016-10-22,12
2016-10-23,0
2016-10-24,20
2016-10-25,30
2016-10-26,0
2016-10-27,10
2016-10-28,32
2016-10-29,24
2016-10-30,12
2016-10-31,10
2016-11-01,10
2016-11-02,10
2016-11-03,20
2016-11-04,42
2016-11-05,12
2016-11-06,0
2016-11-07,29
2016-11-08,39
2016-11-09,46
2016-11-10,31
2016-11-11,32
2016-11-12,0
2016-11-13,0
2016-11-14,40
2016-11-15,20
2016-11-16,30
2016-11-17,30
2016-11-18,42
2016-11-19,0
2016-11-20,11
2016-11-21,10
2016-11-22,40
2016-11-23,50
2016-11-24,10
2016-11-25,21
2016-11-26,0
2016-11-27,0
2016-11-28,9
2016-11-29,0
2016-11-30,29
2016-12-01,20
2016-12-02,20
2016-12-03,0
2016-12-04,0
2016-12-05,0
2016-12-06,29
2016-12-07,19
2016-12-08,20
2016-12-09,10
2016-12-10,0
2016-12-11,0
2016-12-12,66
2016-12-13,10
2016-12-14,10
2016-12-15,30
2016-12-16,21
2016-12-17,0
2016-12-18,0
2016-12-19,10
2016-12-20,0
2016-12-21,10
2016-12-22,21
2016-12-23,11
2016-12-24,12
2016-12-25,0
2016-12-26,0
2016-12-27,10
2016-12-28,10
2016-12-29,53
2016-12-30,0
2016-12-31,0
2017-01-01,12
2017-01-02,10
2017-01-03,30
2017-01-04,49
2017-01-05,40
2017-01-06,82
2017-01-07,22
2017-01-08,11
2017-01-09,48
2017-01-10,29
2017-01-11,56
2017-01-12,38
2017-01-13,49
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,19
2017-01-18,37
2017-01-19,9
2017-01-20,0
2017-01-21,0
2017-01-22,0
2017-01-23,18
2017-01-24,47
2017-01-25,56
2017-01-26,57
2017-01-27,20
2017-01-28,22
2017-01-29,0
2017-01-30,37
2017-01-31,19
2017-02-01,18
2017-02-02,28
2017-02-03,39
2017-02-04,11
2017-02-05,10
2017-02-06,65
2017-02-07,28
2017-02-08,56
2017-02-09,56
2017-02-10,39
2017-02-11,0
2017-02-12,11
2017-02-13,55
2017-02-14,46
2017-02-15,19
2017-02-16,56
2017-02-17,37
2017-02-18,0
2017-02-19,0
2017-02-20,9
2017-02-21,28
2017-02-22,9
2017-02-23,19
2017-02-24,10
2017-02-25,0
2017-02-26,0
2017-02-27,36
2017-02-28,28
2017-03-01,45
2017-03-02,36
2017-03-03,28
2017-03-04,0
2017-03-05,10
2017-03-06,9
2017-03-07,17
2017-03-08,9
2017-03-09,0
2017-03-10,29
2017-03-11,21
2017-03-12,0
2017-03-13,17
2017-03-14,18
2017-03-15,37
2017-03-16,19
2017-03-17,20
2017-03-18,0
2017-03-19,0
2017-03-20,18
2017-03-21,27
2017-03-22,18
2017-03-23,37
2017-03-24,39
2017-03-25,22
2017-03-26,0
2017-03-27,28
2017-03-28,93
2017-03-29,56
2017-03-30,28
2017-03-31,20
2017-04-01,21
2017-04-02,0
2017-04-03,55
2017-04-04,37
2017-04-05,18
2017-04-06,28
2017-04-07,19
2017-04-08,0
2017-04-09,0
2017-04-10,19
2017-04-11,9
2017-04-12,48
2017-04-13,10
2017-04-14,11
2017-04-15,0
2017-04-16,22
2017-04-17,38
2017-04-18,9
2017-04-19,0
2017-04-20,0
2017-04-21,19
2017-04-22,0
2017-04-23,0
2017-04-24,37
2017-04-25,27
2017-04-26,73
2017-04-27,28
2017-04-28,67
2017-04-29,11
2017-04-30,11
2017-05-01,100
2017-05-02,28
2017-05-03,9
2017-05-04,47
2017-05-05,58
2017-05-06,0
2017-05-07,11
2017-05-08,37
2017-05-09,46
2017-05-10,27
2017-05-11,28
2017-05-12,39
2017-05-13,33
2017-05-14,11
2017-05-15,19
2017-05-16,39
2017-05-17,59
2017-05-18,49
2017-05-19,41
2017-05-20,0
2017-05-21,0
2017-05-22,40
2017-05-23,88
2017-05-24,30
2017-05-25,51
2017-05-26,11
2017-05-27,0
2017-05-28,24
2017-05-29,10
