date,REGN stock
2015-08-18,41
2015-08-19,10
2015-08-20,41
2015-08-21,11
2015-08-22,0
2015-08-23,12
2015-08-24,40
2015-08-25,20
2015-08-26,40
2015-08-27,20
2015-08-28,21
2015-08-29,0
2015-08-30,0
2015-08-31,30
2015-09-01,59
2015-09-02,10
2015-09-03,0
2015-09-04,21
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,10
2015-09-09,29
2015-09-10,40
2015-09-11,20
2015-09-12,0
2015-09-13,34
2015-09-14,10
2015-09-15,49
2015-09-16,29
2015-09-17,20
2015-09-18,21
2015-09-19,0
2015-09-20,0
2015-09-21,38
2015-09-22,19
2015-09-23,29
2015-09-24,10
2015-09-25,21
2015-09-26,0
2015-09-27,35
2015-09-28,0
2015-09-29,19
2015-09-30,19
2015-10-01,49
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,29
2015-10-06,38
2015-10-07,10
2015-10-08,29
2015-10-09,20
2015-10-10,23
2015-10-11,0
2015-10-12,50
2015-10-13,47
2015-10-14,10
2015-10-15,0
2015-10-16,10
2015-10-17,11
2015-10-18,0
2015-10-19,19
2015-10-20,28
2015-10-21,29
2015-10-22,19
2015-10-23,20
2015-10-24,0
2015-10-25,0
2015-10-26,28
2015-10-27,0
2015-10-28,38
2015-10-29,10
2015-10-30,10
2015-10-31,11
2015-11-01,0
2015-11-02,29
2015-11-03,58
2015-11-04,67
2015-11-05,29
2015-11-06,50
2015-11-07,0
2015-11-08,22
2015-11-09,9
2015-11-10,0
2015-11-11,20
2015-11-12,19
2015-11-13,20
2015-11-14,0
2015-11-15,0
2015-11-16,19
2015-11-17,9
2015-11-18,9
2015-11-19,48
2015-11-20,40
2015-11-21,0
2015-11-22,0
2015-11-23,19
2015-11-24,0
2015-11-25,19
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,11
2015-11-30,9
2015-12-01,47
2015-12-02,9
2015-12-03,19
2015-12-04,49
2015-12-05,11
2015-12-06,11
2015-12-07,19
2015-12-08,0
2015-12-09,10
2015-12-10,0
2015-12-11,10
2015-12-12,0
2015-12-13,11
2015-12-14,47
2015-12-15,10
2015-12-16,0
2015-12-17,30
2015-12-18,0
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,21
2015-12-23,11
2015-12-24,12
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,21
2015-12-30,0
2015-12-31,12
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,41
2016-01-05,10
2016-01-06,21
2016-01-07,42
2016-01-08,21
2016-01-09,0
2016-01-10,11
2016-01-11,50
2016-01-12,100
2016-01-13,60
2016-01-14,20
2016-01-15,11
2016-01-16,0
2016-01-17,11
2016-01-18,0
2016-01-19,30
2016-01-20,20
2016-01-21,0
2016-01-22,31
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,40
2016-01-27,30
2016-01-28,41
2016-01-29,53
2016-01-30,0
2016-01-31,0
2016-02-01,20
2016-02-02,40
2016-02-03,30
2016-02-04,52
2016-02-05,11
2016-02-06,24
2016-02-07,11
2016-02-08,30
2016-02-09,21
2016-02-10,50
2016-02-11,30
2016-02-12,21
2016-02-13,0
2016-02-14,0
2016-02-15,10
2016-02-16,30
2016-02-17,10
2016-02-18,20
2016-02-19,20
2016-02-20,0
2016-02-21,0
2016-02-22,20
2016-02-23,0
2016-02-24,0
2016-02-25,20
2016-02-26,21
2016-02-27,0
2016-02-28,22
2016-02-29,19
2016-03-01,0
2016-03-02,29
2016-03-03,0
2016-03-04,20
2016-03-05,0
2016-03-06,0
2016-03-07,10
2016-03-08,0
2016-03-09,10
2016-03-10,20
2016-03-11,31
2016-03-12,12
2016-03-13,0
2016-03-14,30
2016-03-15,39
2016-03-16,40
2016-03-17,51
2016-03-18,10
2016-03-19,0
2016-03-20,11
2016-03-21,50
2016-03-22,20
2016-03-23,71
2016-03-24,42
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,52
2016-03-29,10
2016-03-30,40
2016-03-31,50
2016-04-01,83
2016-04-02,0
2016-04-03,11
2016-04-04,20
2016-04-05,49
2016-04-06,30
2016-04-07,30
2016-04-08,31
2016-04-09,0
2016-04-10,0
2016-04-11,30
2016-04-12,10
2016-04-13,60
2016-04-14,41
2016-04-15,21
2016-04-16,0
2016-04-17,0
2016-04-18,20
2016-04-19,30
2016-04-20,20
2016-04-21,0
2016-04-22,32
2016-04-23,0
2016-04-24,0
2016-04-25,20
2016-04-26,49
2016-04-27,20
2016-04-28,20
2016-04-29,31
2016-04-30,12
2016-05-01,0
2016-05-02,31
2016-05-03,10
2016-05-04,20
